,PARID,PROPERTYZIP,SALEDATE,SALEPRICE,STORIES,YEARBLT,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,FINISHEDLIVINGAREA,LOGPRICE,AREA100
76149,0096N00115000000,15226,8/10/17,42500.0,2.0,1930.0,6.0,3.0,1.0,1.0,1760.0,10.657259354912508,17.6
204710,0168J00053000000,15215,5/7/18,52000.0,2.0,1920.0,5.0,2.0,1.0,0.0,1422.0,10.858998997563564,14.22
252683,0393B00231000000,15102,4/15/17,115000.0,1.0,1947.0,5.0,2.0,1.0,1.0,955.0,11.652687407345388,9.55
13342,0052D00043000000,15232,9/18/09,355000.0,2.0,1922.0,7.0,4.0,3.0,1.0,2295.0,12.779873068457553,22.95
255965,0567L00370000000,15102,12/31/09,316840.0,2.0,2009.0,13.0,4.0,2.0,1.0,2176.0,12.666152193578217,21.76
101463,0076K00210000000,15212,8/29/05,13900.0,3.0,1902.0,4.0,2.0,1.0,0.0,1656.0,9.539644119118783,16.56
408539,0164K00087000000,15212,7/20/99,33456.0,1.0,1960.0,4.0,2.0,1.0,0.0,1301.0,10.417986421668415,13.01
157609,0341C00277000000,15108,3/2/87,35000.0,2.0,1910.0,5.0,2.0,1.0,0.0,1176.0,10.46310334047155,11.76
65316,0033J00161000000,15210,9/23/15,18000.0,2.0,1890.0,3.0,1.0,1.0,0.0,1080.0,9.798127036878302,10.8
133598,0462A00068000000,15132,8/19/99,20500.0,2.0,1940.0,5.0,2.0,1.0,0.0,900.0,9.9281801651265,9.0
393824,0446H00391000000,15147,11/22/13,83900.0,1.0,1965.0,5.0,3.0,1.0,0.0,950.0,11.337380892455297,9.5
390187,0367C00232000000,15147,4/2/96,65000.0,2.0,1923.0,7.0,4.0,1.0,0.0,1250.0,11.082142548877775,12.5
252217,0393B00123000000,15102,6/5/18,210000.0,1.0,1955.0,6.0,2.0,2.0,0.0,1507.0,12.254862809699606,15.07
169811,0276J00098000000,15202,9/5/17,164900.0,1.0,1955.0,6.0,2.0,1.0,1.0,919.0,12.01309450854769,9.19
393868,0446H00212000000,15147,2/3/97,67700.0,2.0,1947.0,7.0,3.0,2.0,0.0,1100.0,11.122841458900366,11.0
241748,0561E00211000000,15236,8/4/09,51000.0,2.0,2009.0,7.0,3.0,2.0,1.0,2792.0,10.839580911706463,27.92
223278,0232L00186000000,15221,4/5/77,12500.0,2.0,1921.0,5.0,2.0,1.0,0.0,1072.0,9.433483923290392,10.72
24379,0082A00097000000,15206,11/20/15,179000.0,2.0,1925.0,6.0,3.0,1.0,0.0,1160.0,12.095141084822892,11.6
390173,0366R00264000000,15147,5/12/16,37000.0,1.0,1958.0,6.0,3.0,1.0,2.0,1339.0,10.51867319162636,13.39
269765,0768A00100000000,15025,10/26/17,175400.0,2.0,1956.0,6.0,3.0,1.0,1.0,1971.0,12.07482435892022,19.71
358397,0252B00139000000,15228,7/17/12,313000.0,2.0,1948.0,8.0,4.0,2.0,1.0,2163.0,12.65395846952229,21.63
203566,0421J00153000000,15143,10/19/06,169900.0,2.0,1928.0,6.0,3.0,1.0,0.0,1398.0,12.042965307660024,13.98
138519,0161J00161000000,15202,9/6/90,27000.0,2.0,1910.0,5.0,2.0,1.0,0.0,1205.0,10.203592144986466,12.05
106565,0069B00038000000,15205,8/18/75,32000.0,1.0,1945.0,5.0,2.0,1.0,0.0,825.0,10.373491181781864,8.25
24960,0120M00086000000,15201,10/2/02,79000.0,1.5,1951.0,7.0,3.0,1.0,1.0,1107.0,11.27720313144916,11.07
323712,1353H00034000000,15044,4/29/03,120500.0,1.0,1942.0,7.0,3.0,1.0,1.0,1960.0,11.699405031912846,19.6
48748,0176N00004000000,15221,5/31/15,264000.0,2.0,1925.0,8.0,4.0,2.0,0.0,2181.0,12.483704382128453,21.81
137922,0160F00054000000,15202,3/10/10,84900.0,2.0,1924.0,6.0,3.0,1.0,0.0,1350.0,11.349229372299439,13.5
231117,0181H00110000000,15122,6/7/13,55500.0,2.0,1920.0,6.0,3.0,1.0,1.0,2405.0,10.924138299734526,24.05
142119,0236R00369000000,15104,5/4/15,3000.0,2.0,1910.0,4.0,2.0,1.0,0.0,840.0,8.006367567650246,8.4
279412,0977A00396055500,15146,5/31/11,126500.0,2.0,1990.0,6.0,3.0,2.0,1.0,1712.0,11.747997587149712,17.12
130923,0381H00289000000,15132,9/4/08,25000.0,2.0,1935.0,6.0,3.0,1.0,0.0,1176.0,10.126631103850338,11.76
74926,0062R00249000000,15226,8/13/03,55000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1182.0,10.915088464214607,11.82
405019,1827D00001000000,15044,11/9/94,73750.0,1.0,1997.0,7.0,2.0,2.0,1.0,2278.0,11.208436274202066,22.78
390396,0366D00287000000,15147,1/21/86,55000.0,2.0,1947.0,9.0,5.0,2.0,1.0,2062.0,10.915088464214607,20.62
327332,1368L00349000000,15065,2/2/78,29000.0,2.0,1935.0,6.0,3.0,2.0,0.0,2205.0,10.275051108968611,22.05
334621,0111K00205A00100,15136,9/24/07,235000.0,2.0,2007.0,6.0,3.0,2.0,1.0,1900.0,12.367340793126296,19.0
188903,0133S00208000000,15120,9/19/08,69000.0,1.0,1950.0,4.0,1.0,1.0,0.0,1617.0,11.141861783579396,16.17
159780,0039F00022000000,15205,11/18/82,62000.0,1.5,1942.0,6.0,3.0,1.0,1.0,887.0,11.03488966402723,8.87
347988,0809E00255000000,15108,2/1/05,129000.0,1.0,1978.0,5.0,3.0,1.0,0.0,1434.0,11.76756768334381,14.34
245662,0249R00286000000,15236,2/11/98,70000.0,2.0,1950.0,6.0,3.0,1.0,0.0,1120.0,11.156250521031495,11.2
397676,0534N00181000000,15147,8/5/97,35600.0,1.0,1997.0,6.0,3.0,2.0,0.0,1156.0,10.480100916840122,11.56
245880,0315A00150000000,15236,6/15/04,144900.0,1.0,1955.0,7.0,3.0,1.0,1.0,1322.0,11.883799128308773,13.22
98725,0045B00040000000,15212,4/7/09,4000.0,2.0,1910.0,5.0,2.0,1.0,0.0,1344.0,8.294049640102028,13.44
203903,0508N00217000000,15143,1/6/16,350000.0,2.0,1926.0,6.0,3.0,2.0,0.0,1528.0,12.765688433465597,15.28
288767,1102H00019000000,15239,12/27/90,78900.0,2.0,1966.0,7.0,3.0,1.0,1.0,1768.0,11.275936506833965,17.68
351509,0100R00018000000,15243,7/24/98,290000.0,2.0,1979.0,10.0,4.0,3.0,1.0,2633.0,12.577636201962656,26.33
167842,0507G00101000000,15143,5/29/18,598000.0,2.0,1906.0,8.0,4.0,2.0,1.0,2214.0,13.301346032932768,22.14
267994,0562R00166000000,15025,5/12/17,167500.0,1.0,1955.0,6.0,2.0,1.0,1.0,1257.0,12.028738630247258,12.57
162736,0097A00354000000,15216,9/5/06,77000.0,2.0,1910.0,6.0,3.0,1.0,0.0,1296.0,11.251560700835821,12.96
109040,0094F00268000000,15227,5/14/18,75000.0,1.0,1955.0,7.0,3.0,1.0,0.0,1080.0,11.225243392518447,10.8
360113,0612K00199000000,15237,7/30/03,129900.0,1.0,1951.0,6.0,3.0,1.0,1.0,1102.0,11.77452020265869,11.02
18560,0049B00117000000,15201,4/28/17,95000.0,2.0,1900.0,6.0,3.0,1.0,1.0,1530.0,11.461632170582678,15.3
48895,0178A00029000000,15218,4/9/09,190000.0,2.0,1920.0,7.0,3.0,2.0,0.0,1488.0,12.154779351142624,14.88
72387,0035L00113000000,15216,7/1/16,63000.0,1.8,1920.0,5.0,2.0,1.0,0.0,1228.0,11.05089000537367,12.28
122214,1002H00057000000,15025,6/3/14,11300.0,2.0,1918.0,6.0,3.0,1.0,0.0,1512.0,9.332558004700433,15.12
222297,0176G00060000000,15221,8/4/14,50000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1334.0,10.819778284410283,13.34
52031,0055R00186000000,15207,3/12/09,76750.0,2.0,1950.0,6.0,2.0,1.0,1.0,1152.0,11.248308665449443,11.52
167325,0177H00164000000,15218,9/14/16,218000.0,2.0,1900.0,7.0,3.0,1.0,1.0,1835.0,12.292250341771226,18.35
403487,1658S00448000000,15090,7/26/13,270405.0,2.0,2013.0,7.0,3.0,2.0,0.0,1910.0,12.507676114104248,19.1
160335,0040E00352000000,15205,7/8/97,48475.0,2.0,1920.0,6.0,3.0,1.0,0.0,1965.0,10.788803480110852,19.65
298272,0422D00142000000,15143,10/5/09,210000.0,2.0,1978.0,7.0,3.0,2.0,1.0,1898.0,12.254862809699606,18.98
189029,0180A00038000000,15120,7/14/04,101650.0,1.0,1980.0,7.0,3.0,1.0,2.0,1641.0,11.529290819056493,16.41
355850,0192G00126000000,15228,9/14/79,72000.0,2.0,1928.0,8.0,4.0,1.0,1.0,1536.0,11.184421397998193,15.36
102717,0114R00176000000,15212,8/4/05,148000.0,2.0,1930.0,6.0,3.0,1.0,1.0,1767.0,11.904967552746252,17.67
66847,0004J00082000000,15211,9/22/10,33000.0,2.0,1910.0,6.0,3.0,1.0,1.0,1184.0,10.404262840448617,11.84
331955,0722R00119000000,15238,4/15/77,48000.0,1.0,1946.0,7.0,4.0,2.0,0.0,1570.0,10.778956289890028,15.7
242625,0189J00217000000,15236,1/19/17,286837.0,2.0,2017.0,5.0,3.0,2.0,2.0,2029.0,12.56666938914946,20.29
271001,1003J00149000000,15332,8/13/02,71000.0,1.5,1949.0,6.0,3.0,1.0,0.0,1704.0,11.170435156023453,17.04
214907,0554J00220000000,15132,10/5/92,28000.0,1.0,1948.0,5.0,2.0,1.0,1.0,750.0,10.239959789157341,7.5
390959,0368B00320000000,15235,8/25/94,59000.0,1.0,1953.0,6.0,3.0,1.0,0.0,956.0,10.985292722887856,9.56
172318,0299S00080000000,15221,4/26/18,201500.0,2.0,1951.0,9.0,4.0,1.0,1.0,2125.0,12.213544660368875,21.25
402303,0634S00079000000,15235,9/15/99,50000.0,1.0,1951.0,6.0,3.0,1.0,0.0,1536.0,10.819778284410283,15.36
49182,0054M00001000000,15217,9/27/12,119000.0,2.0,1935.0,7.0,4.0,1.0,0.0,1344.0,11.686878772093667,13.44
157456,0341C00010000000,15108,7/24/16,72000.0,1.0,1955.0,4.0,2.0,1.0,0.0,804.0,11.184421397998193,8.04
355483,0192B00054000000,15228,9/16/04,62500.0,2.0,1930.0,6.0,2.0,1.0,0.0,1273.0,11.042921835724492,12.73
110273,0095R00189000000,15210,11/27/01,47500.0,2.0,1920.0,5.0,2.0,1.0,1.0,1105.0,10.768484990022733,11.05
95346,0077J00128000000,15214,8/24/06,133000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1296.0,11.79810440720389,12.96
63208,0014B00074000000,15210,5/24/91,40000.0,2.0,1900.0,8.0,4.0,1.0,0.0,2180.0,10.596634733096073,21.8
237926,0470L00036000000,15122,10/25/02,9000.0,1.0,1920.0,4.0,2.0,1.0,0.0,550.0,9.104979856318357,5.5
204278,0508E00150000000,15143,2/23/79,182500.0,2.0,1963.0,8.0,4.0,2.0,2.0,3224.0,12.114505452004684,32.24
321523,1075M00251000000,15101,12/8/93,30000.0,1.0,1952.0,6.0,3.0,1.0,0.0,1123.0,10.308952660644293,11.23
241011,0471E00127000000,15236,5/24/94,92500.0,2.0,1947.0,7.0,4.0,1.0,1.0,1610.0,11.434963923500517,16.1
6749,0052E00011090500,15213,4/7/18,186000.0,1.0,1957.0,5.0,2.0,2.0,0.0,1336.0,12.133501952695338,13.36
283883,0738N00072000000,15239,5/25/78,39000.0,1.0,1960.0,6.0,3.0,1.0,0.0,1313.0,10.571316925111784,13.13
354942,0142K00110000000,15243,3/15/11,291000.0,2.0,1942.0,7.0,3.0,3.0,0.0,1590.0,12.581078546153629,15.9
47866,0129H00051000000,15218,4/13/09,137000.0,1.0,1977.0,6.0,3.0,2.0,1.0,1648.0,11.827736204810263,16.48
288253,1102A00264000000,15239,9/15/92,125000.0,2.0,1974.0,8.0,4.0,1.0,1.0,2268.0,11.736069016284437,22.68
83266,0042P00107000000,15204,2/22/89,654743.0,1.0,2010.0,7.0,3.0,2.0,0.0,2034.0,13.391998071209333,20.34
188490,0133M00234000000,15120,3/20/91,40000.0,2.0,1953.0,7.0,3.0,1.0,0.0,1280.0,10.596634733096073,12.8
110841,0014P00038000000,15210,3/7/78,14200.0,2.0,1947.0,9.0,3.0,2.0,0.0,1680.0,9.560997243589352,16.8
284310,0739C00322000000,15239,12/5/17,132900.0,1.0,1960.0,6.0,3.0,1.0,1.0,1110.0,11.797352244701337,11.1
321835,1077H00046000000,15101,9/18/85,64900.0,1.0,1958.0,5.0,3.0,1.0,1.0,1237.0,11.080602902692181,12.37
11892,0049J00123003B00,15201,12/29/17,365000.0,1.0,2005.0,3.0,1.0,2.0,0.0,1705.0,12.80765263256463,17.05
366913,1072H00193000000,15090,6/20/00,270000.0,2.0,1986.0,8.0,4.0,2.0,1.0,3218.0,12.506177237980511,32.18
308270,1129P00018000000,15037,5/31/96,25000.0,2.0,1996.0,7.0,4.0,2.0,1.0,1864.0,10.126631103850338,18.64
235829,0310C00057000000,15122,12/27/05,69500.0,1.0,1941.0,6.0,3.0,1.0,0.0,1010.0,11.149082031552883,10.1
78329,0019B00146000000,15220,8/9/89,9000.0,2.0,1900.0,5.0,2.0,1.0,0.0,1320.0,9.104979856318357,13.2
194311,0302B00273000000,15104,11/15/17,30000.0,2.0,1902.0,8.0,4.0,1.0,1.0,2690.0,10.308952660644293,26.9
104680,0040R00046000000,15205,8/26/14,79000.0,1.0,1960.0,5.0,2.0,1.0,0.0,875.0,11.27720313144916,8.75
357242,0194L00126000000,15243,9/22/16,210000.0,1.0,1961.0,7.0,3.0,2.0,1.0,1530.0,12.254862809699606,15.3
322459,1210K00256002200,15044,10/10/17,375000.0,1.0,2007.0,6.0,3.0,2.0,1.0,2766.0,12.834681304952548,27.66
131452,0381M00028000001,15132,11/17/03,120000.0,2.0,1920.0,7.0,4.0,2.0,0.0,2133.0,11.695247021764184,21.33
333730,0110E00063000000,15136,6/29/93,103000.0,1.0,1964.0,6.0,3.0,1.0,0.0,1232.0,11.542484267211773,12.32
272118,1136A00223000000,15332,9/1/05,53900.0,2.0,2006.0,8.0,3.0,2.0,1.0,2382.0,10.89488575689709,23.82
235075,0306A00038000000,15122,7/9/09,72000.0,1.5,1953.0,5.0,3.0,2.0,0.0,1410.0,11.184421397998193,14.1
204917,0168G00049000000,15215,10/31/84,14000.0,2.0,1920.0,8.0,4.0,1.0,0.0,1984.0,9.546812608597396,19.84
145827,0188G00232000000,15227,11/2/10,86500.0,1.0,1945.0,6.0,3.0,2.0,0.0,1046.0,11.36789969291997,10.46
126647,0307R00263000000,15132,10/9/15,7000.0,2.0,1890.0,6.0,3.0,1.0,0.0,1629.0,8.85366542803745,16.29
141795,1367R00053000000,15014,1/6/88,25000.0,2.0,1930.0,5.0,2.0,1.0,0.0,1360.0,10.126631103850338,13.6
147544,0255E00020000000,15017,7/16/15,79514.0,1.0,1953.0,4.0,1.0,1.0,0.0,1050.0,11.283688385767459,10.5
99302,0045F00079000000,15212,4/1/88,35500.0,2.0,1927.0,6.0,3.0,1.0,0.0,1626.0,10.477287975463508,16.26
143971,0136J00076000000,15227,7/21/09,67000.0,2.0,1950.0,6.0,3.0,2.0,0.0,1710.0,11.112447898373103,17.1
103877,0020N00200000000,15220,11/24/87,36000.0,1.0,1930.0,6.0,3.0,2.0,0.0,1004.0,10.491274217438248,10.04
50917,0055C00135000A00,15207,6/22/98,96500.0,1.0,1950.0,6.0,3.0,2.0,0.0,1209.0,11.477298287327077,12.09
386070,0173G00344000000,15235,1/5/11,10000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1664.0,9.210340371976184,16.64
367690,1207L00107000000,15101,10/9/87,75000.0,2.0,1989.0,10.0,5.0,4.0,2.0,6044.0,11.225243392518447,60.44
275136,0742B00389000000,15146,11/3/05,90000.0,1.0,1955.0,5.0,2.0,1.0,1.0,800.0,11.407564949312402,8.0
859,0001C01662051500,15222,2/21/14,102000.0,1.0,1964.0,3.0,1.0,1.0,0.0,647.0,11.532728092266408,6.47
76291,0097B00263000000,15226,4/10/08,85905.0,2.0,1920.0,6.0,3.0,1.0,0.0,1316.0,11.360997313496068,13.16
273553,0637L00248000000,15146,6/12/84,38000.0,1.0,1957.0,6.0,3.0,1.0,1.0,850.0,10.545341438708522,8.5
216788,1133K00047000000,15088,2/24/97,75000.0,2.0,1930.0,9.0,3.0,3.0,0.0,2326.0,11.225243392518447,23.26
351563,0099P00139000000,15243,7/8/02,307000.0,2.0,1968.0,9.0,4.0,3.0,1.0,3100.0,12.634603026569334,31.0
46687,0127J00249000000,15217,8/23/84,80500.0,2.5,1925.0,8.0,5.0,2.0,0.0,2845.0,11.296012463406655,28.45
116800,0096S00256000000,15234,1/31/00,90000.0,1.0,1950.0,7.0,3.0,3.0,0.0,1313.0,11.407564949312402,13.13
230749,0181M00208000000,15122,12/4/09,99000.0,1.0,1958.0,6.0,3.0,2.0,0.0,1488.0,11.502875129116727,14.88
217469,0132C00004000000,15120,7/7/76,8750.0,1.0,1980.0,7.0,3.0,1.0,1.0,1520.0,9.07680897935166,15.2
236913,0386E00072000000,15122,12/12/14,94845.0,1.0,1954.0,5.0,2.0,1.0,1.0,900.0,11.459999259160822,9.0
372320,0691C00075000000,15126,4/3/08,214500.0,2.0,1992.0,9.0,4.0,2.0,1.0,2386.0,12.27606501735021,23.86
303958,0703P00298000000,15046,10/6/11,39000.0,1.0,1906.0,6.0,2.0,1.0,0.0,1080.0,10.571316925111784,10.8
312813,0591R00376000000,15108,7/17/06,135000.0,2.0,1998.0,4.0,2.0,2.0,1.0,1182.0,11.813030057420567,11.82
121469,1002A00032000400,15025,12/17/10,2000.0,2.0,1950.0,5.0,3.0,1.0,0.0,1080.0,7.600902459542082,10.8
379417,0645N00163000000,15137,12/31/08,90000.0,1.0,1976.0,6.0,3.0,1.0,0.0,1026.0,11.407564949312402,10.26
290053,1239F00337000000,15239,2/26/96,102000.0,2.0,1980.0,8.0,4.0,2.0,1.0,1824.0,11.532728092266408,18.24
392517,0369P00162000000,15235,7/29/14,89040.0,2.0,1950.0,5.0,2.0,1.0,0.0,1050.0,11.396840985949426,10.5
272859,0544G00374000000,15146,8/31/01,127900.0,1.0,1991.0,3.0,1.0,1.0,0.0,780.0,11.759003987566935,7.8
260606,0888F00108160000,15102,12/22/00,87000.0,2.0,1982.0,4.0,2.0,1.0,1.0,1176.0,11.37366339763672,11.76
132606,0383B00014000000,15132,12/5/13,78000.0,2.0,1940.0,7.0,3.0,2.0,0.0,2296.0,11.26446410567173,22.96
312009,2203N00070000000,15065,12/12/01,167000.0,2.0,1945.0,5.0,3.0,2.0,0.0,2422.0,12.025749091398891,24.22
151916,0104R00366000000,15106,2/8/02,10000.0,2.0,1940.0,7.0,4.0,2.0,0.0,1722.0,9.210340371976184,17.22
280356,0980C00332000000,15146,6/8/18,262500.0,1.0,1959.0,8.0,4.0,2.0,1.0,3000.0,12.478006361013815,30.0
159734,0039E00287000000,15205,10/3/85,59750.0,2.0,1900.0,7.0,4.0,1.0,0.0,1834.0,10.997924469793757,18.34
4423,0027M00246051200,15213,2/24/11,313400.0,1.0,1979.0,4.0,2.0,1.0,0.0,1870.0,12.655235608904057,18.7
127218,0381C00335000000,15132,2/1/18,73900.0,2.0,1920.0,8.0,3.0,1.0,1.0,1680.0,11.210468106936293,16.8
244539,0248K00058000000,15236,7/29/14,227000.0,2.0,1940.0,8.0,3.0,2.0,1.0,1744.0,12.332705296463539,17.44
363999,0826E00226000000,15237,6/30/16,189900.0,1.0,1952.0,6.0,3.0,1.0,0.0,1226.0,12.154252896800378,12.26
135163,0171E00051000000,15215,11/7/14,150000.0,2.0,1929.0,6.0,3.0,1.0,0.0,1340.0,11.918390573078392,13.4
260940,0888F00108114200,15102,9/23/16,135000.0,2.0,1982.0,5.0,2.0,1.0,1.0,1360.0,11.813030057420567,13.6
167058,0177C00080000000,15218,10/23/12,231000.0,2.0,1913.0,7.0,3.0,1.0,1.0,1920.0,12.35017298950393,19.2
361272,0713C00604120400,15237,8/27/15,80000.0,1.0,1973.0,3.0,1.0,1.0,1.0,767.0,11.289781913656018,7.67
331981,0723A00201000000,15238,9/21/05,140000.0,1.0,1950.0,3.0,1.0,1.0,0.0,900.0,11.84939770159144,9.0
110138,0095S00031000000,15210,4/28/10,62000.0,2.0,1947.0,7.0,4.0,2.0,0.0,1300.0,11.03488966402723,13.0
341899,0414M00047000000,15108,1/12/07,109900.0,2.0,2007.0,9.0,4.0,4.0,1.0,3668.0,11.607326140391713,36.68
405869,2186H00005000000,15044,1/12/77,32500.0,1.0,1953.0,5.0,2.0,1.0,0.0,1228.0,10.388995368317829,12.28
256254,0568M00202000000,15102,11/10/14,115500.0,1.0,1950.0,7.0,3.0,1.0,0.0,875.0,11.657025808943985,8.75
357831,0251C00158000000,15234,4/28/16,174000.0,2.0,1938.0,7.0,3.0,2.0,1.0,1754.0,12.066810578196666,17.54
121201,0879P00026000600,15025,9/22/16,51000.0,2.0,1940.0,5.0,3.0,1.0,0.0,1080.0,10.839580911706463,10.8
274052,0638L00379000000,15146,8/26/02,70000.0,1.0,1959.0,7.0,4.0,1.0,0.0,1316.0,11.156250521031495,13.16
308701,1132N00336000000,15037,3/4/97,84000.0,1.0,1972.0,7.0,3.0,2.0,0.0,1290.0,11.33857207782545,12.9
354716,0142P00112000000,15243,6/5/17,310000.0,2.0,1957.0,7.0,4.0,1.0,1.0,2494.0,12.644327576461329,24.94
332569,0837L00298000000,15024,5/19/89,15000.0,1.0,1972.0,6.0,3.0,2.0,0.0,1352.0,9.615805480084347,13.52
109653,0095H00345000000,15210,9/12/12,90000.0,2.0,1966.0,6.0,3.0,1.0,0.0,1552.0,11.407564949312402,15.52
244930,0249F00264000000,15236,2/24/12,123950.0,1.0,1954.0,6.0,3.0,1.0,1.0,1056.0,11.727633537463337,10.56
167206,0177D00180000000,15218,10/5/17,165000.0,2.5,1890.0,7.0,4.0,1.0,1.0,2614.0,12.013700752882718,26.14
243568,0190M00302000000,15236,11/13/13,315238.0,1.0,2013.0,6.0,3.0,2.0,0.0,1552.0,12.661083188074919,15.52
209287,0234J00087000000,15218,12/21/16,160000.0,2.0,1965.0,10.0,4.0,2.0,0.0,2000.0,11.982929094215963,20.0
175432,0467R00362000000,15045,2/24/11,3000.0,1.0,1930.0,4.0,2.0,1.0,0.0,936.0,8.006367567650246,9.36
346896,0698J00115000000,15108,10/6/11,66000.0,1.0,1949.0,6.0,3.0,1.0,0.0,1035.0,11.097410021008562,10.35
137168,0113H00184000000,15202,6/17/17,70000.0,1.5,1898.0,6.0,2.0,1.0,0.0,1509.0,11.156250521031495,15.09
297528,1346M00044000000,15090,8/17/09,389000.0,2.0,1985.0,10.0,4.0,3.0,1.0,3137.0,12.871334622600584,31.37
233164,0238N00236000000,15122,10/28/93,58000.0,1.5,1935.0,10.0,4.0,2.0,1.0,1715.0,10.968198289528557,17.15
105997,0067D00058000000,15205,8/29/16,129900.0,2.0,1970.0,5.0,2.0,1.0,1.0,1296.0,11.77452020265869,12.96
368544,1348P00051026A00,15090,6/5/12,234985.0,2.0,2011.0,6.0,3.0,2.0,1.0,1734.0,12.367276961301854,17.34
183787,0079C00258000000,15209,5/11/18,80100.0,2.0,1895.0,5.0,2.0,1.0,1.0,1778.0,11.291031133056451,17.78
302043,0263N00003000000,15106,10/13/17,365900.0,2.0,2007.0,8.0,4.0,2.0,1.0,2656.0,12.810115351007298,26.56
373107,0797D00014000000,15071,3/10/08,358719.0,2.0,2008.0,8.0,4.0,2.0,1.0,2568.0,12.790294631172484,25.68
267571,0473D00176000000,15236,7/2/03,89500.0,1.0,1955.0,5.0,3.0,1.0,1.0,950.0,11.401993904262946,9.5
186258,0130S00016000000,15120,9/9/08,134000.0,2.0,2008.0,8.0,4.0,2.0,1.0,1860.0,11.805595078933049,18.6
242825,0188R00334000000,15227,4/20/77,8800.0,2.0,1978.0,8.0,4.0,2.0,1.0,2362.0,9.082507000466299,23.62
125130,0308M00220000000,15132,5/14/91,12831.0,2.0,1920.0,10.0,4.0,2.0,0.0,1920.0,9.459619396895018,19.2
131513,0381S00185000000,15132,12/7/05,18500.0,1.5,1920.0,5.0,2.0,1.0,0.0,1112.0,9.825526011066415,11.12
352160,0140P00182000000,15228,8/9/04,195500.0,1.0,1960.0,6.0,3.0,1.0,2.0,1549.0,12.183315658407558,15.49
289998,1239C00190000000,15239,7/15/85,58500.0,1.0,1959.0,7.0,4.0,1.0,1.0,1569.0,10.976782033219948,15.69
276629,0746A00294000000,15146,5/19/17,320000.0,1.0,1972.0,6.0,2.0,2.0,1.0,2942.0,12.676076274775909,29.42
376627,0459B00088000000,15137,2/27/14,10000.0,1.0,1947.0,6.0,4.0,1.0,0.0,1085.0,9.210340371976184,10.85
171381,0221S00150000000,15223,3/10/10,54500.0,1.5,1925.0,5.0,2.0,1.0,1.0,1256.0,10.905955980651335,12.56
57020,0013M00005000000,15203,6/14/17,500.0,1.5,1900.0,7.0,3.0,1.0,1.0,1270.0,6.214608098422191,12.7
351532,0100R00030000000,15243,8/26/81,140000.0,1.0,1977.0,6.0,3.0,1.0,1.0,1996.0,11.84939770159144,19.96
273015,0545G00001000000,15148,6/8/05,75000.0,1.0,1963.0,5.0,2.0,1.0,0.0,877.0,11.225243392518447,8.77
189492,0180F00119000000,15120,2/12/02,10.0,1.0,1942.0,6.0,3.0,1.0,0.0,1412.0,2.302585092994046,14.12
5803,0028P00158000000,15213,7/17/14,37000.0,3.0,1900.0,6.0,3.0,1.0,0.0,1984.0,10.51867319162636,19.84
142716,0236S00380000000,15104,7/6/93,59900.0,2.0,1890.0,6.0,3.0,1.0,0.0,1823.0,11.00043178410354,18.23
192904,0074R00291000A00,15136,12/19/16,246000.0,2.0,1915.0,4.0,2.0,1.0,0.0,930.0,12.4130868149145,9.3
372331,0691L00115000000,15126,7/19/16,129000.0,2.0,1985.0,4.0,2.0,1.0,1.0,930.0,11.76756768334381,9.3
209032,0234N00008000000,15218,11/15/16,45000.0,2.0,1925.0,6.0,3.0,1.0,1.0,1560.0,10.714417768752456,15.6
58397,0031E00100000000,15210,3/27/06,9000.0,2.0,1900.0,7.0,4.0,1.0,0.0,2914.0,9.104979856318357,29.14
167145,0376C00023000000,15112,1/30/12,10001.0,2.0,1920.0,8.0,3.0,3.0,0.0,3246.0,9.210440366976517,32.46
49073,0177A00159000000,15218,6/9/98,178000.0,2.0,1930.0,8.0,4.0,4.0,1.0,2995.0,12.089538829274222,29.95
162834,0098B00305000000,15216,3/20/15,220000.0,2.0,1925.0,8.0,5.0,1.0,1.0,1856.0,12.301382825334498,18.56
372041,0690D00152000000,15126,7/25/16,145000.0,2.0,1985.0,6.0,3.0,2.0,1.0,1464.0,11.884489021402711,14.64
290021,1238R00146000000,15239,7/29/82,58700.0,1.0,1960.0,7.0,3.0,1.0,1.0,1523.0,10.980195005816189,15.23
394439,0447A00003000000,15147,12/7/09,118900.0,1.0,1958.0,6.0,3.0,1.0,1.0,1344.0,11.686038082678873,13.44
302046,0261S00030000000,15106,10/28/77,35500.0,2.0,1930.0,7.0,3.0,2.0,0.0,3032.0,10.477287975463508,30.32
50987,0055F00029000000,15207,5/31/12,30000.0,2.0,1930.0,4.0,2.0,1.0,0.0,970.0,10.308952660644293,9.7
399065,0539A00295000000,15235,3/3/14,58000.0,1.0,1950.0,6.0,2.0,1.0,0.0,956.0,10.968198289528557,9.56
47162,0128A00140000000,15217,11/20/12,351000.0,1.0,1959.0,7.0,3.0,2.0,0.0,1490.0,12.768541502448002,14.9
127675,0381G00172000000,15132,5/21/14,1800.0,2.0,1930.0,6.0,3.0,1.0,0.0,1368.0,7.495541943884256,13.68
