,PARID,PROPERTYZIP,SALEDATE,SALEPRICE,STORIES,YEARBLT,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,FINISHEDLIVINGAREA,LOGPRICE,AREA100
247450,0461K00080000000,15131,6/25/14,29900.0,1.0,1940.0,6.0,3.0,1.0,0.0,1215.0,10.305613759378778,12.15
286656,0853K00208000000,15239,3/13/89,50000.0,1.0,1966.0,6.0,3.0,1.0,0.0,1249.0,10.819778284410283,12.49
326354,1368E00145000000,15065,6/1/17,155000.0,2.0,1930.0,6.0,3.0,1.0,0.0,2276.0,11.951180395901384,22.76
122838,0305L00008000000,15110,2/7/13,48000.0,2.0,1950.0,6.0,3.0,1.0,1.0,2400.0,10.778956289890028,24.0
390013,0365S00098000000,15147,9/19/88,53000.0,2.0,1955.0,6.0,3.0,1.0,0.0,1218.0,10.87804719253426,12.18
125311,0307K00174000000,15132,2/20/92,5000.0,2.0,1920.0,9.0,4.0,3.0,0.0,2800.0,8.517193191416238,28.0
78459,0019B00230000000,15220,10/26/04,79500.0,1.5,1951.0,7.0,3.0,2.0,0.0,1719.0,11.283512300642423,17.19
324037,1356J00340000000,15044,10/2/89,45000.0,2.0,1979.0,4.0,2.0,1.0,1.0,1104.0,10.714417768752456,11.04
28010,0083B00062000000,15206,6/2/94,51500.0,2.0,1925.0,10.0,4.0,3.0,0.0,3354.0,10.849337086651827,33.54
259220,0773B00056000000,15102,11/24/10,122000.0,2.0,1993.0,5.0,2.0,1.0,1.0,1132.0,11.711776323715394,11.32
331876,0725K00267000000,15051,1/17/17,19000.0,1.0,1960.0,5.0,2.0,1.0,0.0,634.0,9.852194258148577,6.34
246802,0316F00043000000,15236,8/19/13,105000.0,2.0,1943.0,6.0,3.0,1.0,0.0,1080.0,11.56171562913966,10.8
109854,0095C00023000000,15210,1/19/12,47000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1176.0,10.757902880692196,11.76
328566,1519N00119000000,15065,8/23/02,89900.0,1.5,1930.0,7.0,3.0,1.0,0.0,1360.0,11.406453220459712,13.6
167648,0234A00065000000,15218,6/6/16,585000.0,2.0,1924.0,9.0,5.0,2.0,1.0,3400.0,13.279367126213993,34.0
255764,0567R00187000000,15102,10/11/07,587216.0,2.0,2007.0,9.0,4.0,2.0,2.0,3051.0,13.283148003867627,30.51
306120,0874K00230000000,15135,8/2/00,180000.0,2.0,1966.0,9.0,4.0,3.0,1.0,4187.0,12.100712129872347,41.87
131173,0381L00161000000,15132,8/9/77,31900.0,1.0,1960.0,6.0,3.0,1.0,1.0,1014.0,10.370361288772935,10.14
103843,0019N00120000000,15205,7/21/78,36900.0,2.0,1920.0,8.0,2.0,2.0,0.0,1300.0,10.515966830028619,13.0
286067,0851E00102000000,15239,12/11/17,6212.0,1.0,1950.0,7.0,4.0,2.0,0.0,1840.0,8.734238184268579,18.4
198067,0363S00365000000,15139,11/8/10,20000.0,2.0,1830.0,7.0,2.0,1.0,0.0,1376.0,9.903487552536127,13.76
333476,0109D00104000000,15136,2/9/09,8500.0,2.0,1846.0,6.0,3.0,1.0,0.0,1276.0,9.047821442478408,12.76
293788,0712H00005000000,15237,4/23/12,225000.0,1.0,1966.0,8.0,4.0,2.0,1.0,918.0,12.323855681186558,9.18
373404,0912C00018000000,15057,1/23/14,247765.0,2.0,2013.0,8.0,4.0,2.0,1.0,2328.0,12.420235995263603,23.28
371640,0590P00143000000,15071,3/1/07,98000.0,2.0,1986.0,4.0,2.0,1.0,1.0,972.0,11.49272275765271,9.72
282773,0734B00249000A00,15068,1/14/10,56900.0,1.0,1982.0,4.0,2.0,1.0,0.0,945.0,10.949050620114422,9.45
101375,0114E00005000000,15212,10/10/13,200000.0,1.0,1925.0,3.0,1.0,1.0,0.0,754.0,12.206072645530174,7.54
268941,0661A00320642000,15025,4/17/01,162400.0,1.0,2001.0,6.0,2.0,2.0,1.0,1596.0,11.997817706709714,15.96
364561,0826F00288000000,15237,6/1/87,71000.0,2.0,1953.0,7.0,3.0,2.0,1.0,2069.0,11.170435156023453,20.69
262060,0093L00312000000,15227,6/12/86,63500.0,1.0,1971.0,6.0,3.0,1.0,2.0,1176.0,11.058795184880783,11.76
17938,0051G00004000000,15224,11/16/04,170000.0,2.5,1900.0,9.0,3.0,3.0,0.0,3488.0,12.043553716032399,34.88
280486,0981C00016000000,15146,7/12/13,455000.0,2.0,2007.0,8.0,3.0,4.0,1.0,4287.0,13.028052697933088,42.87
250257,0316P00118000000,15236,10/7/86,78000.0,1.5,1943.0,7.0,3.0,1.0,1.0,1739.0,11.26446410567173,17.39
367853,1206B00295000000,15090,7/9/14,725000.0,2.0,1992.0,7.0,4.0,3.0,1.0,4509.0,13.493926933836812,45.09
121078,0879P00009000200,15025,9/24/04,3500.0,2.0,1940.0,5.0,3.0,1.0,0.0,1026.0,8.160518247477505,10.26
170877,0221S00064000000,15223,7/6/01,61300.0,2.0,1926.0,6.0,3.0,1.0,0.0,1276.0,11.023535121924303,12.76
376580,0458M00282000000,15137,7/25/14,79500.0,2.0,1960.0,10.0,4.0,2.0,0.0,1728.0,11.283512300642423,17.28
8077,0010H00209000000,15219,1/11/95,3500.0,2.0,1900.0,7.0,4.0,1.0,0.0,1726.0,8.160518247477505,17.26
121720,0879P00017000100,15025,3/12/92,13500.0,2.0,1940.0,4.0,2.0,1.0,0.0,864.0,9.51044496442652,8.64
9213,0026K00272000000,15219,10/25/16,87000.0,2.0,1950.0,6.0,3.0,1.0,0.0,1370.0,11.37366339763672,13.7
44754,0088M00011000000,15217,7/7/15,389670.0,2.0,2008.0,7.0,3.0,1.0,1.0,1742.0,12.87305550606944,17.42
164557,0098S00087000000,15216,6/23/15,147000.0,2.0,1940.0,6.0,3.0,1.0,0.0,1144.0,11.898187865760873,11.44
345562,0598A00115000000,15108,6/8/05,165000.0,1.0,1966.0,8.0,3.0,2.0,1.0,2056.0,12.013700752882718,20.56
95138,0047D00028000000,15212,3/19/02,5000.0,2.0,1900.0,4.0,2.0,1.0,0.0,768.0,8.517193191416238,7.68
140982,1367G00125000000,15014,3/25/16,94000.0,2.0,1926.0,6.0,3.0,2.0,0.0,1620.0,11.451050061252142,16.2
185874,0033L00224000000,15210,4/30/99,16000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1450.0,9.680344001221918,14.5
364073,0826B00060000000,15237,10/2/00,117000.0,1.0,1956.0,7.0,3.0,1.0,0.0,1263.0,11.669929213779893,12.63
301563,0259K00003000000,15071,5/8/14,41500.0,1.0,1922.0,4.0,2.0,1.0,0.0,900.0,10.63344870621879,9.0
66550,0004F00190000000,15211,12/6/88,13000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1558.0,9.472704636443673,15.58
48154,0176A00154000000,15221,4/26/12,125000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1883.0,11.736069016284437,18.83
308955,1132C00136000000,15037,6/1/92,64900.0,1.0,1952.0,6.0,3.0,1.0,1.0,1163.0,11.080602902692181,11.63
39705,0052L00136000000,15213,7/25/11,820000.0,2.0,1900.0,9.0,5.0,3.0,2.0,6022.0,13.617059619240436,60.22
279147,0860S00013000000,15146,8/14/85,64250.0,1.0,1977.0,5.0,3.0,2.0,1.0,1403.0,11.070537002757467,14.03
189948,0181E00157000000,15120,12/28/12,50000.0,1.5,1950.0,6.0,3.0,1.0,0.0,1374.0,10.819778284410283,13.74
256429,0568G00110000000,15102,5/15/17,175000.0,1.5,1955.0,6.0,3.0,1.0,0.0,1319.0,12.072541252905651,13.19
184541,0118C00219000000,15209,10/13/89,50000.0,2.0,1900.0,8.0,4.0,2.0,0.0,1664.0,10.819778284410283,16.64
232590,0238C00195000000,15122,8/5/05,40000.0,2.0,1961.0,6.0,3.0,1.0,0.0,1440.0,10.596634733096073,14.4
78769,0019G00317000000,15220,1/22/99,30400.0,2.0,1865.0,6.0,3.0,2.0,0.0,1736.0,10.322197887394314,17.36
105458,0041R00242000000,15205,12/31/80,48000.0,2.0,1948.0,6.0,3.0,1.0,0.0,1350.0,10.778956289890028,13.5
403989,1659J00046000000,15090,5/28/15,471925.0,2.0,2015.0,9.0,4.0,2.0,1.0,2973.0,13.064575353636934,29.73
397382,0534N00336000000,15147,3/22/18,116500.0,1.0,1973.0,6.0,3.0,2.0,0.0,1222.0,11.665646551987892,12.22
209998,0235J00199000000,15218,7/17/12,49000.0,2.0,1905.0,7.0,3.0,1.0,1.0,1128.0,10.799575577092764,11.28
165132,0309L00254000000,15034,4/14/16,38000.0,2.0,1895.0,5.0,2.0,2.0,0.0,1603.0,10.545341438708522,16.03
88846,0024C00328000000,15212,5/19/86,26500.0,2.0,1900.0,4.0,2.0,1.0,0.0,1568.0,10.184900011974314,15.68
257869,0667A00009000000,15102,7/17/87,68000.0,1.5,1900.0,7.0,3.0,1.0,1.0,2245.0,11.127262984158243,22.45
162366,0063P00041000000,15216,6/18/13,204000.0,2.0,1939.0,9.0,5.0,2.0,1.0,2246.0,12.225875272826354,22.46
182894,0556B00248000000,15133,2/18/11,35000.0,1.0,1945.0,5.0,2.0,1.0,0.0,988.0,10.46310334047155,9.88
199574,0746G00057000000,15140,5/6/14,150000.0,1.5,1999.0,6.0,3.0,1.0,1.0,1989.0,11.918390573078392,19.89
154763,0374G00273000000,15112,11/23/10,12500.0,2.0,1930.0,4.0,2.0,1.0,0.0,1032.0,9.433483923290392,10.32
157793,0342E00386000000,15108,9/1/16,75000.0,2.0,1925.0,12.0,4.0,4.0,0.0,2700.0,11.225243392518447,27.0
254310,0477M00153000000,15102,8/11/15,169900.0,2.0,1952.0,6.0,3.0,1.0,1.0,1232.0,12.042965307660024,12.32
5034,0028G00347000000,15213,1/30/04,362560.0,2.0,1930.0,8.0,5.0,3.0,0.0,1920.0,12.800945256821779,19.2
244537,0248B00022000000,15227,8/12/04,135000.0,2.0,1936.0,6.0,3.0,2.0,1.0,1538.0,11.813030057420567,15.38
220793,0180G00118000000,15120,3/20/95,28000.0,2.0,1905.0,4.0,2.0,2.0,0.0,1368.0,10.239959789157341,13.68
122973,0305H00333000000,15110,12/8/14,2000.0,2.0,1881.0,5.0,3.0,1.0,0.0,1060.0,7.600902459542082,10.6
13364,0052D00053000000,15232,10/1/12,451250.0,2.0,1962.0,6.0,2.0,2.0,1.0,1642.0,13.019776788629228,16.42
98054,0163F00037000000,15214,7/30/10,116000.0,1.0,1950.0,5.0,2.0,1.0,1.0,1183.0,11.661345470088502,11.83
328888,1678D00267000000,15065,4/2/15,10.0,1.0,1959.0,6.0,3.0,1.0,1.0,1442.0,2.302585092994046,14.42
215864,0653A00092000000,15132,1/19/18,1500.0,2.0,1890.0,10.0,4.0,2.0,0.0,2339.0,7.313220387090301,23.39
284309,0739C00314000000,15239,10/17/75,30500.0,2.0,1950.0,6.0,3.0,1.0,1.0,1232.0,10.325481962595504,12.32
35382,0174E00120000000,15208,7/18/16,10000.0,2.0,1920.0,7.0,4.0,1.0,0.0,1758.0,9.210340371976184,17.58
14811,0084M00325000000,15206,12/23/09,228500.0,2.0,1980.0,4.0,2.0,1.0,1.0,1428.0,12.339291489316397,14.28
44204,0087R00263000000,15217,9/3/97,79000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1500.0,11.27720313144916,15.0
28890,0083J00024000000,15206,5/23/90,15000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1870.0,9.615805480084347,18.7
253974,0476M00222000000,15102,7/9/10,177000.0,2.0,1986.0,8.0,4.0,2.0,1.0,2219.0,12.083905011555967,22.19
366620,1071J00073000000,15090,10/1/90,82000.0,2.0,1976.0,5.0,3.0,2.0,1.0,1606.0,11.314474526246391,16.06
251488,0391B00126000000,15236,3/11/83,47000.0,1.0,1955.0,6.0,3.0,2.0,0.0,1320.0,10.757902880692196,13.2
28442,0083G00131000000,15206,12/28/10,220000.0,3.0,1885.0,8.0,3.0,2.0,0.0,2430.0,12.301382825334498,24.3
29389,0083H00202000000,15206,2/27/89,27000.0,2.0,1912.0,6.0,3.0,1.0,0.0,1409.0,10.203592144986466,14.09
226961,0297K00091000000,15221,4/30/01,48500.0,2.0,1950.0,6.0,3.0,1.0,0.0,1092.0,10.789319076925574,10.92
402727,0739J00307000000,15235,6/27/84,42900.0,1.0,1949.0,7.0,4.0,1.0,1.0,1160.0,10.666627104916108,11.6
295550,1068G00033000000,15090,2/14/14,450000.0,2.0,1990.0,9.0,4.0,2.0,1.0,3032.0,13.017002861746503,30.32
116257,0096C00008000000,15226,2/10/17,140000.0,2.0,1950.0,10.0,4.0,2.0,0.0,1900.0,11.84939770159144,19.0
401769,0634D00015000000,15235,6/5/97,25000.0,1.0,1972.0,7.0,3.0,1.0,0.0,1080.0,10.126631103850338,10.8
327773,1518H00025000000,15065,10/7/99,38000.0,1.0,1947.0,6.0,3.0,1.0,0.0,624.0,10.545341438708522,6.24
337519,0933S00213000000,15003,4/17/80,34000.0,2.0,1905.0,6.0,3.0,1.0,0.0,1251.0,10.4341158035983,12.51
164255,0309D00204000000,15034,8/23/17,12000.0,1.0,1938.0,4.0,1.0,1.0,0.0,962.0,9.392661928770137,9.62
44408,0088B00283000000,15217,12/10/03,169000.0,2.0,1939.0,7.0,4.0,2.0,0.0,1558.0,12.037653993905211,15.58
328102,1518M00083000000,15065,6/1/98,59900.0,1.0,1929.0,5.0,2.0,1.0,0.0,1246.0,11.00043178410354,12.46
395806,0450D00056000000,15235,9/19/14,4040.0,1.0,1955.0,5.0,2.0,1.0,0.0,948.0,8.303999970955196,9.48
306132,0759B00188000000,15135,6/16/14,142000.0,1.5,1931.0,6.0,2.0,1.0,0.0,1395.0,11.863582336583399,13.95
288727,1104C00018000000,15239,11/6/13,223000.0,1.5,1991.0,6.0,2.0,2.0,1.0,1907.0,12.314927050442256,19.07
301955,0261L00027000000,15106,9/5/06,170000.0,2.0,1903.0,7.0,3.0,1.0,0.0,1526.0,12.043553716032399,15.26
401450,0633B00297000000,15235,6/5/02,31500.0,1.0,1965.0,6.0,3.0,1.0,0.0,1026.0,10.357742824813725,10.26
245716,0314N00188000000,15236,10/29/92,34700.0,2.0,1993.0,9.0,1.0,2.0,1.0,2350.0,10.45449496593495,23.5
340174,2370E00005000000,16046,7/14/98,184500.0,2.0,1994.0,8.0,4.0,2.0,1.0,2312.0,12.125404742462718,23.12
101378,0114B00014000000,15212,7/12/76,36000.0,2.0,1930.0,12.0,4.0,4.0,0.0,2880.0,10.491274217438248,28.8
72686,0035R00344000000,15216,5/12/87,1000.0,1.0,1988.0,8.0,3.0,1.0,0.0,1586.0,6.907755278982137,15.86
201441,0383S00288000000,15133,11/2/00,54000.0,1.0,1945.0,5.0,2.0,1.0,0.0,1434.0,10.896739325546411,14.34
60419,0012E00181000000,15203,4/27/12,175000.0,2.0,1900.0,6.0,2.0,1.0,0.0,1719.0,12.072541252905651,17.19
15891,0026H00177000000,15224,3/23/17,190000.0,2.5,1880.0,6.0,2.0,1.0,1.0,2076.0,12.154779351142624,20.76
15009,0084K00314050400,15206,12/14/10,185000.0,1.0,1975.0,4.0,2.0,2.0,0.0,1472.0,12.128111104060462,14.72
174021,0373F00228000000,15221,4/23/86,38900.0,2.0,1930.0,6.0,3.0,1.0,0.0,1140.0,10.568749529606537,11.4
74302,0062E00059000000,15216,4/2/13,80000.0,2.0,1925.0,6.0,3.0,1.0,0.0,1578.0,11.289781913656018,15.78
182238,0465F00282000000,15133,4/20/04,60000.0,1.0,1950.0,5.0,3.0,1.0,0.0,1104.0,11.002099841204238,11.04
104954,0040P00012000000,15205,12/3/14,99900.0,2.0,1930.0,6.0,3.0,1.0,0.0,1274.0,11.511924964636645,12.74
71641,0035D00218000000,15216,12/16/16,10.0,2.0,1920.0,5.0,2.0,1.0,0.0,1120.0,2.302585092994046,11.2
164341,0309F00029000000,15034,4/28/05,20000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1576.0,9.903487552536127,15.76
294600,0822C00160000000,15143,1/25/08,470000.0,2.0,1975.0,10.0,5.0,3.0,1.0,3798.0,13.060487973686241,37.98
225675,0296F00036000000,15235,11/29/82,45000.0,2.0,1930.0,7.0,3.0,1.0,1.0,2196.0,10.714417768752456,21.96
89080,0024F00282000000,15212,12/21/04,94900.0,2.5,1995.0,6.0,3.0,1.0,1.0,1628.0,11.460578984598019,16.28
5798,0028P00146000000,15213,7/1/13,176500.0,2.0,1900.0,12.0,6.0,3.0,0.0,2318.0,12.081076155355488,23.18
205774,0627H00174000000,15144,1/23/95,500.0,1.0,1950.0,6.0,3.0,1.0,0.0,1420.0,6.214608098422191,14.2
143617,0094R00049000000,15227,3/7/90,41500.0,2.0,1925.0,8.0,5.0,1.0,0.0,1650.0,10.63344870621879,16.5
169333,0275S00106000000,15202,4/18/13,123000.0,2.0,1960.0,5.0,2.0,1.0,0.0,1040.0,11.719939634354555,10.4
148988,0322G00079000000,15017,10/28/91,62500.0,1.0,1927.0,7.0,4.0,1.0,0.0,1614.0,11.042921835724492,16.14
371581,0689N00045000000,15071,3/19/09,345935.0,2.0,2009.0,8.0,4.0,2.0,1.0,2636.0,12.754006175120047,26.36
154887,0374G00072000000,15112,7/21/16,79900.0,1.0,1935.0,5.0,2.0,1.0,0.0,851.0,11.288531131754366,8.51
402683,0635J00340000000,15235,3/23/18,134900.0,2.0,1958.0,7.0,4.0,2.0,1.0,1636.0,11.812289042195847,16.36
361386,0713G00152000000,15237,2/26/86,78900.0,2.0,1970.0,7.0,3.0,2.0,1.0,1704.0,11.275936506833965,17.04
279853,0977C00133000000,15146,8/1/12,115000.0,1.0,1959.0,6.0,3.0,1.0,0.0,1323.0,11.652687407345388,13.23
172324,0300A00230000000,15221,6/16/97,88000.0,2.0,1928.0,7.0,3.0,2.0,1.0,2158.0,11.385092093460344,21.58
344325,0596A00245132400,15108,5/14/15,58700.0,1.0,1984.0,5.0,2.0,1.0,1.0,1124.0,10.980195005816189,11.24
352750,0140N00275000000,15228,10/19/17,204000.0,2.0,1938.0,6.0,2.0,1.0,1.0,1179.0,12.225875272826354,11.79
276915,0854R00022000000,15146,1/6/17,127000.0,2.0,1963.0,8.0,4.0,1.0,1.0,2006.0,11.751942365440728,20.06
166786,0375P00317000000,15112,7/16/03,47700.0,2.0,1911.0,6.0,3.0,1.0,0.0,1870.0,10.772686676876432,18.7
88552,0024N00235000000,15212,9/10/99,1000.0,3.0,1900.0,10.0,4.0,2.0,1.0,4248.0,6.907755278982137,42.48
26315,0121K00206000000,15206,6/7/06,61769.0,2.0,1929.0,5.0,2.0,1.0,0.0,1064.0,11.031156899470346,10.64
55227,0012K00211000000,15203,8/12/99,70000.0,2.0,1900.0,5.0,2.0,1.0,0.0,1422.0,11.156250521031495,14.22
388122,0294P00343000000,15147,8/28/75,35000.0,1.0,1950.0,7.0,3.0,2.0,1.0,1700.0,10.46310334047155,17.0
128920,0382L00093000000,15132,11/21/97,12000.0,2.0,1890.0,9.0,3.0,3.0,0.0,2572.0,9.392661928770137,25.72
29293,0083K00234000000,15206,10/25/12,328500.0,2.0,1920.0,5.0,3.0,1.0,0.0,2515.0,12.702292116906802,25.15
44380,0087R00147000000,15217,7/18/05,207000.0,2.0,1928.0,6.0,3.0,2.0,0.0,1354.0,12.240474072247506,13.54
219446,0280A00289000000,15229,9/29/93,55111.0,2.0,1940.0,6.0,3.0,1.0,0.0,1469.0,10.91710461223978,14.69
387538,0231C00344000000,15235,5/29/96,8000.0,2.0,1930.0,7.0,3.0,1.0,0.0,1344.0,8.987196820661973,13.44
79307,0019M00028000000,15220,3/6/96,10000.0,2.0,1890.0,5.0,2.0,1.0,1.0,1642.0,9.210340371976184,16.42
201761,0465A00261000000,15133,4/27/10,10000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1276.0,9.210340371976184,12.76
371244,0590L00036000000,15071,1/11/12,146000.0,2.0,1995.0,6.0,3.0,2.0,1.0,1562.0,11.891361900690473,15.62
243123,0189K00204000000,15227,9/19/97,35900.0,2.0,1998.0,8.0,4.0,2.0,1.0,2494.0,10.48849257447637,24.94
52814,0056L00020000000,15207,12/6/17,92500.0,2.0,1920.0,6.0,3.0,2.0,0.0,1800.0,11.434963923500517,18.0
220603,0180G00256000000,15120,10/1/10,13000.0,2.0,1901.0,6.0,2.0,2.0,0.0,1682.0,9.472704636443673,16.82
71426,0035D00065000000,15216,12/27/00,53000.0,2.0,1910.0,6.0,3.0,1.0,0.0,1698.0,10.87804719253426,16.98
97561,0162H00094000000,15214,12/11/08,62000.0,1.0,1952.0,5.0,2.0,1.0,1.0,887.0,11.03488966402723,8.87
75440,0062S00044000000,15226,6/1/06,84900.0,2.0,1930.0,7.0,3.0,1.0,0.0,1414.0,11.349229372299439,14.14
104758,0040S00028000000,15205,2/2/87,66000.0,1.0,1960.0,7.0,3.0,1.0,1.0,1470.0,11.097410021008562,14.7
128392,0381L00302000000,15132,4/23/18,7000.0,2.0,1928.0,6.0,3.0,1.0,0.0,1456.0,8.85366542803745,14.56
50458,0055B00296000000,15207,8/1/03,62500.0,2.0,1925.0,6.0,3.0,1.0,0.0,1691.0,11.042921835724492,16.91
123453,0378E00134000000,15110,5/10/81,42000.0,1.0,1980.0,6.0,3.0,1.0,1.0,1254.0,10.645424897265505,12.54
111479,0014R00097000000,15210,10/27/16,14500.0,2.0,1922.0,10.0,4.0,2.0,0.0,1872.0,9.581903928408666,18.72
207086,0177B00196000000,15218,8/5/74,27000.0,2.0,1915.0,7.0,3.0,1.0,1.0,1487.0,10.203592144986466,14.87
80185,0021N00046000000,15204,4/29/92,47000.0,2.0,1955.0,6.0,3.0,2.0,0.0,1176.0,10.757902880692196,11.76
30381,0124J00155000000,15206,3/3/03,16500.0,2.0,1900.0,6.0,3.0,1.0,0.0,2529.0,9.711115659888671,25.29
221325,0176B00364000000,15221,6/18/90,36000.0,2.0,1910.0,11.0,3.0,3.0,0.0,2423.0,10.491274217438248,24.23
295618,1068H00077000000,15090,4/2/87,40000.0,2.0,1988.0,9.0,4.0,3.0,1.0,3028.0,10.596634733096073,30.28
336849,0276H00190000000,15202,5/9/12,190000.0,1.0,1950.0,6.0,3.0,2.0,1.0,2344.0,12.154779351142624,23.44
383462,0347G00098000000,15237,6/29/10,212000.0,1.0,2010.0,8.0,4.0,2.0,1.0,1909.0,12.26434155365415,19.09
293988,0712M00227000000,15237,8/6/04,288000.0,2.0,1983.0,8.0,4.0,1.0,1.0,2542.0,12.570715759118084,25.42
71777,0035C00130000000,15216,5/24/99,40000.0,2.0,1950.0,5.0,3.0,1.0,0.0,1232.0,10.596634733096073,12.32
338620,1822G00015000000,15090,11/3/93,198000.0,2.0,1988.0,8.0,4.0,2.0,1.0,2107.0,12.196022309676673,21.07
188342,0133L00036000000,15120,10/24/16,68000.0,2.0,1927.0,5.0,2.0,1.0,0.0,840.0,11.127262984158243,8.4
156895,0372C00016000000,15235,4/4/02,141000.0,1.0,1970.0,7.0,3.0,1.0,1.0,1692.0,11.856515169360305,16.92
289844,1239G00119000000,15239,8/18/14,106000.0,1.0,1964.0,6.0,3.0,1.0,0.0,925.0,11.571194373094205,9.25
146637,0188P00013000000,15227,12/22/17,263106.0,2.0,1930.0,8.0,4.0,2.0,2.0,2824.0,12.480312271785458,28.24
23134,0081C00240000000,15201,9/17/01,59900.0,2.0,1950.0,6.0,3.0,1.0,1.0,1214.0,11.00043178410354,12.14
83128,0042S00231000000,15204,6/24/93,34000.0,2.0,1910.0,6.0,3.0,1.0,0.0,1386.0,10.4341158035983,13.86
158497,0419C00118000000,15108,3/2/95,8000.0,1.0,1905.0,6.0,3.0,1.0,0.0,972.0,8.987196820661973,9.72
88468,0024B00024000000,15212,9/24/90,21500.0,2.0,1915.0,5.0,2.0,1.0,0.0,1232.0,9.975808214115753,12.32
344174,0505M00125000000,15108,4/25/00,22000.0,2.0,1943.0,4.0,2.0,1.0,0.0,882.0,9.998797732340453,8.82
41858,0086H00029000000,15217,5/30/01,300000.0,2.5,1910.0,12.0,4.0,2.0,1.0,4456.0,12.611537753638338,44.56
322902,1213B00001B00100,15044,7/30/18,140000.0,2.0,1979.0,5.0,2.0,1.0,1.0,1148.0,11.84939770159144,11.48
348539,0925A00123000000,15108,9/22/17,350000.0,2.0,1994.0,9.0,4.0,2.0,1.0,2892.0,12.765688433465597,28.92
18748,0049B00038000000,15201,12/21/00,23000.0,2.0,1900.0,7.0,3.0,1.0,0.0,1088.0,10.043249494911286,10.88
228772,0359N00065000000,15238,7/22/10,630000.0,1.5,1994.0,12.0,6.0,5.0,2.0,8505.0,13.353475098367715,85.05
159378,0419H00003000000,15108,7/9/14,4900.0,2.0,1900.0,10.0,4.0,2.0,0.0,1984.0,8.496990484098719,19.84
338661,1820M00001000000,15005,9/17/91,92000.0,1.5,1941.0,6.0,3.0,1.0,1.0,1769.0,11.429543856031177,17.69
369458,0408N00007000000,15071,4/28/04,20000.0,1.0,2005.0,7.0,3.0,2.0,1.0,1552.0,9.903487552536127,15.52
321563,1076N00111000000,15101,5/28/15,497500.0,2.0,2004.0,8.0,4.0,2.0,1.0,3794.0,13.117350835580785,37.94
10120,0027C00208000000,15213,5/27/92,151000.0,2.0,1925.0,10.0,6.0,3.0,1.0,3145.0,11.925035115797062,31.45
99971,0045N00238000000,15212,5/24/16,12500.0,2.0,1890.0,4.0,2.0,1.0,0.0,960.0,9.433483923290392,9.6
354191,0142D00330000000,15228,10/18/88,115000.0,2.0,1927.0,12.0,6.0,2.0,1.0,3432.0,11.652687407345388,34.32
233210,0239A00105000000,15122,3/14/12,112000.0,2.0,1946.0,6.0,3.0,1.0,0.0,1242.0,11.626254150277232,12.42
352186,0140G00336000000,15228,11/21/17,989160.0,2.0,2017.0,11.0,4.0,4.0,1.0,4314.0,13.804611377095274,43.14
81221,0036M00021000000,15216,10/19/05,82000.0,1.0,1960.0,6.0,2.0,1.0,0.0,1040.0,11.314474526246391,10.4
189274,0179P00300000000,15120,3/23/99,55000.0,2.0,1950.0,6.0,2.0,1.0,1.0,1434.0,10.915088464214607,14.34
256395,0568N00265000000,15102,9/21/90,113500.0,2.0,1965.0,7.0,3.0,1.0,2.0,1804.0,11.639558115903595,18.04
54035,0057G00334000000,15207,12/11/01,15000.0,2.0,1900.0,8.0,4.0,2.0,0.0,2664.0,9.615805480084347,26.64
268730,0661A00320640700,15025,10/27/17,234000.0,1.0,2000.0,6.0,2.0,2.0,1.0,1596.0,12.363076394339839,15.96
11864,0049J00123002A00,15201,12/6/17,339000.0,1.0,2005.0,3.0,1.0,1.0,0.0,1675.0,12.733755386362587,16.75
210141,1222S00220000000,15084,10/6/10,24000.0,2.0,1910.0,4.0,2.0,2.0,0.0,882.0,10.085809109330082,8.82
65530,0015S00032000000,15210,5/29/14,25000.0,2.0,1935.0,6.0,3.0,1.0,0.0,1607.0,10.126631103850338,16.07
233755,0241G00174000000,15122,5/1/90,39000.0,1.0,1950.0,6.0,3.0,1.0,0.0,968.0,10.571316925111784,9.68
248263,0550B00122000000,15131,2/4/02,58800.0,1.0,1950.0,5.0,1.0,1.0,1.0,998.0,10.981897133886719,9.98
250424,0317J00128000000,15102,3/1/17,195100.0,1.5,1942.0,7.0,3.0,2.0,0.0,1620.0,12.181267526611203,16.2
257047,0665M00095000000,15102,9/30/96,238400.0,2.0,1996.0,9.0,4.0,2.0,1.0,2528.0,12.381705214173332,25.28
141115,1224F00175000000,15014,12/7/17,2253.0,2.0,1910.0,8.0,3.0,1.0,0.0,1650.0,7.720017940432244,16.5
356706,0193J00247000000,15243,1/8/18,188000.0,2.0,1950.0,8.0,4.0,2.0,1.0,1911.0,12.144197241812087,19.11
116352,0096L00226000000,15234,11/6/96,64900.0,2.0,1953.0,6.0,2.0,1.0,0.0,1000.0,11.080602902692181,10.0
