,Unnamed: 0,YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,SEX,AGE,EDUC,EDUCD,DEGFIELD,DEGFIELDD,INCTOT,INCLOG10,EDU
380,1706530,2019,201901,750813,2019001048347,119.0,2019007508131,160029,1,1,119.0,1.0,73,6,63,0,0,53600,4.72916478969277,12.0
569,2717473,2019,201901,1210261,2019000136979,112.0,2019012102611,591548,1,1,112.0,0.0,43,8,81,0,0,75000,4.8750612633917,14.0
351,953590,2019,201901,411089,2019000023355,62.0,2019004110891,30415,1,1,62.0,1.0,74,6,63,0,0,34200,4.534026106056135,12.0
710,148237,2019,201901,66566,2019000991117,22.0,2019000665661,190005,1,1,22.0,0.0,93,6,63,0,0,22600,4.354108439147401,12.0
33,545986,2019,201901,226957,2019000175481,78.0,2019002269571,410408,1,1,78.0,0.0,58,8,81,0,0,75000,4.8750612633917,14.0
957,1555174,2019,201901,682153,2019001152075,76.0,2019006821531,210226,1,1,76.0,1.0,45,11,114,62,6201,46900,4.671172842715083,17.0
642,3212237,2019,201901,1416227,2019000878523,30.0,2019014162271,80055,1,3,24.0,0.0,17,4,40,0,0,1200,3.0791812460476247,10.0
255,455726,2019,201901,191776,2019001098414,74.0,2019001917761,570006,1,1,75.0,0.0,43,10,101,60,6004,125000,5.096910013008056,16.0
597,2960973,2019,201901,1306481,2019000270564,49.0,2019013064811,4900149,1,2,42.0,0.0,36,10,101,54,5403,33000,4.518513939877887,16.0
990,2929934,2019,201901,1293827,2019001283820,39.0,2019012938271,130048,1,2,41.0,1.0,66,6,65,0,0,32200,4.507855871695831,12.0
373,2596505,2019,201901,1151404,2019001204808,120.0,2019011514041,60445,1,1,120.0,0.0,81,11,114,37,3700,81600,4.911690158753861,17.0
188,672574,2019,201901,287752,2019000136446,57.0,2019002877521,310312,1,2,60.0,0.0,57,7,71,0,0,95000,4.977723605288848,13.0
868,2713179,2019,201901,1208540,2019000113244,81.0,2019012085401,490248,1,1,81.0,0.0,66,11,114,24,2414,210000,5.3222192947339195,17.0
59,768172,2019,201901,329414,2019000817176,53.0,2019003294141,90212,1,2,53.0,1.0,65,10,101,61,6110,35000,4.544068044350276,16.0
547,2538270,2019,201901,1124044,2019001364573,79.0,2019011240441,310142,1,2,75.0,1.0,60,11,114,64,6402,50000,4.698970004336019,17.0
818,1380310,2019,201901,603143,2019000872641,89.0,2019006031431,50724,1,2,84.0,1.0,69,10,101,61,6107,34000,4.531478917042255,16.0
661,2968579,2019,201901,1309010,2019000617215,57.0,2019013090101,1100249,1,3,59.0,1.0,17,5,50,0,0,1200,3.0791812460476247,11.0
475,3215580,2019,201901,1417670,2019000963878,33.0,2019014176701,80055,1,3,30.0,0.0,37,6,63,0,0,5400,3.7323937598229686,12.0
662,1979916,2019,201901,873539,2019000494071,33.0,2019008735391,170036,1,3,36.0,1.0,79,6,63,0,0,41430,4.617314933298294,12.0
892,956553,2019,201901,412163,2019000341328,67.0,2019004121631,30515,1,6,90.0,1.0,84,6,63,0,0,14400,4.158362492095249,12.0
276,1063011,2019,201901,459463,2019000871413,52.0,2019004594631,342117,1,2,47.0,1.0,75,7,71,0,0,33000,4.518513939877887,13.0
226,1532247,2019,201901,672350,2019000813868,70.0,2019006723501,320126,1,1,71.0,1.0,32,11,114,24,2414,113800,5.056142262059052,17.0
414,2458166,2019,201901,1089376,2019000432870,81.0,2019010893761,350442,1,3,236.0,0.0,22,6,63,0,0,10240,4.010299956639812,12.0
343,1654530,2019,201901,726470,2019001193600,158.0,2019007264701,100028,1,2,189.0,1.0,27,11,114,41,4101,24900,4.396199347095736,17.0
832,1341090,2019,201901,585563,2019001303927,105.0,2019005855631,50023,1,2,117.0,0.0,65,7,71,0,0,36000,4.556302500767287,13.0
594,1854207,2019,201901,815321,2019000927219,45.0,2019008153211,50234,1,3,53.0,0.0,91,6,63,0,0,18000,4.2552725051033065,12.0
230,1625050,2019,201901,712966,2019001297030,153.0,2019007129661,60027,1,2,129.0,0.0,75,7,71,0,0,23500,4.371067862271737,13.0
129,1998971,2019,201901,881324,2019000633880,150.0,2019008813241,120336,1,1,151.0,1.0,38,11,115,52,5200,100600,5.002597980719909,17.0
217,1824677,2019,201901,803637,2019000432029,40.0,2019008036371,110234,1,3,28.0,0.0,77,3,30,0,0,95000,4.977723605288848,9.0
63,2127682,2019,201901,937487,2019000286780,40.0,2019009374871,300237,1,2,38.0,0.0,78,6,63,0,0,24600,4.390935107103379,12.0
668,3153268,2019,201901,1388542,2019001369189,32.0,2019013885421,1110153,1,1,31.0,0.0,74,8,81,0,0,12030,4.080265627339845,14.0
847,2443886,2019,201901,1083277,2019000268397,510.0,2019010832771,350142,1,2,318.0,0.0,37,10,101,62,6203,94700,4.976349979003273,16.0
944,1122237,2019,201901,486415,2019000216311,68.0,2019004864151,270018,1,2,58.0,0.0,67,8,81,0,0,114900,5.0603200286882855,14.0
124,2259680,2019,201901,998130,2019000500235,240.0,2019009981301,90139,1,1,240.0,0.0,36,10,101,19,1901,77700,4.8904210188009145,16.0
109,2324462,2019,201901,1026169,2019001298110,60.0,2019010261691,230039,1,1,59.0,1.0,59,10,101,23,2304,37200,4.570542939881897,16.0
601,2137243,2019,201901,941650,2019000423818,114.0,2019009416501,440037,1,2,166.0,0.0,64,3,30,0,0,28200,4.450249108319361,9.0
412,3017934,2019,201901,1331131,2019000365328,42.0,2019013311311,5116751,1,1,42.0,1.0,73,7,71,0,0,195800,5.291812687467119,13.0
241,1351948,2019,201901,591676,2019000171593,120.0,2019005916761,160024,1,1,120.0,0.0,30,7,71,0,0,65000,4.812913356642856,13.0
751,477167,2019,201901,199847,2019001182904,152.0,2019001998471,373406,1,1,152.0,0.0,60,11,115,36,3606,6600,3.8195439355418688,17.0
237,2988190,2019,201901,1316020,2019000341720,101.0,2019013160201,40050,1,1,101.0,0.0,27,6,63,0,0,26400,4.421603926869831,12.0
871,1854899,2019,201901,815594,2019000938460,51.0,2019008155941,260034,1,2,37.0,0.0,68,10,101,19,1901,37000,4.568201724066995,16.0
729,1404912,2019,201901,614698,2019010079080,77.0,2019006146981,190025,4,1,77.0,0.0,21,7,71,0,0,10000,4.0,13.0
578,1986080,2019,201901,876039,2019000538509,45.0,2019008760391,410136,1,1,45.0,1.0,59,8,81,0,0,72000,4.857332496431268,14.0
213,1337316,2019,201901,583856,2019000884869,135.0,2019005838561,30023,1,2,159.0,0.0,71,10,101,23,2300,14000,4.146128035678238,16.0
7,482683,2019,201901,201854,2019001203325,192.0,2019002018541,591106,1,3,241.0,0.0,45,3,30,0,0,40000,4.6020599913279625,9.0
438,1695274,2019,201901,745969,2019000783595,68.0,2019007459691,100329,1,1,69.0,0.0,58,6,63,0,0,25000,4.3979400086720375,12.0
761,1623919,2019,201901,712495,2019001268104,38.0,2019007124951,20027,1,1,38.0,1.0,43,7,71,0,0,30000,4.477121254719663,13.0
600,1764212,2019,201901,776446,2019000555966,54.0,2019007764461,20032,1,1,54.0,1.0,63,6,63,0,0,45000,4.653212513775344,12.0
436,882835,2019,201901,381363,2019000390479,162.0,2019003813631,120013,1,1,162.0,1.0,72,6,63,0,0,12700,4.103803720955957,12.0
456,2461626,2019,201901,1090886,2019000472461,72.0,2019010908861,390042,1,1,72.0,1.0,88,6,61,0,0,37100,4.569373909615046,12.0
984,104348,2019,201901,47281,2019000945206,58.0,2019000472811,90004,1,2,80.0,1.0,77,10,101,50,5098,34330,4.53567380342575,16.0
757,1113615,2019,201901,482710,2019000023961,148.0,2019004827101,160018,1,1,148.0,1.0,42,6,63,0,0,7700,3.886490725172482,12.0
66,2906012,2019,201901,1284405,2019001154816,28.0,2019012844051,420048,1,2,27.0,0.0,48,6,64,0,0,70000,4.845098040014257,12.0
71,1132607,2019,201901,490781,2019000438950,208.0,2019004907811,140018,1,2,210.0,1.0,16,4,40,0,0,5000,3.6989700043360187,10.0
747,214138,2019,201901,101840,2019000160622,83.0,2019001018401,375106,1,1,83.0,1.0,32,8,81,0,0,30200,4.480006942957151,14.0
549,2965062,2019,201901,1307829,2019000456961,70.0,2019013078291,4900249,1,1,70.0,1.0,61,10,101,23,2304,13950,4.144574207609616,16.0
51,835558,2019,201901,358864,2019001303354,60.0,2019003588641,1170412,1,3,50.0,0.0,18,7,71,0,0,16000,4.204119982655925,13.0
215,255475,2019,201901,117135,2019000320268,52.0,2019001171351,850706,1,2,58.0,1.0,76,11,115,23,2399,130000,5.113943352306837,17.0
62,2407527,2019,201901,1063518,2019001215266,66.0,2019010635181,131641,1,1,65.0,1.0,68,11,115,61,6105,9600,3.9822712330395684,17.0
749,2477167,2019,201901,1097571,2019000651336,39.0,2019010975711,250042,1,1,39.0,1.0,60,6,63,0,0,62900,4.798650645445269,12.0
523,788209,2019,201901,338219,2019000963110,154.0,2019003382191,950712,1,2,151.0,1.0,55,8,81,0,0,60000,4.778151250383644,14.0
52,3209815,2019,201901,1415175,2019000819354,251.0,2019014151751,3000055,1,2,315.0,0.0,44,10,101,24,2406,130000,5.113943352306837,16.0
639,598375,2019,201901,250078,2019000095941,55.0,2019002500781,130009,1,2,47.0,1.0,39,11,114,23,2310,60000,4.778151250383644,17.0
9,3103149,2019,201901,1368130,2019000413850,70.0,2019013681301,1150153,1,2,68.0,0.0,54,7,71,0,0,130000,5.113943352306837,13.0
211,2539276,2019,201901,1124481,2019001376137,122.0,2019011244811,220042,1,1,122.0,0.0,60,6,63,0,0,50000,4.698970004336019,12.0
848,1917308,2019,201901,848005,2019000021301,61.0,2019008480051,330936,1,3,100.0,0.0,19,6,63,0,0,20500,4.311753861055754,12.0
934,416736,2019,201901,177315,2019000947061,124.0,2019001773151,651506,1,1,125.0,0.0,43,7,71,0,0,95000,4.977723605288848,13.0
410,477962,2019,201901,200131,2019001185588,111.0,2019002001311,590206,1,1,110.0,1.0,60,11,115,29,2901,83000,4.919078092376074,17.0
873,324053,2019,201901,142656,2019000586641,60.0,2019001426561,750106,1,1,60.0,1.0,39,11,114,52,5200,130000,5.113943352306837,17.0
980,2203272,2019,201901,970226,2019001376138,73.0,2019009702261,50037,1,1,74.0,0.0,87,6,63,0,0,45200,4.6551384348113825,12.0
311,610339,2019,201901,255245,2019000603415,80.0,2019002552451,130009,1,2,53.0,0.0,48,10,101,19,1902,80000,4.903089986991944,16.0
8,1791269,2019,201901,788140,2019000921659,76.0,2019007881401,80033,1,2,89.0,0.0,29,10,101,61,6109,42000,4.623249290397901,16.0
28,2091253,2019,201901,918900,2019001330152,58.0,2019009189001,80036,1,1,59.0,1.0,70,10,101,55,5502,50900,4.706717782336758,16.0
156,1372140,2019,201901,599887,2019000671733,75.0,2019005998871,110324,1,2,140.0,0.0,33,6,63,0,0,45000,4.653212513775344,12.0
273,3540,2019,201901,2911,2019000037328,410.0,2019000029111,80001,1,1,410.0,0.0,60,11,114,62,6203,374700,5.573683693093798,17.0
753,2370542,2019,201901,1046762,2019001394901,137.0,2019010467621,70140,1,1,137.0,1.0,28,6,64,0,0,4200,3.6232492903979003,12.0
171,1902314,2019,201901,835304,2019001327405,40.0,2019008353041,80135,1,1,40.0,1.0,24,10,101,50,5003,51000,4.707570176097937,16.0
973,2536897,2019,201901,1123460,2019001348913,115.0,2019011234601,180342,1,2,136.0,1.0,40,10,101,33,3301,25000,4.3979400086720375,16.0
902,985873,2019,201901,424774,2019010049995,47.0,2019004247741,352917,3,1,47.0,0.0,72,10,101,52,5200,21000,4.3222192947339195,16.0
437,1640477,2019,201901,720464,2019000474300,90.0,2019007204641,20028,1,1,90.0,1.0,79,10,101,23,2304,2500,3.3979400086720375,16.0
70,2267555,2019,201901,1001505,2019000596076,22.0,2019010015051,10039,1,2,18.0,0.0,63,5,50,0,0,8800,3.9444826721501687,11.0
250,2115867,2019,201901,932430,2019000117263,317.0,2019009324301,420037,1,2,273.0,1.0,72,3,30,0,0,7000,3.845098040014257,9.0
87,2364362,2019,201901,1044225,2019001154417,56.0,2019010442251,120440,1,1,55.0,0.0,74,6,63,0,0,55600,4.7450747915820575,12.0
158,354671,2019,201901,154087,2019000703576,68.0,2019001540871,372706,1,3,75.0,0.0,24,7,71,0,0,11000,4.041392685158225,13.0
590,2608455,2019,201901,1156818,2019000718725,93.0,2019011568181,60046,1,1,93.0,1.0,41,10,101,36,3600,39850,4.600428325732131,16.0
529,263636,2019,201901,120219,2019000352220,121.0,2019001202191,810206,1,5,178.0,0.0,30,10,101,34,3401,52000,4.7160033436347994,16.0
183,541859,2019,201901,225256,2019000073690,15.0,2019002252561,80008,1,2,32.0,1.0,54,8,81,0,0,50000,4.698970004336019,14.0
419,1078137,2019,201901,465833,2019001048445,67.0,2019004658331,331017,1,1,67.0,1.0,64,11,115,52,5200,120000,5.079181246047625,17.0
584,661678,2019,201901,282930,2019000056059,69.0,2019002829301,860812,1,1,69.0,1.0,86,10,101,23,2300,12000,4.079181246047625,16.0
270,624889,2019,201901,261448,2019001206704,108.0,2019002614481,30309,1,2,143.0,0.0,28,7,71,0,0,20000,4.301029995663981,13.0
400,389896,2019,201901,167292,2019000843409,127.0,2019001672921,591106,1,2,114.0,1.0,38,11,114,33,3301,95000,4.977723605288848,17.0
519,3178714,2019,201901,1401757,2019000051851,13.0,2019014017571,10055,1,1,13.0,0.0,68,6,63,0,0,24300,4.385606273598312,12.0
428,835284,2019,201901,358743,2019001301136,57.0,2019003587431,990212,1,1,56.0,0.0,26,11,114,24,2407,50000,4.698970004336019,17.0
65,2522422,2019,201901,1117190,2019001176092,68.0,2019011171901,150142,1,1,68.0,0.0,66,6,63,0,0,37600,4.575187844927661,12.0
88,2460423,2019,201901,1090357,2019000458937,14.0,2019010903571,130042,1,2,16.0,1.0,60,6,63,0,0,5700,3.7558748556724915,12.0
146,1449767,2019,201901,634906,2019000914824,73.0,2019006349061,390025,1,1,72.0,1.0,45,11,114,24,2499,92000,4.963787827345556,17.0
243,1269487,2019,201901,552508,2019000923054,60.0,2019005525081,270021,1,1,61.0,0.0,54,10,101,23,2308,62000,4.7923916894982534,16.0
539,972737,2019,201901,418526,2019000465906,71.0,2019004185261,120016,1,2,68.0,0.0,26,8,81,0,0,45000,4.653212513775344,14.0
620,2253346,2019,201901,995438,2019000421010,49.0,2019009954381,91039,1,2,47.0,1.0,64,10,101,60,6006,14000,4.146128035678238,16.0
488,1962261,2019,201901,866384,2019000361429,227.0,2019008663841,410236,5,6,233.0,0.0,40,3,30,0,0,72000,4.857332496431268,9.0
621,1750107,2019,201901,770292,2019001236600,306.0,2019007702921,80131,1,3,121.0,0.0,21,8,81,0,0,25190,4.401228167498113,14.0
69,1618560,2019,201901,710318,2019001129439,308.0,2019007103181,10027,1,3,342.0,0.0,23,6,64,0,0,30000,4.477121254719663,12.0
390,406408,2019,201901,173463,2019000907314,92.0,2019001734631,850706,1,2,100.0,1.0,67,6,63,0,0,39600,4.597695185925512,12.0
628,1201800,2019,201901,521564,2019001077349,268.0,2019005215641,220019,1,1,267.0,1.0,39,8,81,0,0,3000,3.4771212547196626,14.0
357,1791836,2019,201901,788398,2019000988261,150.0,2019007883981,90033,1,2,162.0,1.0,32,7,71,0,0,8000,3.9030899869919438,13.0
99,1008790,2019,201901,436467,2019000229966,96.0,2019004364671,320517,1,1,96.0,0.0,55,6,63,0,0,37500,4.574031267727719,12.0
453,1789114,2019,201901,787246,2019000703760,269.0,2019007872461,70033,1,1,269.0,1.0,37,6,65,0,0,18900,4.276461804173244,12.0
159,2329163,2019,201901,1028271,2019001359444,28.0,2019010282711,140039,1,3,34.0,0.0,53,6,63,0,0,9200,3.963787827345555,12.0
153,1423442,2019,201901,623833,2019000349425,106.0,2019006238331,240025,1,4,128.0,0.0,16,4,40,0,0,1500,3.1760912590556813,10.0
685,2144632,2019,201901,944814,2019000529837,48.0,2019009448141,310237,1,1,48.0,1.0,27,10,101,62,6203,74000,4.869231719730976,16.0
617,1264753,2019,201901,550490,2019000763512,49.0,2019005504901,140021,1,1,49.0,1.0,67,6,64,0,0,19500,4.290034611362518,12.0
645,1003341,2019,201901,434141,2019000165038,40.0,2019004341411,331017,1,2,38.0,0.0,56,10,101,24,2414,300010,5.477135730961123,16.0
716,1623619,2019,201901,712378,2019001258955,25.0,2019007123781,30027,1,3,5.0,0.0,29,10,101,19,1901,33000,4.518513939877887,16.0
207,496030,2019,201901,206835,2019001254940,78.0,2019002068351,1110106,1,1,79.0,0.0,45,3,30,0,0,27000,4.431363764158987,9.0
877,227481,2019,201901,106742,2019000211180,54.0,2019001067421,10706,1,1,54.0,1.0,90,5,50,0,0,12000,4.079181246047625,11.0
440,1600792,2019,201901,702952,2019000668859,29.0,2019007029521,240027,1,1,29.0,0.0,41,8,81,0,0,50000,4.698970004336019,14.0
355,1764511,2019,201901,776579,2019000569524,84.0,2019007765791,10332,1,1,84.0,0.0,51,6,64,0,0,80000,4.903089986991944,12.0
367,1203358,2019,201901,522248,2019001149641,188.0,2019005222481,200019,1,3,268.0,1.0,20,7,71,0,0,3000,3.4771212547196626,13.0
886,2697874,2019,201901,1202531,2019000030645,61.0,2019012025311,591548,1,2,58.0,1.0,66,11,114,23,2300,36800,4.565847818673518,17.0
216,1070575,2019,201901,462601,2019000961170,151.0,2019004626011,350217,1,1,151.0,1.0,25,10,101,62,6204,74000,4.869231719730976,16.0
232,887460,2019,201901,383260,2019000457069,63.0,2019003832601,200413,1,1,63.0,1.0,56,10,101,23,2300,60000,4.778151250383644,16.0
473,2152657,2019,201901,948310,2019000643004,89.0,2019009483101,170237,1,1,88.0,0.0,47,11,114,23,2304,52030,4.716253825896037,17.0
298,1547935,2019,201901,679063,2019001045886,252.0,2019006790631,290826,1,2,345.0,1.0,28,7,71,0,0,20000,4.301029995663981,13.0
27,2223764,2019,201901,982603,2019000051961,43.0,2019009826031,200039,1,1,42.0,1.0,94,7,71,0,0,18300,4.26245108973043,13.0
737,402085,2019,201901,171872,2019000891058,61.0,2019001718721,650406,1,1,61.0,0.0,55,7,71,0,0,107000,5.02938377768521,13.0
907,63899,2019,201901,30705,2019000108441,45.0,2019000307051,30004,1,1,44.0,0.0,59,6,63,0,0,29800,4.474216264076255,12.0
111,1084674,2019,201901,468548,2019001124873,20.0,2019004685481,250117,1,2,23.0,1.0,62,4,40,0,0,13000,4.113943352306837,10.0
509,649961,2019,201901,275645,2019010081631,89.0,2019002756451,990212,3,1,89.0,1.0,62,10,101,23,2300,12360,4.092018470752797,16.0
238,2134519,2019,201901,940474,2019000385201,78.0,2019009404741,320037,1,3,126.0,1.0,18,6,61,0,0,7000,3.845098040014257,12.0
577,2469450,2019,201901,1094271,2019000563504,195.0,2019010942711,321142,1,3,249.0,0.0,31,6,63,0,0,25000,4.3979400086720375,12.0
956,489365,2019,201901,204357,2019001228915,265.0,2019002043571,376706,1,1,265.0,0.0,60,6,63,0,0,65010,4.81298016603948,12.0
992,1156831,2019,201901,501062,2019000971667,194.0,2019005010621,180218,1,2,63.0,0.0,33,5,50,0,0,40000,4.6020599913279625,11.0
476,1116002,2019,201901,483744,2019000076815,24.0,2019004837441,340018,1,2,47.0,0.0,30,6,63,0,0,48000,4.681241237375588,12.0
542,2506313,2019,201901,1110229,2019000990337,76.0,2019011102291,200242,1,1,77.0,1.0,62,6,63,0,0,34900,4.54282542695918,12.0
198,1988838,2019,201901,877187,2019000559760,85.0,2019008771871,10036,1,1,86.0,1.0,48,7,71,0,0,15200,4.181843587944773,13.0
787,2961998,2019,201901,1306809,2019000312087,187.0,2019013068091,3500449,1,1,187.0,0.0,43,7,71,0,0,35000,4.544068044350276,13.0
627,1218854,2019,201901,529650,2019000406282,125.0,2019005296501,70020,1,3,294.0,0.0,22,10,101,55,5506,3500,3.5440680443502757,16.0
872,1002022,2019,201901,433601,2019000149302,56.0,2019004336011,353217,1,5,95.0,1.0,31,6,61,0,0,3600,3.5563025007672873,12.0
534,1810631,2019,201901,798094,2019000195169,73.0,2019007980941,50334,1,1,73.0,0.0,38,7,71,0,0,70000,4.845098040014257,13.0
133,2442303,2019,201901,1082587,2019000249727,74.0,2019010825871,180242,1,2,78.0,1.0,74,6,63,0,0,13400,4.127104798364807,12.0
828,438471,2019,201901,185391,2019001032296,76.0,2019001853911,1110606,1,4,109.0,1.0,94,6,65,0,0,14000,4.146128035678238,12.0
698,1688129,2019,201901,742877,2019000613764,36.0,2019007428771,20029,1,1,35.0,1.0,89,7,71,0,0,18800,4.27415784926368,13.0
221,2606546,2019,201901,1156026,2019000424738,19.0,2019011560261,40046,1,2,19.0,1.0,56,7,71,0,0,71000,4.8512583487190755,13.0
5,1753313,2019,201901,771955,2019000019676,55.0,2019007719551,40932,1,1,55.0,1.0,42,8,81,0,0,35000,4.544068044350276,14.0
455,1041748,2019,201901,450346,2019000617540,40.0,2019004503461,352417,1,2,33.0,0.0,37,11,115,55,5506,200000,5.301029995663981,17.0
760,333526,2019,201901,146216,2019000622950,60.0,2019001462161,731706,1,3,85.0,1.0,17,5,50,0,0,3200,3.505149978319906,11.0
573,1337586,2019,201901,583967,2019000909913,19.0,2019005839671,10023,1,1,20.0,0.0,70,6,64,0,0,61300,4.787460474518415,12.0
770,1221468,2019,201901,530752,2019000535055,83.0,2019005307521,60320,1,2,92.0,0.0,71,11,116,36,3604,111300,5.046495164334709,17.0
154,2162197,2019,201901,952409,2019000781629,22.0,2019009524091,440037,1,2,26.0,1.0,57,7,71,0,0,24100,4.382017042574868,13.0
618,3234369,2019,201901,1425849,2019000157504,40.0,2019014258491,50056,1,1,40.0,1.0,84,6,63,0,0,31200,4.494154594018442,12.0
231,1502114,2019,201901,659419,2019000368651,22.0,2019006594191,140026,1,2,37.0,1.0,23,10,101,60,6004,10000,4.0,16.0
278,1605527,2019,201901,704910,2019000789009,19.0,2019007049101,70027,1,2,21.0,0.0,71,6,63,0,0,6800,3.832508912706236,12.0
275,439841,2019,201901,185910,2019001037628,76.0,2019001859101,150006,1,1,75.0,0.0,66,6,63,0,0,43200,4.635483746814912,12.0
135,2696499,2019,201901,1201993,2019000023744,35.0,2019012019931,280048,1,1,35.0,0.0,87,10,101,62,6203,41800,4.6211762817750355,16.0
125,1822342,2019,201901,802730,2019000392409,57.0,2019008027301,190334,1,2,82.0,0.0,60,6,63,0,0,67200,4.827369273053825,12.0
930,2477392,2019,201901,1097665,2019000653798,168.0,2019010976651,360342,1,3,154.0,0.0,19,6,65,0,0,3000,3.4771212547196626,12.0
755,2237232,2019,201901,988428,2019000220321,105.0,2019009884281,180139,1,2,96.0,0.0,80,11,115,50,5098,114000,5.056904851336473,17.0
937,780308,2019,201901,334779,2019000907748,76.0,2019003347791,910012,1,1,76.0,0.0,82,6,63,0,0,17400,4.2405492482825995,12.0
861,822057,2019,201901,352960,2019001206072,47.0,2019003529601,730112,1,1,47.0,0.0,41,6,64,0,0,39000,4.5910646070264995,12.0
706,2326337,2019,201901,1027000,2019001322560,34.0,2019010270001,540339,1,2,51.0,1.0,54,10,101,21,2102,96000,4.982271233039568,16.0
931,1350621,2019,201901,591148,2019000139457,37.0,2019005911481,30224,1,2,41.0,0.0,57,6,63,0,0,12500,4.096910013008056,12.0
86,1692051,2019,201901,744536,2019000705774,73.0,2019007445361,90129,1,2,80.0,1.0,65,6,64,0,0,13800,4.139879086401237,12.0
849,3100658,2019,201901,1367120,2019000365219,45.0,2019013671201,1110253,1,2,51.0,0.0,34,6,64,0,0,50000,4.698970004336019,12.0
185,363876,2019,201901,157517,2019000740649,91.0,2019001575171,650606,1,2,95.0,0.0,78,7,71,0,0,37900,4.578639209968072,13.0
887,1954131,2019,201901,863074,2019000298785,38.0,2019008630741,330836,1,2,28.0,0.0,65,6,65,0,0,59000,4.770852011642144,12.0
631,3002050,2019,201901,1324507,2019000087398,157.0,2019013245071,5115451,1,2,197.0,0.0,24,6,63,0,0,20100,4.303196057420489,12.0
266,2471342,2019,201901,1095059,2019000584607,187.0,2019010950591,50042,1,1,187.0,0.0,74,6,63,0,0,24400,4.38738982633873,12.0
139,1331312,2019,201901,581131,2019000219266,22.0,2019005811311,20023,1,1,22.0,1.0,22,6,65,0,0,10500,4.021189299069938,12.0
903,2198366,2019,201901,968084,2019001306210,102.0,2019009680841,460037,1,2,181.0,1.0,48,6,65,0,0,19000,4.278753600952829,12.0
681,1247352,2019,201901,543047,2019000194769,93.0,2019005430471,110021,1,2,117.0,0.0,20,6,63,0,0,33000,4.518513939877887,12.0
465,398885,2019,201901,170666,2019000878670,95.0,2019001706661,750306,1,1,96.0,1.0,39,11,114,55,5507,130000,5.113943352306837,17.0
29,657910,2019,201901,281313,2019000029819,60.0,2019002813131,810212,1,3,126.0,0.0,43,6,65,0,0,20000,4.301029995663981,12.0
948,3091168,2019,201901,1363288,2019000185505,45.0,2019013632881,1170453,1,2,44.0,1.0,74,7,71,0,0,9000,3.9542425094393248,13.0
186,1997303,2019,201901,880622,2019000621406,26.0,2019008806221,330536,1,3,30.0,0.0,16,5,50,0,0,2000,3.3010299956639813,11.0
863,1784492,2019,201901,785265,2019000213257,340.0,2019007852651,40033,1,1,340.0,1.0,36,10,101,62,6201,60000,4.778151250383644,16.0
758,2242680,2019,201901,990791,2019000288823,122.0,2019009907911,220039,1,2,126.0,1.0,77,6,63,0,0,26790,4.4279727136082085,12.0
610,1849440,2019,201901,813433,2019000849513,52.0,2019008134331,190434,1,1,52.0,1.0,61,6,64,0,0,32000,4.505149978319906,12.0
883,264428,2019,201901,120528,2019000355802,407.0,2019001205281,1070306,1,6,270.0,1.0,63,6,63,0,0,41300,4.615950051656401,12.0
80,1169297,2019,201901,506392,2019001250546,76.0,2019005063921,10318,1,1,76.0,0.0,38,10,101,62,6206,90000,4.954242509439325,16.0
708,1733345,2019,201901,763059,2019010115156,18.0,2019007630591,80131,4,1,18.0,1.0,26,6,63,0,0,2500,3.3979400086720375,12.0
358,1839542,2019,201901,809523,2019000684111,101.0,2019008095231,30334,1,1,102.0,1.0,41,6,65,0,0,70000,4.845098040014257,12.0
163,3071250,2019,201901,1353280,2019001299704,117.0,2019013532801,5109051,1,1,117.0,1.0,56,10,101,62,6207,75250,4.876506504265881,16.0
727,3208685,2019,201901,1414666,2019000792622,37.0,2019014146661,5510155,1,1,36.0,0.0,58,7,71,0,0,16900,4.227886704613674,13.0
894,137916,2019,201901,62147,2019000481954,7.0,2019000621471,40005,1,1,8.0,1.0,70,11,114,36,3600,46700,4.669316880566112,17.0
91,1186263,2019,201901,514802,2019000357562,92.0,2019005148021,210019,1,1,91.0,0.0,30,11,116,61,6100,8000,3.9030899869919438,17.0
703,1578853,2019,201901,693657,2019000083131,118.0,2019006936571,80027,1,2,43.0,1.0,31,6,65,0,0,15000,4.176091259055681,12.0
348,487765,2019,201901,203748,2019001222251,69.0,2019002037481,590706,1,1,69.0,1.0,57,8,81,0,0,23500,4.371067862271737,14.0
131,706059,2019,201901,302274,2019000374644,172.0,2019003022741,890012,1,1,172.0,0.0,52,6,65,0,0,80000,4.903089986991944,12.0
640,764956,2019,201901,327999,2019000794216,75.0,2019003279991,10112,1,1,75.0,0.0,72,11,116,36,3600,100000,5.0,17.0
37,2565017,2019,201901,1137704,2019000282307,96.0,2019011377041,90045,1,1,97.0,1.0,36,8,81,0,0,35000,4.544068044350276,14.0
201,347910,2019,201901,151527,2019000678059,50.0,2019001515271,374106,1,1,50.0,1.0,62,6,65,0,0,34500,4.537819095073274,12.0
566,2045841,2019,201901,900419,2019000988135,106.0,2019009004191,190036,1,2,126.0,1.0,42,11,116,55,5501,170000,5.230448921378274,17.0
734,2713929,2019,201901,1208832,2019000117686,69.0,2019012088321,591448,1,1,69.0,1.0,52,6,63,0,0,30000,4.477121254719663,12.0
