PARID,MUNICIPALITY,LOCATION,SALE DATE,RECORDED DATE
0421E00293000000,Sewickley  ,229 CHESTNUT ST SEWICKLEY PA 15143,1/22/2015,1/29/2015
0421E00364000200,Sewickley  ,246 BROAD ST UNIT 2 SEWICKLEY PA 15143,10/8/2015,10/9/2015
0421E00364000300,Sewickley  ,246 BROAD ST UNIT 3 SEWICKLEY PA 15143,1/8/2015,1/29/2015
0421E00364000400,Sewickley  ,246 BROAD ST UNIT 4 SEWICKLEY PA 15143,8/4/2015,10/21/2015
0421E00375000000,Sewickley  ,235 MELVILLE LN SEWICKLEY PA 15143,10/17/2015,10/21/2015
0421E00385000000,Sewickley  ,226 MELVILLE LN SEWICKLEY PA 15143,4/24/2015,4/29/2015
0421F00050000000,Sewickley  ,720 BEAVER ST SEWICKLEY PA 15143,9/5/2015,9/14/2015
0421F00060000000,Sewickley  ,702 BEAVER ST SEWICKLEY PA 15143,2/16/2015,5/13/2015
0421F00150000000,Sewickley  ,611 NEVIN AVE SEWICKLEY PA 15143,6/24/2015,6/24/2015
0424H00092017100,Ohio  ,170 INDEPENDENCE WAY SEWICKLEY PA 15143,11/19/2015,11/20/2015
0424H00092017200,Ohio  ,168 INDEPENDENCE WAY SEWICKLEY PA 15143,10/16/2015,10/26/2015
0424H00092017300,Ohio  ,166 INDEPENDENCE WAY SEWICKLEY PA 15143,10/23/2015,10/26/2015
0424H00092017400,Ohio  ,164 INDEPENDENCE WAY SEWICKLEY PA 15143,6/18/2015,6/22/2015
0424H00092017500,Ohio  ,162 INDEPENDENCE WAY SEWICKLEY PA 15143,9/3/2015,9/4/2015
0424H00100023100,Ohio  ,102 PATRIOT LN SEWICKLEY PA 15143,8/27/2015,8/28/2015
0424H00100023200,Ohio  ,104 PATRIOT LN SEWICKLEY PA 15143,9/22/2015,10/1/2015
0424H00100023300,Ohio  ,106 PATRIOT LN SEWICKLEY PA 15143,5/1/2015,5/1/2015
0424H00100023400,Ohio  ,108 PATRIOT LN SEWICKLEY PA 15143,5/8/2015,5/14/2015
0424H00100023700,Ohio  ,114 PATRIOT LN SEWICKLEY PA 15143,5/26/2015,6/3/2015
0424H00100023800,Ohio  ,116 PATRIOT LN SEWICKLEY PA 15143,11/25/2015,11/25/2015
0424H00100023900,Ohio  ,118 PATRIOT LN SEWICKLEY PA 15143,4/16/2015,4/17/2015
0424H00100024000,Ohio  ,120 PATRIOT LN SEWICKLEY PA 15143,7/16/2015,7/20/2015
0424H00110013500,Ohio  ,175 FREEDOM LN SEWICKLEY PA 15143,1/29/2015,1/29/2015
0424H00110013700,Ohio  ,169 FREEDOM LN SEWICKLEY PA 15143,1/29/2015,2/12/2015
0424H00130008600,Ohio  ,144 INDEPENDENCE LN SEWICKLEY PA 15143,8/6/2015,8/10/2015
0424H00130008700,Ohio  ,146 INDEPENDENCE WAY SEWICKLEY PA 15143,12/23/2015,12/31/2015
0424H00130008900,Ohio  ,150 INDEPENDENCE WAY SEWICKLEY PA 15143,10/27/2015,11/2/2015
0424H00140022000,Ohio  ,131 PRESIDENTS DR SEWICKLEY PA 15143,9/23/2015,10/1/2015
0424H00140022100,Ohio  ,129 PRESIDENTS DR SEWICKLEY PA 15143,9/3/2015,9/4/2015
0424H00140022200,Ohio  ,127 PRESIDENTS DR SPRINGDALE PA 15144,8/24/2015,8/28/2015
0424H00140022500,Ohio  ,119 PRESIDENTS DR SEWICKLEY PA 15143,11/30/2015,12/1/2015
0424H00140022600,Ohio  ,117 PRESIDENTS DR SEWICKLEY PA 15143,11/30/2015,12/1/2015
0424H00150018400,Ohio  ,165 INDEPENDENCE WAY SEWICKLEY PA 15143,12/14/2015,12/17/2015
0419B00072000000,Coraopolis  ,507 7TH AVE CORAOPOLIS PA 15108,10/8/2015,10/19/2015
0419B00097000000,Coraopolis  ,516 MOUNT VERNON AVE CORAOPOLIS PA 15108,10/7/2015,10/9/2015
0419B00130000000,Coraopolis  ,508 WEST END AVE CORAOPOLIS PA 15108,2/6/2015,2/17/2015
0419B00318000000,Moon  ,601 THORN HOLLOW RD CORAOPOLIS PA 15108,4/6/2015,6/15/2015
0419C00034000000,Coraopolis  ,529 MOUNT VERNON AVE CORAOPOLIS PA 15108,4/6/2015,6/8/2015
0419C00034000000,Coraopolis  ,529 MOUNT VERNON AVE CORAOPOLIS PA 15108,8/31/2015,9/4/2015
0419C00098000001,Coraopolis  ,605 ELM WAY CORAOPOLIS PA 15108,6/26/2015,7/6/2015
0419C00106000000,Coraopolis  ,602 6TH AVE CORAOPOLIS PA 15108,5/19/2015,5/20/2015
0419C00115000000,Coraopolis  ,612 6TH AVE CORAOPOLIS PA 15108,9/21/2015,9/24/2015
0419C00127000000,Coraopolis  ,626 6TH AVE CORAOPOLIS PA 15108,12/7/2015,12/11/2015
0419C00130000000,Coraopolis  ,630 6TH AVE CORAOPOLIS PA 15108,6/26/2015,7/2/2015
0432C00010000000,Shaler  ,2611 AUTUMNWOOD DR GLENSHAW PA 15116,11/23/2015,12/28/2015
0432C00048000000,Shaler  ,2513 SPRINGWOOD DR GLENSHAW PA 15116,1/15/2015,1/22/2015
0432C00280000000,Ross  ,114 N HARLESTON DR PITTSBURGH PA 15237,1/7/2015,1/13/2015
0432C00283000000,Ross  ,116 N HARLESTON DR PITTSBURGH PA 15237,4/24/2015,4/30/2015
0432C00302000000,Ross  ,115 N HARLESTON DR PITTSBURGH PA 15237,4/8/2015,4/15/2015
0432D00054000000,Shaler  ,2601 AUTUMNWOOD DR GLENSHAW PA 15116,6/22/2015,8/5/2015
0432D00144000000,Shaler  ,2509 CLARE ST GLENSHAW PA 15116,10/23/2015,11/9/2015
0432D00243000000,Shaler  ,805 BREEZEWOOD DR GLENSHAW PA 15116,4/10/2015,4/14/2015
0432E00003000000,Ross  ,544 SANGREE RD PITTSBURGH PA 15237,2/5/2015,2/10/2015
0432E00046000000,Ross  ,114 CHERRINGTON DR PITTSBURGH PA 15237,1/21/2015,1/28/2015
0432E00052000000,Ross  ,119 CHERRINGTON DR PITTSBURGH PA 15237,6/3/2015,6/8/2015
0432E00200000000,Ross  ,207 KINVARA DR PITTSBURGH PA 15237,8/19/2015,8/26/2015
0432E00227000000,Ross  ,0 SCHLAG CT PITTSBURGH PA 15237,5/14/2015,5/20/2015
0432E00230000000,Ross  ,0 SCHLAG CT PITTSBURGH PA 15237,5/14/2015,5/20/2015
0432F00025000000,Ross  ,107 N HARLESTON DR PITTSBURGH PA 15237,1/23/2015,1/26/2015
0421F00244000000,Sewickley  ,526 COCHRAN ST SEWICKLEY PA 15143,12/1/2015,12/11/2015
0421F00254000000,Sewickley  ,922 BEAVER ST SEWICKLEY PA 15143,7/20/2015,8/10/2015
0421F00291010400,Sewickley  ,802 BEAVER ST SEWICKLEY PA 15143,7/9/2015,7/24/2015
0421F00292020500,Sewickley  ,510 PEEBLES ST SEWICKLEY PA 15143,7/15/2015,7/27/2015
0421F00293030300,Sewickley  ,818 BEAVER ST SEWICKLEY PA 15143,3/24/2015,4/1/2015
0421F00321000000,Sewickley  ,406 PEEBLES ST SEWICKLEY PA 15143,2/19/2015,2/23/2015
0421F00345000000,Sewickley  ,826 THORN ST SEWICKLEY PA 15143,8/11/2015,8/21/2015
0421G00008000000,Sewickley  ,619 COCHRAN ST SEWICKLEY PA 15143,10/9/2015,10/15/2015
0421G00170000000,Glen Osborne,615 DAVIS LN SEWICKLEY PA 15143,2/3/2015,2/6/2015
0424H00150018800,Ohio  ,112 AMERICAN WAY SEWICKLEY PA 15143,10/21/2015,11/2/2015
0424H00170019700,Ohio  ,111 AMERICAN WAY SEWICKLEY PA 15143,10/6/2015,10/13/2015
0424H00170019800,Ohio  ,113 AMERICAN WAY SEWICKLEY PA 15143,9/17/2015,9/18/2015
0424H00170019900,Ohio  ,115 AMERICAN WAY SEWICKLEY PA 15143,11/9/2015,11/13/2015
0424H00170020000,Ohio  ,117 AMERICAN WAY SEWICKLEY PA 15143,11/15/2015,11/20/2015
0424H00170020200,Kilbuck  ,183 INDEPENDENCE WAY SEWICKLEY PA 15143,10/29/2015,11/2/2015
0424H00170020300,Kilbuck  ,187 INDEPENDENCE WAY SEWICKLEY PA 15143,12/22/2015,12/23/2015
0424H00170020400,Ohio  ,193 INDEPENDENCE WAY SEWICKLEY PA 15143,12/30/2015,12/31/2015
0424H00170020500,Ohio  ,197 INDEPENDENCE WAY SEWICKLEY PA 15143,11/19/2015,11/30/2015
0424H00170020600,Ohio  ,201 INDEPENDENCE WAY SEWICKLEY PA 15143,11/9/2015,11/13/2015
0424H00170020700,Ohio  ,203 INDEPENDENCE WAY SEWICKLEY PA 15143,9/17/2015,9/18/2015
0424H00170020900,Ohio  ,108 VICTORY LN SEWICKLEY PA 15143,8/17/2015,8/19/2015
0424P00042000000,Aleppo  ,424 GLENFIELD RD SEWICKLEY PA 15143,7/15/2015,7/15/2015
0425D00145000000,Ohio  ,0 ONEILL LN PITTSBURGH PA 15237,2/23/2015,2/23/2015
0426A00351000000,Ohio  ,1123 ROOSEVELT RD PITTSBURGH PA 15237,7/29/2015,8/3/2015
0419C00277000000,Coraopolis  ,632 5TH AVE CORAOPOLIS PA 15108,2/3/2015,3/17/2015
0419C00298000000,Coraopolis  ,710 5TH AVE CORAOPOLIS PA 15108,8/14/2015,8/25/2015
0419C00347000000,Coraopolis  ,639 5TH AVE CORAOPOLIS PA 15108,2/25/2015,3/10/2015
0419C00392000000,Coraopolis  ,716 4TH AVE CORAOPOLIS PA 15108,4/18/2015,4/24/2015
0419C00398000A00,Coraopolis  ,610 ELM WAY UNIT A CORAOPOLIS PA 15108,11/2/2015,11/23/2015
0419C00400000K00,Coraopolis  ,611 LOCUST ST CORAOPOLIS PA 15108,5/13/2015,5/26/2015
0419D00059000000,Coraopolis  ,870 4TH AVE CORAOPOLIS PA 15108,7/10/2015,7/16/2015
0419D00208000000,Coraopolis  ,411 WATT ST CORAOPOLIS PA 15108,11/6/2015,11/16/2015
0432F00259000000,Ross  ,148 CHERRINGTON DR PITTSBURGH PA 15237,7/24/2015,7/24/2015
0432F00273000000,Ross  ,108 N HARLESTON DR PITTSBURGH PA 15237,8/25/2015,8/28/2015
0432G00038000000,Shaler  ,122 HORIZON DR PITTSBURGH PA 15237,6/19/2015,6/24/2015
0432G00072000000,Ross  ,109 HORIZON DR PITTSBURGH PA 15237,2/6/2015,2/18/2015
0432G00274000000,Ross  ,110 HORIZON DR PITTSBURGH PA 15237,11/16/2015,11/18/2015
0432H00113000000,Shaler  ,2507 SPRINGWOOD DR GLENSHAW PA 15116,4/27/2015,5/14/2015
0432H00194000000,Shaler  ,901 HODIL RD GLENSHAW PA 15116,4/10/2015,4/13/2015
0432J00086000000,Ross  ,144 WOODHAVEN LN PITTSBURGH PA 15237,4/30/2015,5/4/2015
0432J00102000000,Ross  ,145 WOODHAVEN LN PITTSBURGH PA 15237,3/9/2015,3/26/2015
0421G00320000000,Glen Osborne,0 DAVIS LN SEWICKLEY PA 15143,2/3/2015,2/6/2015
0421J00093000000,Sewickley  ,709 MAPLE LN SEWICKLEY PA 15143,6/20/2015,7/6/2015
0421J00148000000,Sewickley  ,732 MCDONALD ST SEWICKLEY PA 15143,8/30/2015,9/4/2015
0421J00159000000,Sewickley  ,748 MCDONALD ST SEWICKLEY PA 15143,4/9/2015,4/16/2015
0421J00216000000,Sewickley  ,604 OHIO RIVER BLVD SEWICKLEY PA 15143,8/6/2015,8/14/2015
0421J00253000000,Sewickley  ,716 OHIO RIVER BLVD SEWICKLEY PA 15143,2/27/2015,3/4/2015
0426C00019000000,Ohio  ,84 KENSINGTON DR PITTSBURGH PA 15237,1/14/2015,1/21/2015
0426C00027000000,Ohio  ,120 COBBLESTONE DR PITTSBURGH PA 15237,8/26/2015,9/4/2015
0426C00062000000,Ohio  ,127 COBBLESTONE DR PITTSBURGH PA 15237,10/1/2015,10/16/2015
0426C00070000000,Ohio  ,130 COBBLESTONE DR PITTSBURGH PA 15237,7/30/2015,10/2/2015
0426C00155000000,Ohio  ,809 CRAWFORD RD PITTSBURGH PA 15237,7/15/2015,10/6/2015
0426C00165000000,Ohio  ,809 CRAWFORD RD PITTSBURGH PA 15237,7/15/2015,10/6/2015
0426D00031000000,Ohio  ,169 KENSINGTON DR PITTSBURGH PA 15237,3/31/2015,4/1/2015
0426D00046000000,Ohio  ,148 KENSINGTON DR PITTSBURGH PA 15237,12/22/2015,12/31/2015
0426D00048000000,Ohio  ,144 KENSINGTON DR PITTSBURGH PA 15237,6/29/2015,7/1/2015
0419D00210000000,Coraopolis  ,800 4TH AVE CORAOPOLIS PA 15108,3/27/2015,3/27/2015
0419D00320000000,Coraopolis  ,804 5TH AVE CORAOPOLIS PA 15108,11/11/2015,11/13/2015
0419G00004000000,Coraopolis  ,812 HILAND AVE CORAOPOLIS PA 15108,6/11/2015,6/22/2015
0419G00057000000,Coraopolis  ,712 HILAND AVE CORAOPOLIS PA 15108,2/21/2015,3/19/2015
0419G00143000000,Coraopolis  ,636 HILAND AVE CORAOPOLIS PA 15108,2/12/2015,2/19/2015
0432K00092000000,Ross  ,456 GOLDSMITH RD PITTSBURGH PA 15237,2/25/2015,3/3/2015
0432K00098000000,Ross  ,121 WOODHAVEN LN PITTSBURGH PA 15237,11/16/2015,12/15/2015
0432L00267000000,Ross  ,533 THOMPSON RUN RD PITTSBURGH PA 15237,9/23/2015,10/20/2015
0432L00267000000,Ross  ,533 THOMPSON RUN RD PITTSBURGH PA 15237,10/8/2015,10/20/2015
0432M00023000000,Shaler  ,190 ANDREW DR GLENSHAW PA 15116,11/10/2015,11/13/2015
0432M00043000000,Shaler  ,104 MCGINLEY DR GLENSHAW PA 15116,8/11/2015,8/18/2015
0432M00066000000,Shaler  ,115 MCGINLEY DR GLENSHAW PA 15116,3/27/2015,4/24/2015
0432N00115000000,Ross  ,131 TYLER RD PITTSBURGH PA 15237,1/30/2015,2/2/2015
0432N00130000000,Ross  ,139 TYLER RD PITTSBURGH PA 15237,1/23/2015,1/28/2015
0421K00105000000,Sewickley  ,801 OHIO RIVER BLVD SEWICKLEY PA 15143,2/19/2015,2/26/2015
0421K00105000100,Sewickley  ,879 ELMHURST WAY SEWICKLEY PA 15143,12/8/2015,12/15/2015
0421K00105000200,Sewickley  ,881 ELMHURST WAY SEWICKLEY PA 15143,12/8/2015,12/11/2015
0421K00105000400,Sewickley  ,897 ELMHURST WAY SEWICKLEY PA 15143,12/8/2015,12/10/2015
0421K00105000700,Sewickley  ,910 THORN ST SEWICKLEY PA 15143,12/8/2015,12/10/2015
0421K00105000800,Sewickley  ,351 BOUNDARY ST SEWICKLEY PA 15143,12/8/2015,12/10/2015
0421K00105000900,Sewickley  ,341 BOUNDARY ST SEWICKLEY PA 15143,7/29/2015,9/24/2015
0421K00105001000,Sewickley  ,331 BOUNDARY ST SEWICKLEY PA 15143,7/29/2015,9/30/2015
0421K00105001000,Sewickley  ,331 BOUNDARY ST SEWICKLEY PA 15143,12/30/2015,1/4/2016
0421K00105001900,Sewickley  ,916 ELMHURST WAY SEWICKLEY PA 15143,10/7/2015,10/16/2015
0421K00105002000,Sewickley  ,914 ELMHURST WAY SEWICKLEY PA 15143,10/7/2015,10/16/2015
0421K00105002100,Sewickley  ,912 ELMHURST WAY SEWICKLEY PA 15143,10/7/2015,10/16/2015
0421K00105002200,Sewickley  ,910 ELMHURST WAY SEWICKLEY PA 15143,10/7/2015,10/16/2015
0421K00105002300,Sewickley  ,926 ELMHURST WAY SEWICKLEY PA 15143,7/29/2015,9/30/2015
0421K00105002400,Sewickley  ,924 ELMHURST WAY SEWICKLEY PA 15143,7/29/2015,9/30/2015
0426D00052000000,Ohio  ,136 KENSINGTON DR PITTSBURGH PA 15237,7/7/2015,7/10/2015
0426D00099000000,Ohio  ,145 KENSINGTON DR PITTSBURGH PA 15237,9/19/2015,10/2/2015
0426D00120000000,Ohio  ,144 COBBLESTONE DR PITTSBURGH PA 15237,9/23/2015,9/25/2015
0426D00146000000,Ohio  ,141 COBBLESTONE DR PITTSBURGH PA 15237,5/4/2015,5/20/2015
0426D00218000000,Ohio  ,122 KENSINGTON DR PITTSBURGH PA 15237,9/4/2015,9/10/2015
0426D00233000000,Ohio  ,110 KENSINGTON DR PITTSBURGH PA 15237,6/18/2015,6/24/2015
0426D00240000000,Ohio  ,95 KENSINGTON DR PITTSBURGH PA 15237,6/18/2015,7/8/2015
0426D00248000000,Ohio  ,103 KENSINGTON DR PITTSBURGH PA 15237,3/4/2015,3/10/2015
0419G00211000000,Coraopolis  ,743 HILAND AVE CORAOPOLIS PA 15108,10/15/2015,10/16/2015
0419G00244000000,Coraopolis  ,746 7TH AVE CORAOPOLIS PA 15108,9/17/2015,12/7/2015
0419G00265000000,Coraopolis  ,720 7TH AVE CORAOPOLIS PA 15108,12/29/2015,12/30/2015
0419G00296000000,Coraopolis  ,1 MCKINLEY SQ CORAOPOLIS PA 15108,10/21/2015,11/30/2015
0419G00301000000,Coraopolis  ,6 MCKINLEY SQ CORAOPOLIS PA 15108,1/14/2015,1/26/2015
0419G00332000000,Coraopolis  ,751 7TH AVE CORAOPOLIS PA 15108,3/24/2015,4/6/2015
0419H00041000000,Coraopolis  ,913 RIDGE AVE CORAOPOLIS PA 15108,8/18/2015,8/18/2015
0419H00114000000,Coraopolis  ,900 5TH AVE CORAOPOLIS PA 15108,2/9/2015,2/11/2015
0419H00151000000,Coraopolis  ,842 5TH AVE CORAOPOLIS PA 15108,3/24/2015,3/31/2015
0419H00183000000,Coraopolis  ,853 6TH AVE CORAOPOLIS PA 15108,4/7/2015,4/10/2015
0419H00218000000,Coraopolis  ,815 6TH AVE CORAOPOLIS PA 15108,3/17/2015,3/26/2015
0419H00218000000,Coraopolis  ,815 6TH AVE CORAOPOLIS PA 15108,6/25/2015,6/30/2015
0419H00239000000,Coraopolis  ,806 6TH AVE CORAOPOLIS PA 15108,11/17/2015,12/7/2015
0432P00054000000,Ross  ,120 SUNSET DR PITTSBURGH PA 15237,6/4/2015,6/5/2015
0432R00027000000,Shaler  ,308 FORLIVIEW RD GLENSHAW PA 15116,9/30/2015,10/15/2015
0432R00056000000,Shaler  ,223 FORLIVIEW RD GLENSHAW PA 15116,5/26/2015,6/19/2015
0432R00056000000,Shaler  ,223 FORLIVIEW RD GLENSHAW PA 15116,6/8/2015,6/19/2015
0432R00067000000,Shaler  ,121 FORLIVIEW RD GLENSHAW PA 15116,10/1/2015,10/6/2015
0432R00179000000,Ross  ,100 SUNSET DR PITTSBURGH PA 15237,12/30/2015,1/6/2016
0432R00309000000,Ross  ,104 ABARD DR PITTSBURGH PA 15237,6/19/2015,6/23/2015
0421K00105002500,Sewickley  ,922 ELMHURST WAY SEWICKLEY PA 15143,7/29/2015,9/30/2015
0421K00105002600,Sewickley  ,920 ELMHURST WAY SEWICKLEY PA 15143,7/29/2015,9/30/2015
0421K00209000000,Sewickley  ,878 THORN ST SEWICKLEY PA 15143,4/8/2015,4/17/2015
0421K00209000000,Sewickley  ,878 THORN ST SEWICKLEY PA 15143,8/31/2015,9/2/2015
0421K00213000000,Sewickley  ,874 THORN ST SEWICKLEY PA 15143,3/17/2015,3/31/2015
0421K00258000000,Sewickley  ,0 SMITH ALY SEWICKLEY PA 15143,8/11/2015,8/21/2015
0421K00269000500,Sewickley  ,830 THORN ST UNIT 5 SEWICKLEY PA 15143,7/12/2015,8/11/2015
0421K00269002300,Sewickley  ,834 THORN ST UNIT 23 SEWICKLEY PA 15143,9/25/2015,2/12/2016
0421K00269002500,Sewickley  ,836 THORN ST UNIT 25 SEWICKLEY PA 15143,8/14/2015,8/17/2015
0421K00269002900,Sewickley  ,836 THORN ST UNIT 29 SEWICKLEY PA 15143,4/23/2015,4/27/2015
0421K00269004100,Sewickley  ,838 THORN ST UNIT 41 SEWICKLEY PA 15143,5/4/2015,5/15/2015
0421K00269004200,Sewickley  ,838 THORN ST UNIT 42 SEWICKLEY PA 15143,6/10/2015,6/12/2015
0421K00269004600,Sewickley  ,840 THORN ST UNIT 46 SEWICKLEY PA 15143,10/14/2015,10/16/2015
0421K00269004900,Sewickley  ,840 THORN ST UNIT 49 SEWICKLEY PA 15143,2/26/2015,3/16/2015
0421K00269005000,Sewickley  ,840 THORN ST UNIT 50 SEWICKLEY PA 15143,4/27/2015,5/8/2015
0421K00269005600,Sewickley  ,842 THORN ST UNIT 56 SEWICKLEY PA 15143,9/17/2015,10/1/2015
0426D00252000000,Ohio  ,107 KENSINGTON DR PITTSBURGH PA 15237,10/20/2015,11/12/2015
0426D00264000000,Ohio  ,117 KENSINGTON DR PITTSBURGH PA 15237,4/29/2015,5/5/2015
0426E00385000000,Ohio  ,1121 ROOSEVELT RD PITTSBURGH PA 15237,6/11/2015,6/18/2015
0426E00387000000,Ohio  ,1121 ROOSEVELT RD PITTSBURGH PA 15237,6/11/2015,6/18/2015
0426E00387000000,Ohio  ,1121 ROOSEVELT RD PITTSBURGH PA 15237,9/28/2015,10/1/2015
0426K00106000000,Ohio  ,806 HARMONY RD PITTSBURGH PA 15237,10/14/2015,10/22/2015
0426M00119000000,Ohio  ,514 CRAWFORD RD PITTSBURGH PA 15237,11/13/2015,11/17/2015
0427D00116000000,Ohio  ,152 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00117000000,Ohio  ,156 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0419H00323000000,Coraopolis  ,819 7TH AVE CORAOPOLIS PA 15108,1/16/2015,1/20/2015
0419H00331000000,Coraopolis  ,809 7TH AVE CORAOPOLIS PA 15108,7/3/2015,7/7/2015
0419H00340000000,Coraopolis  ,804 7TH AVE CORAOPOLIS PA 15108,4/2/2015,3/20/2015
0419J00015000000,Moon  ,321 INDIAN RIDGE DR CORAOPOLIS PA 15108,7/6/2015,7/8/2015
0419J00051000000,Moon  ,322 INDIAN RIDGE DR CORAOPOLIS PA 15108,2/16/2015,3/3/2015
0419J00071000000,Moon  ,342 INDIAN RIDGE DR CORAOPOLIS PA 15108,9/14/2015,9/25/2015
0419L00030000000,Coraopolis  ,1089 WOODLAWN DR CORAOPOLIS PA 15108,10/6/2015,10/7/2015
0419L00056000000,Coraopolis  ,1036 WOODLAWN DR CORAOPOLIS PA 15108,5/28/2015,5/29/2015
0432S00060000000,Shaler  ,306 SANDY DR GLENSHAW PA 15116,6/16/2015,6/23/2015
0432S00194000000,Shaler  ,211 ANDREW DR GLENSHAW PA 15116,1/23/2015,1/29/2015
0432S00200000000,Shaler  ,215 ANDREW DR GLENSHAW PA 15116,4/10/2015,4/23/2015
0432S00273000000,Shaler  ,116 CREST LN GLENSHAW PA 15116,9/24/2015,10/2/2015
0433B00072000000,Shaler  ,321 SCOTT AVE GLENSHAW PA 15116,4/14/2015,4/21/2015
0433B00226000000,Shaler  ,2706 PHILLIPS AVE GLENSHAW PA 15116,4/30/2015,5/1/2015
0433B00313000000,Shaler  ,2603 HERRON LN GLENSHAW PA 15116,4/5/2015,5/12/2015
0421K00269006200,Sewickley  ,844 THORN ST UNIT 62 SEWICKLEY PA 15143,7/10/2015,7/22/2015
0421K00269006500,Sewickley  ,844 THORN ST UNIT 65 SEWICKLEY PA 15143,8/3/2015,8/12/2015
0421K00269006600,Sewickley  ,844 THORN ST UNIT 66 SEWICKLEY PA 15143,5/5/2015,5/14/2015
0421K00269008100,Sewickley  ,848 THORN ST UNIT 81 SEWICKLEY PA 15143,10/13/2015,11/10/2015
0421K00286000000,Sewickley  ,859 THORN ST SEWICKLEY PA 15143,5/1/2015,5/6/2015
0421K00310000000,Sewickley  ,897 THORN ST SEWICKLEY PA 15143,8/26/2015,8/26/2015
0421L00123000000,Glen Osborne,1101 BEAVER RD SEWICKLEY PA 15143,7/28/2015,8/17/2015
0421L00123000000,Glen Osborne,1101 BEAVER RD SEWICKLEY PA 15143,8/4/2015,8/18/2015
0427D00118000000,Ohio  ,160 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00119000000,Ohio  ,162 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00120000000,Ohio  ,166 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00121000000,Ohio  ,170 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00122000000,Ohio  ,172 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00123000000,Ohio  ,176 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00124000000,Ohio  ,180 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00133000000,Ohio  ,179 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00134000000,Ohio  ,175 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00135000000,Ohio  ,171 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00136000000,Ohio  ,169 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00137000000,Ohio  ,165 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00138000000,Ohio  ,163 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00139000000,Ohio  ,161 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00140000000,Ohio  ,157 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00141000000,Ohio  ,155 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00142000000,Ohio  ,151 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427D00200000000,Ohio  ,0 MCADAMS LN PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427E00019000000,Ohio  ,113 WESTCHESTER DR PITTSBURGH PA 15237,6/5/2015,6/16/2015
0427E00032000000,Ohio  ,201 COBBLESTONE DR PITTSBURGH PA 15237,5/11/2015,5/28/2015
0427H00125000000,Ohio  ,182 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427H00126000000,Ohio  ,184 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427H00127000000,Ohio  ,186 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427H00128000000,Ohio  ,188 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427H00129000000,Ohio  ,190 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0427H00130000000,Ohio  ,185 OVERLOOK DR PITTSBURGH PA 15237,3/10/2015,3/10/2015
0419L00371000000,Coraopolis  ,846 7TH AVE CORAOPOLIS PA 15108,1/15/2015,1/16/2015
0419L00373000000,Coraopolis  ,1082 WOODLAWN DR CORAOPOLIS PA 15108,1/13/2015,1/26/2015
0419M00084000000,Coraopolis  ,911 FAWCETT ST CORAOPOLIS PA 15108,10/5/2015,10/6/2015
0419M00099000000,Coraopolis  ,1004 WATSON ST CORAOPOLIS PA 15108,8/31/2015,9/30/2015
0419M00162000000,Coraopolis  ,926 KABLE WAY CORAOPOLIS PA 15108,8/3/2015,9/30/2015
0419M00208000000,Coraopolis  ,1041 MAIN ST CORAOPOLIS PA 15108,12/24/2015,1/5/2016
0419M00260000000,Coraopolis  ,851 NEELY HEIGHTS AVE CORAOPOLIS PA 15108,5/8/2015,6/24/2015
0419M00260000000,Coraopolis  ,851 NEELY HEIGHTS AVE CORAOPOLIS PA 15108,8/11/2015,9/15/2015
0419M00303000000,Coraopolis  ,826 HILAND AVE CORAOPOLIS PA 15108,12/30/2015,1/8/2016
