,storeNumber,countryCode,latitude,longitude,city,olsonTimeZoneId
4219,23523-230691,US,35.195181,-111.635145,Flagstaff,GMT-07
4220,70023-117805,US,35.18927,-111.655864,Flagstaff,GMT-07
4221,74227-59039,US,35.189766,-111.663065,Flagstaff,GMT-07
4222,9624-96090,US,35.1874,-111.661842,Flagstaff,GMT-07
4223,17806-185724,US,35.179459,-111.656019,Flagstaff,GMT-07
4224,76430-97574,US,35.184341,-111.661426,Flagstaff,GMT-07
4225,25697-103428,US,35.17656,-111.667288,Flagstaff,GMT-07
4226,25699-103429,US,34.86608,-111.794744,Sedona,GMT-07
4227,24425-237910,US,34.863489,-111.793011,Sedona,GMT-07
4228,74434-90567,US,34.864681,-111.800287,Sedona,GMT-07
4229,79522-101000,US,35.24876,-112.19318,Williams,GMT-07
4230,74411-82504,US,34.727417,-112.007739,Cottonwood,GMT-07
4231,57282-290568,US,34.721542,-112.00287,Cottonwood,GMT-07
4232,8105-95016,US,34.575523,-111.881989,Camp Verde,GMT-07
4233,73896-103689,US,34.566764,-111.864542,Camp Verde,GMT-07
4234,76618-99489,US,25.677542,-80.320688,Miami,GMT-05
4235,20628-195824,US,25.672798,-80.322664,Miami Shores,GMT-05
4236,8227-994,US,25.687985,-80.320015,Miami,GMT-05
4237,8470-23232,US,25.686393,-80.310459,Pinecrest,GMT-05
4238,8520-64961,US,25.690545,-80.314965,Miami,GMT-05
4239,56529-289519,US,25.690743,-80.311046,Miami,GMT-05
4240,76359-95260,US,25.693354,-80.305427,Miami,GMT-05
4241,57802-274244,US,25.686945,-80.341858,Miami,GMT-05
4242,8392-164645,US,25.657053,-80.327483,Pinecrest,GMT-05
4243,8238-998,US,25.694927,-80.300261,Miami,GMT-05
4244,8267-1604,US,25.702105,-80.333582,Miami,GMT-05
4245,11749-104894,US,25.686389,-80.36477,Miami,GMT-05
4246,8446-49399,US,25.632982,-80.338723,Miami,GMT-05
4247,19812-107345,US,25.720037,-80.279106,Coral Gables,GMT-05
4248,8256-1382,US,25.716465,-80.274081,Coral Gables,GMT-05
4249,22267-121004,US,25.733065,-80.303883,Miami,GMT-05
4250,61894-293986,US,25.70172,-80.381773,Miami,GMT-05
4251,11905-104747,US,25.614728,-80.309841,Palmetto Bay,GMT-05
4252,16954-169424,US,25.746636,-80.335383,Miami,GMT-05
4253,11784-104774,US,25.725671,-80.263159,Coral Gables,GMT-05
4254,9699-98045,US,25.656064,-80.396221,Miami,GMT-05
4255,24531-229124,US,25.732423,-80.382056,Miami,GMT-05
4256,24720-211184,US,25.626369,-80.394184,Miami,GMT-05
4257,8296-2321,US,25.761624,-80.3331,Miami,GMT-05
4258,10358-98225,US,25.684782,-80.415236,Kendall,GMT-05
4259,8254-289327,US,25.72797,-80.242581,Coconut Grove,GMT-05
4260,11485-102045,US,25.654062,-80.415271,Miami,GMT-05
4261,8228-241730,US,25.749189,-80.260491,Coral Gables,GMT-05
4262,75443-79685,US,25.757032,-80.373852,Miami,GMT-05
4263,19033-185564,US,25.589846,-80.358579,Cutler Bay,GMT-05
4264,21306-157131,US,25.757377,-80.376211,Miami,GMT-05
4265,62502-295704,US,25.755,-80.259131,Coral Gables,GMT-05
4266,19877-200964,US,25.732621,-80.232861,Coconut Grove,GMT-05
4267,23496-214385,US,25.768816,-80.361004,Miami,GMT-05
4268,13736-107277,US,25.750552,-80.238032,Miami,GMT-05
4269,76617-99487,US,25.685555,-80.43754,Miami,GMT-05
4270,13940-290889,US,25.781839,-80.288223,Miami,GMT-05
4271,24721-211185,US,25.773107,-80.264015,Miami,GMT-05
4272,53902-268604,US,25.78654,-80.337263,Doral,GMT-05
4273,10901-289830,US,25.730119,-80.432063,Miami,GMT-05
4274,10550-100278,US,25.796641,-80.324825,Doral,GMT-05
4275,72483-16199,US,25.791964,-80.276606,Miami,GMT-05
4276,2751-87002,US,25.791364,-80.368468,Doral,GMT-05
4277,57274-291130,US,25.794795,-80.284097,Miami,GMT-05
4278,70006-120032,US,25.791903,-80.273695,Miami,GMT-05
4279,8419-1671,US,25.787043,-80.380784,Miami,GMT-05
4280,13238-103927,US,25.684432,-80.456716,Miami,GMT-05
4281,28862-237079,US,25.788472,-80.38105,Miami,GMT-05
4282,17121-177164,US,25.797231,-80.280506,Miami,GMT-05
4283,9394-95731,US,25.760538,-80.425304,Miami,GMT-05
4284,74916-100980,US,33.96097,-112.770814,Wickenburg,GMT-07
4285,74864-97730,US,33.637516,-112.425319,Surprise,GMT-07
4286,58303-291866,US,33.63838,-112.423101,Surprise,GMT-07
4287,3199-106038,US,33.622622,-112.425046,Surprise,GMT-07
4288,73762-106026,US,33.640271,-112.395328,Surprise,GMT-07
4289,52950-281088,US,33.65608,-112.376102,Surprise,GMT-07
4290,11326-103704,US,33.655788,-112.374097,Surprise,GMT-07
4291,22414-217349,US,33.66113,-112.353611,Sun City West,GMT-07
4292,11219-281927,US,33.638111,-112.369534,Surprise,GMT-07
4293,79551-101012,US,33.655026,-112.350031,Sun City West,GMT-07
4294,73838-113969,US,33.608244,-112.392005,Surprise,GMT-07
4295,76731-97576,US,33.70969,-112.276015,Peoria,GMT-07
4296,11433-104335,US,33.707654,-112.273234,Peoria,GMT-07
4297,49342-266924,US,33.714339,-112.267946,Peoria,GMT-07
4298,79707-101342,US,33.7233,-112.261,Peoria,GMT-07
4299,22018-214825,US,33.611304,-112.36151,Surprise,GMT-07
4300,74733-97179,US,33.610561,-112.357462,Surprise,GMT-07
4301,72590-102066,US,33.66846,-112.278244,Peoria,GMT-07
4302,79767-136609,US,33.638766,-112.292002,Sun City,GMT-07
4303,10094-99046,US,33.637847,-112.276692,Sun City,GMT-07
4304,16389-164466,US,33.680525,-112.239616,Peoria,GMT-07
4305,63859-275564,US,33.496189,-112.481628,Buckeye,GMT-07
4306,73125-21397,US,33.683056,-112.236348,Peoria,GMT-07
4307,47594-256931,US,33.711715,-112.205698,Peoria,GMT-07
4308,50214-271891,US,33.866236,-112.137716,Anthem,GMT-07
4309,6581-67540,US,33.866674,-112.136896,Anthem,GMT-07
4310,7074-149408,US,33.710863,-112.201599,Phoenix,GMT-07
4311,29155-251665,US,33.602448,-112.290158,Sun City,GMT-07
4312,14177-290854,US,33.843354,-112.137464,Phoenix,GMT-07
4313,22005-138187,US,33.600661,-112.288801,Sun City,GMT-07
4314,25584-240129,US,33.6713,-112.220893,Glendale,GMT-07
4315,21989-106025,US,33.844465,-112.133749,Phoenix,GMT-07
4316,53412-284007,US,33.466557,-112.504812,Buckeye,GMT-07
4317,6894-84202,US,33.652038,-112.233523,Glendale,GMT-07
4318,72123-3569,US,33.53815,-112.3557,Glendale,GMT-07
4319,5622-224206,US,33.637716,-112.232619,Peoria,GMT-07
4320,25205-237525,US,33.638054,-112.230755,Peoria,GMT-07
4321,5376-1128,US,33.671724,-112.20241,Glendale,GMT-07
4322,74450-94951,US,33.668655,-112.202736,Glendale,GMT-07
4323,56491-290161,US,33.642059,-112.22345,Glendale,GMT-07
4324,21316-211384,US,33.434164,-112.558253,Buckeye,GMT-07
4325,73583-79483,US,33.799713,-112.127161,Phoenix,GMT-07
4326,74401-83387,US,33.564162,-112.288447,Peoria,GMT-07
4327,73971-138188,US,33.669689,-112.188801,Glendale,GMT-07
4328,6733-285626,US,33.610397,-112.234821,Peoria,GMT-07
4329,47582-257024,US,33.508979,-112.357453,Litchfield Park,GMT-07
4330,48884-245840,US,33.509658,-112.35559,Litchfield Park,GMT-07
4331,51259-245842,US,33.785869,-112.119645,Phoenix,GMT-07
4332,54834-286591,US,33.784369,-112.11822,Phoenix,GMT-07
4333,5036-106034,US,33.637208,-112.200676,Glendale,GMT-07
4334,76683-102489,US,34.604318,-92.53041,Bryant,GMT-06
4335,10991-101243,US,34.605275,-92.532942,Benton,GMT-06
4336,25805-223044,US,34.61055,-92.530879,Benton,GMT-06
4337,28984-247347,US,34.661406,-92.408628,Little Rock,GMT-06
4338,54201-282366,US,34.756339,-92.449584,Little Rock,GMT-06
4339,19456-176367,US,34.75781,-92.449805,Little Rock,GMT-06
4340,76960-129148,US,34.754353,-92.41497,Little Rock,GMT-06
4341,8583-291233,US,34.742862,-92.39384,Little Rock,GMT-06
4342,59074-281834,US,34.722427,-92.338501,Little Rock,GMT-06
4343,24964-239005,US,34.771198,-92.397528,Little Rock,GMT-06
4344,9048-151745,US,34.749296,-92.344509,Little Rock,GMT-06
4345,10657-100879,US,34.797541,-92.415427,Little Rock,GMT-06
4346,10484-101095,US,34.752726,-92.340592,Little Rock,GMT-06
4347,54199-283119,US,34.803865,-92.42883,Little Rock,GMT-06
4348,8579-84082,US,34.771342,-92.35778,Little Rock,GMT-06
4349,52531-282424,US,34.759707,-92.30814,Little Rock,GMT-06
4350,11431-104464,US,34.740065,-92.276477,Little Rock,GMT-06
4351,48764-205406,US,34.748479,-92.271323,Little Rock,GMT-06
4352,11709-104595,US,34.849957,-92.404942,Maumelle,GMT-06
4353,61252-293956,US,34.755803,-92.263281,North Little Rock,GMT-06
4354,70011-120025,US,34.728096,-92.22092,Little Rock,GMT-06
4355,75684-84361,US,34.730041,-92.220019,Little Rock,GMT-06
4356,9813-97844,US,34.799889,-92.254864,North Little Rock,GMT-06
4357,25530-239094,US,34.820054,-92.233769,North Little Rock,GMT-06
4358,3883-108573,US,34.900866,-92.149629,Little Rock,GMT-06
4359,11215-103991,US,34.885897,-92.108953,Jacksonville,GMT-06
4360,8782-85860,US,34.457481,-93.062615,Hot Springs,GMT-06
4361,62696-295816,US,34.492904,-93.082481,Hot Springs,GMT-06
4362,47683-256485,US,35.069889,-92.45576,Conway,GMT-06
4363,70039-116729,US,35.080139,-92.456712,Conway,GMT-06
4364,52210-95143,US,35.089357,-92.472857,Conway,GMT-06
4365,76225-88902,US,35.0785,-92.3874,Conway,GMT-06
4366,9810-98145,US,35.091106,-92.418565,Conway,GMT-06
4367,9811-98146,US,35.111191,-92.438775,Conway,GMT-06
4368,54865-262085,US,34.979294,-92.038409,Cabot,GMT-06
4369,20651-205405,US,34.125524,-93.059793,Arkadelphia,GMT-06
4370,48148-261245,US,33.640869,-112.03094,Phoenix,GMT-07
4371,54261-285894,US,33.654715,-112.014042,Phoenix,GMT-07
4372,73175-21704,US,33.652953,-112.029721,Phoenix,GMT-07
4373,5829-250030,US,33.607139,-112.065548,Phoenix,GMT-07
4374,79791-101006,US,33.608728,-112.06698,Phoenix,GMT-07
4375,47951-246504,US,33.638732,-112.053827,Phoenix,GMT-07
4376,14560-108520,US,33.642001,-112.064998,Phoenix,GMT-07
4377,74284-74767,US,33.641589,-112.067082,Phoenix,GMT-07
4378,76656-108201,US,33.639236,-112.068878,Phoenix,GMT-07
4379,8606-93575,US,33.63899,-112.070428,Phoenix,GMT-07
4380,54681-286608,US,33.653715,-112.064004,Phoenix,GMT-07
4381,76687-102983,US,34.004565,-117.821656,Diamond Bar,GMT-08
4382,5681-219126,US,34.00528,-117.822615,Diamond Bar,GMT-08
4383,64791-298906,US,33.999219,-117.845239,Diamond Bar,GMT-08
4384,6803-41819,US,34.02757,-117.836501,Walnut,GMT-08
4385,17655-168485,US,34.009788,-117.859502,Walnut,GMT-08
4386,11224-103807,US,33.974644,-117.837676,Diamond Bar,GMT-08
4387,6461-46581,US,34.041683,-117.798355,Pomona,GMT-08
4388,28053-248946,US,34.047573,-117.810869,Pomona,GMT-08
4389,57777-291661,US,34.042547,-117.850285,Walnut,GMT-08
4390,5582-1849,US,33.986559,-117.871805,Rowland Heights,GMT-08
4391,67873-301965,US,34.057484,-117.821422,POMONA,GMT-08
4392,10112-97117,US,34.028421,-117.760779,Pomona,GMT-08
4393,56008-289681,US,34.034741,-117.759376,Pomona,GMT-08
4394,19857-198885,US,34.035256,-117.756063,Pomona,GMT-08
4395,10628-101097,US,34.011003,-117.735976,Chino Hills,GMT-08
4396,10540-193704,US,33.994883,-117.907047,City of Industry,GMT-08
4397,73361-24087,US,34.001113,-117.734389,Chino Hills,GMT-08
4398,13226-106936,US,34.071985,-117.788333,Pomona,GMT-08
4399,6870-76140,US,34.055371,-117.750356,Pomona,GMT-08
4400,76893-102970,US,34.033373,-117.912013,West Covina,GMT-08
4401,10226-98369,US,34.035404,-117.911915,West Covina,GMT-08
4402,76189-93365,US,33.991982,-117.919,Rowland Heights,GMT-08
4403,11031-95816,US,34.072436,-117.881852,West Covina,GMT-08
4404,61834-296086,US,34.012692,-117.923808,La Puente,GMT-08
4405,76346-92520,US,34.001763,-117.718723,Chino,GMT-08
4406,23599-231366,US,34.067903,-117.751734,Pomona,GMT-08
4407,6712-64460,US,33.996792,-117.715794,Chino,GMT-08
4408,5288-228806,US,33.994568,-117.931162,City of Industry,GMT-08
4409,10884-102721,US,33.983434,-117.71396,Chino Hills,GMT-08
4410,5583-231345,US,34.078635,-117.890557,Covina,GMT-08
4411,2928-90000,US,33.909572,-117.852766,Brea,GMT-08
4412,76658-99293,US,34.104018,-117.823645,San Dimas,GMT-08
4413,8747-240837,US,34.095926,-117.872269,Covina,GMT-08
4414,73542-77320,US,33.910063,-117.865477,Brea,GMT-08
4415,70016-113824,US,33.91641,-117.883446,Brea,GMT-08
4416,5089-142346,US,33.918,-117.88743,Brea,GMT-08
4417,5317-295203,US,34.107011,-117.826482,San Dimas,GMT-08
4418,73584-23068,US,34.105981,-117.803409,San Dimas,GMT-08
4419,9253-96095,US,34.106478,-117.806452,San Dimas,GMT-08
4420,22000-210111,US,33.915519,-117.886261,Brea,GMT-08
4421,5248-434,US,33.912565,-117.881375,Brea,GMT-08
4422,6744-77941,US,34.068345,-117.927239,West Covina,GMT-08
4423,23741-228807,US,34.087072,-117.908159,Covina,GMT-08
4424,572-6948,US,33.917028,-117.900681,Brea,GMT-08
4425,47250-256930,US,34.063641,-117.707512,Montclair,GMT-08
4426,6599-39359,US,34.026511,-117.689676,Chino,GMT-08
4427,28902-250487,US,34.115961,-117.8315,Glendora,GMT-08
4428,5982-46599,US,34.032861,-117.689946,Chino,GMT-08
4429,73224-21763,US,33.961715,-117.695334,Chino Hills,GMT-08
4430,23260-228804,US,34.044449,-117.949555,La Puente,GMT-08
4431,79567-105475,US,37.680289,-121.777281,Livermore,GMT-08
4432,5311-730,US,37.679099,-121.778023,Livermore,GMT-08
4433,5732-5386,US,37.691443,-121.773598,Livermore,GMT-08
4434,641-358,US,37.697132,-121.743214,Livermore,GMT-08
4435,76210-93645,US,37.701288,-121.746392,Livermore,GMT-08
4436,74288-118685,US,37.697987,-121.74276,Livermore,GMT-08
4437,11329-100040,US,37.650762,-121.804469,Livermore,GMT-08
4438,8111-96100,US,37.699176,-121.817578,Livermore,GMT-08
4439,6468-61500,US,37.703054,-121.721947,Livermore,GMT-08
4440,54767-286183,US,37.697511,-121.839775,Livermore,GMT-08
4441,6532-61700,US,37.717917,-121.724552,Livermore,GMT-08
4442,17974-179804,US,37.698507,-121.845263,Livermore,GMT-08
4443,29020-198425,US,37.668981,-121.857387,Pleasanton,GMT-08
4444,22633-171404,US,37.705811,-121.852111,Dublin,GMT-08
4445,16135-157394,US,37.703153,-121.854026,Dublin,GMT-08
4446,59169-290833,US,37.715505,-121.706844,Livermore,GMT-08
4447,74684-73708,US,37.675108,-121.874707,Pleasanton,GMT-08
4448,22823-222984,US,37.699052,-121.8729,Pleasanton,GMT-08
4449,24527-233556,US,37.66074,-121.876022,Pleasanton,GMT-08
4450,74275-122345,US,37.706768,-121.873863,Dublin,GMT-08
4451,24526-72436,US,37.705645,-121.888672,Dublin,GMT-08
4452,16775-157393,US,37.657955,-121.898177,Pleasanton,GMT-08
4453,5274-732,US,37.689126,-121.902329,Pleasanton,GMT-08
4454,14070-189244,US,37.656646,-121.900176,Pleasanton,GMT-08
4455,51698-278806,US,37.698829,-121.903031,Pleasanton,GMT-08
4456,74259-114646,US,37.70508,-121.9274,Dublin,GMT-08
4457,52431-281465,US,37.706726,-121.931581,Dublin,GMT-08
4458,5206-124,US,37.702337,-121.933819,Dublin,GMT-08
4459,5825-22045,US,37.729511,-121.931381,San Ramon,GMT-08
4460,50485-275112,US,37.723378,-121.943043,San Ramon,GMT-08
4461,79660-103243,US,37.774574,-121.922129,San Ramon,GMT-08
4462,5781-4778,US,37.763166,-121.950676,San Ramon,GMT-08
4463,74206-24433,US,37.798223,-121.918061,Danville,GMT-08
4464,20924-197444,US,37.759227,-121.957938,San Ramon,GMT-08
4465,634-381,US,37.798853,-121.921939,Danville,GMT-08
4466,14226-95956,US,37.800637,-121.919586,Danville,GMT-08
4467,51176-277265,US,37.762831,-121.960175,San Ramon,GMT-08
4468,76208-89721,US,37.761695,-121.964408,San Ramon,GMT-08
4469,74112-22861,US,37.773322,-121.976363,San Ramon,GMT-08
4470,5279-402,US,37.77991,-121.972291,San Ramon,GMT-08
4471,25784-242224,US,37.774171,-121.978567,San Ramon,GMT-08
4472,10541-100590,US,37.55633,-121.952355,Fremont,GMT-08
4473,6678-73223,US,37.553344,-121.973822,Fremont,GMT-08
4474,79524-102354,US,37.532467,-121.95763,Fremont,GMT-08
4475,23736-231946,US,37.531367,-121.959363,Fremont,GMT-08
4476,13231-105926,US,37.60842,-122.022928,Union City,GMT-08
4477,5223-388,US,37.548811,-121.987102,Fremont,GMT-08
4478,15934-165264,US,37.810231,-121.990137,Danville,GMT-08
4479,52432-281466,US,37.545314,-121.98502,Fremont,GMT-08
4480,74927-101840,US,37.587623,-122.019389,Union City,GMT-08
4481,76690-101871,US,37.668181,-122.119826,Hayward,GMT-08
4482,10887-99700,US,37.665931,-122.118568,Hayward,GMT-08
4483,6596-62519,US,37.654187,-122.110356,Hayward,GMT-08
4484,5754-8386,US,37.686937,-122.129804,San Lorenzo,GMT-08
4486,6645-71160,US,37.672899,-122.085079,Hayward,GMT-08
4487,5483-1561,US,37.651888,-122.090911,Hayward,GMT-08
4488,10105-99828,US,37.679114,-122.083356,Hayward,GMT-08
4489,79509-102349,US,37.679772,-122.083404,Hayward,GMT-08
4490,10348-5384,US,37.702908,-122.125944,San Leandro,GMT-08
4491,18008-159606,US,37.633642,-122.111733,Hayward,GMT-08
4492,6855-85348,US,37.694743,-122.086281,Castro Valley,GMT-08
4493,5273-846,US,37.695982,-122.078044,Castro Valley,GMT-08
4494,74281-125604,US,37.696194,-122.07417,Castro Valley,GMT-08
4495,8911-94381,US,37.714827,-122.141685,San Leandro,GMT-08
4496,6601-66940,US,37.690093,-122.062675,Castro Valley,GMT-08
4497,3847-138569,US,37.655977,-122.056098,Hayward,GMT-08
4498,5545-1653,US,37.71163,-122.162478,San Leandro,GMT-08
4499,48928-265749,US,37.614672,-122.087549,Hayward,GMT-08
4500,74795-99751,US,37.723684,-122.154799,San Leandro,GMT-08
4501,6624-67661,US,37.617885,-122.069796,Hayward,GMT-08
4502,10668-94382,US,37.731871,-122.13968,San Leandro,GMT-08
4503,29955-255466,US,37.60766,-122.062442,Hayward,GMT-08
4504,9512-95867,US,37.606731,-122.063801,Hayward,GMT-08
4505,5653-2444,US,37.599162,-122.069143,Union City,GMT-08
4506,9861-96968,US,37.729889,-122.194216,Oakland,GMT-08
4507,11167-95963,US,37.588336,-122.066451,Union City,GMT-08
4508,8142-3188,US,37.737551,-122.197833,Oakland,GMT-08
4509,63452-297778,US,37.736001,-122.239108,Alameda,GMT-08
4510,5580-1885,US,37.567848,-122.025314,Fremont,GMT-08
4511,74807-73698,US,37.552265,-122.049014,Newark,GMT-08
4512,5286-158884,US,37.550585,-122.048768,Newark,GMT-08
4513,6479-62999,US,37.763977,-122.242714,Alameda,GMT-08
4514,74877-100291,US,37.757616,-122.250961,Alameda,GMT-08
4515,5335-904,US,37.756954,-122.252896,Alameda,GMT-08
4516,5952-49999,US,37.529733,-122.038273,Newark,GMT-08
4517,76693-98339,US,33.692024,-117.34268,Lake Elsinore,GMT-08
4518,10809-102531,US,33.690462,-117.342052,Lake Elsinore,GMT-08
4519,60630-294288,US,33.694161,-117.335881,Lake Elsinore,GMT-08
4520,73659-95044,US,33.686121,-117.366687,Lake Elsinore,GMT-08
4521,6675-70480,US,33.662812,-117.296929,Lake Elsinore,GMT-08
4522,54259-286227,US,33.654296,-117.297516,Lake Elsinore,GMT-08
4523,50267-268644,US,33.667275,-117.264987,Lake Elsinore,GMT-08
4524,79760-108476,US,33.747458,-117.453532,South Corona,GMT-08
4525,16388-162744,US,33.747665,-117.453847,Corona,GMT-08
4526,10431-100556,US,33.593243,-117.247758,Wildomar,GMT-08
4527,6554-64459,US,33.595086,-117.242903,Wildomar,GMT-08
4528,73558-64899,US,33.595712,-117.241492,Wildomar,GMT-08
4529,14488-289587,US,33.684709,-117.179232,Menifee,GMT-08
4530,11099-102097,US,33.744291,-117.191402,Perris,GMT-08
4531,76971-136441,US,33.680226,-117.17264,Menifee,GMT-08
4532,28266-246805,US,33.684137,-117.169003,Menifee,GMT-08
4533,6703-75480,US,33.801787,-117.229235,Perris,GMT-08
4534,6976-91181,US,33.570827,-117.233356,Murrieta,GMT-08
4535,48277-261824,US,33.810732,-117.227013,Perris,GMT-08
4536,25942-242725,US,33.68473,-117.151809,Menifee,GMT-08
4537,3018-138710,US,33.599449,-117.175969,Murrieta,GMT-08
4538,11595-104768,US,33.599636,-117.175752,Murrieta,GMT-08
4539,6446-54379,US,33.56628,-117.204543,Murrieta,GMT-08
4540,56957-290650,US,33.565625,-117.203729,Murrieta,GMT-08
4541,58218-292271,US,33.598529,-117.170139,Murrieta,GMT-08
4542,19631-196444,US,33.574572,-117.1785,Murrieta,GMT-08
4543,62155-296440,US,33.570197,-117.182999,Murrieta,GMT-08
4544,9818-97299,US,33.555535,-117.199158,Murrieta,GMT-08
4545,10665-100382,US,33.845078,-117.224219,Perris,GMT-08
4546,9629-97438,US,33.555966,-117.185816,Murrieta,GMT-08
4547,58730-292270,US,33.557512,-117.178212,Murrieta,GMT-08
4548,9621-97363,US,33.823519,-117.515767,Corona,GMT-08
4549,29837-255025,US,33.826727,-117.516342,Corona,GMT-08
4550,5267-295243,US,33.649134,-117.582597,Rancho Santa Margarita,GMT-08
4551,56556-290087,US,33.888439,-117.274501,Riverside,GMT-08
4552,9290-95131,US,33.592594,-117.123785,Winchester,GMT-08
4553,51971-279487,US,33.832458,-117.531399,Corona,GMT-08
4554,6542-46580,US,33.637847,-117.591406,Rancho Santa Margarita,GMT-08
4555,74557-25887,US,33.636942,-117.591454,Rancho Santa Margarita,GMT-08
4556,76395-92526,US,33.641694,-117.598121,Rancho Santa Margarita,GMT-08
4557,74665-96538,US,33.554301,-117.138535,Murrieta,GMT-08
4558,5755-14050,US,33.643175,-117.599336,Rancho Santa Margarita,GMT-08
4559,73577-61819,US,33.551234,-117.138815,Murrieta,GMT-08
4560,14486-119046,US,33.540539,-117.143915,Temecula,GMT-08
4561,5695-217005,US,33.523941,-117.16179,Temecula,GMT-08
4562,74772-99121,US,37.949031,-122.057965,Pleasant Hill,GMT-08
4563,5259-400,US,37.92876,-122.040012,Walnut Creek,GMT-08
4564,74122-24427,US,37.928037,-122.039147,Walnut Creek,GMT-08
4565,12868-153028,US,37.971249,-122.061505,Pleasant Hill,GMT-08
4566,15680-156024,US,37.97685,-122.066774,Pleasant Hill,GMT-08
4567,25516-239324,US,37.92835,-122.016248,Walnut Creek,GMT-08
4568,24031-232204,US,37.97875,-122.066918,Pleasant Hill,GMT-08
4569,47978-253168,US,37.925932,-122.015338,Walnut Creek,GMT-08
4570,6472-61702,US,37.97385,-122.04149,Concord,GMT-08
4571,8110-95766,US,37.979888,-122.05606,Concord,GMT-08
4572,5263-729,US,37.976515,-122.033764,Concord,GMT-08
4573,74676-73684,US,37.978372,-122.028553,Concord,GMT-08
4574,17005-162864,US,37.994737,-122.105978,Martinez,GMT-08
4575,6971-86217,US,37.993986,-122.0321,Concord,GMT-08
4576,6907-231169,US,37.964567,-121.993137,Concord,GMT-08
4577,5371-727,US,37.993149,-122.119433,Martinez,GMT-08
4578,79589-105474,US,37.966078,-121.991058,Concord,GMT-08
4579,2906-85443,US,37.978071,-121.992905,Concord,GMT-08
4580,74118-22881,US,37.850315,-122.033849,Alamo,GMT-08
4581,5474-1321,US,37.953491,-121.955066,Clayton,GMT-08
4582,74445-73693,US,37.953752,-121.953734,Clayton,GMT-08
4583,6548-65780,US,38.017536,-122.136373,Martinez,GMT-08
4584,8754-94379,US,37.823932,-122.003786,Danville,GMT-08
4585,668-339,US,37.821929,-121.999832,Danville,GMT-08
4586,74990-102914,US,38.016138,-121.943263,Pittsburg,GMT-08
4587,13215-73225,US,38.054181,-122.154186,Benicia,GMT-08
4588,74982-102915,US,38.054593,-122.155572,Benicia,GMT-08
4589,5208-1975,US,34.256616,-118.537063,Northridge,GMT-08
4590,5861-29276,US,34.275106,-118.563478,Northridge,GMT-08
4591,54936-281184,US,34.276114,-118.563416,Northridge,GMT-08
4592,76694-104496,US,38.871076,-121.302749,Lincoln,GMT-08
4593,11096-101023,US,38.872996,-121.303228,Lincoln,GMT-08
4594,5954-38479,US,38.877185,-121.295444,Lincoln,GMT-08
4595,74184-35463,US,38.878253,-121.294324,Lincoln,GMT-08
4596,2841-92480,US,38.810013,-121.28332,Rocklin,GMT-08
4597,6938-75005,US,38.814663,-121.25673,Rocklin,GMT-08
4598,10227-100032,US,38.800405,-121.294173,Rocklin,GMT-08
4599,64907-289498,US,38.794573,-121.325425,Roseville,GMT-08
4600,74441-85280,US,38.794124,-121.330303,Roseville,GMT-08
4601,74226-57279,US,38.79641,-121.265469,Rocklin,GMT-08
4602,13181-154309,US,38.79113,-121.290209,Roseville,GMT-08
4603,5499-178104,US,38.794921,-121.266002,Rocklin,GMT-08
4604,2908-93390,US,38.789372,-121.288023,Roseville,GMT-08
4605,11237-101992,US,38.78415,-121.2714,Roseville,GMT-08
4606,7982-72743,US,38.781314,-121.28655,Roseville,GMT-08
4607,21584-210184,US,38.804078,-121.209086,Rocklin,GMT-08
4608,14059-191004,US,38.772168,-121.310002,Roseville,GMT-08
4609,6617-166224,US,38.774845,-121.268965,Roseville,GMT-08
4610,6429-240505,US,38.788811,-121.224018,Rocklin,GMT-08
4611,7928-95560,US,38.818593,-121.189304,Loomis,GMT-08
4612,20862-179164,US,38.801332,-121.204226,Rocklin,GMT-08
4613,6492-60839,US,38.769151,-121.330543,Roseville,GMT-08
4614,3474-72741,US,38.788387,-121.20648,Rocklin,GMT-08
4615,74297-67060,US,38.755398,-121.288138,Roseville,GMT-08
4616,6559-66900,US,38.761282,-121.249868,Roseville,GMT-08
4617,5270-700,US,38.752346,-121.309858,Roseville,GMT-08
4618,56877-289497,US,38.743473,-121.309698,Roseville,GMT-08
4620,623-372,US,38.74293,-121.251638,Roseville,GMT-08
4621,17861-179165,US,38.744152,-121.223625,Granite Bay,GMT-08
4622,74300-67061,US,38.741973,-121.228587,Roseville,GMT-08
4623,6710-72742,US,38.729952,-121.289361,Roseville,GMT-08
4624,74301-67040,US,38.731098,-121.271264,Roseville,GMT-08
4625,6491-60219,US,38.740829,-121.226512,Roseville,GMT-08
4626,11333-241845,US,38.729783,-121.272393,Roseville,GMT-08
4627,6755-72663,US,38.713891,-121.366443,Antelope,GMT-08
4628,2907-93175,US,38.706269,-121.326291,Sacramento,GMT-08
4629,27036-241738,US,38.938764,-121.09655,Auburn,GMT-08
4630,6478-61339,US,38.940136,-121.095929,Auburn,GMT-08
4631,11866-94012,US,38.693898,-121.291667,Citrus Heights,GMT-08
4632,63111-293729,US,38.695138,-121.271295,Citrus Heights,GMT-08
4633,17889-162245,US,38.942504,-121.093023,Auburn,GMT-08
4634,79629-107175,US,38.943965,-121.092845,Auburn,GMT-08
4635,5249-514,US,38.904149,-121.073914,Auburn,GMT-08
4636,79588-104124,US,38.686452,-121.339759,Sacramento,GMT-08
4637,21775-215005,US,38.685329,-121.339468,Sacramento,GMT-08
