,storeNumber,countryCode,latitude,longitude,city,olsonTimeZoneId
4638,26145-236624,US,38.690813,-121.383695,North Highlands,GMT-08
4639,11334-104241,US,38.680808,-121.333189,Sacramento,GMT-08
4640,9264-96047,US,38.699342,-121.191857,Folsom,GMT-08
4641,17833-179166,US,38.678853,-121.265227,Citrus Heights,GMT-08
4642,76651-97549,US,40.1404,-105.1308,Longmont,GMT-07
4643,6638-64283,US,40.147298,-105.131426,Longmont,GMT-07
4644,73844-102077,US,40.150616,-105.133686,Longmont,GMT-07
4645,74132-17754,US,40.153475,-105.109701,Longmont,GMT-07
4646,5306-250709,US,40.152818,-105.106706,Longmont,GMT-07
4647,74238-17755,US,40.1879,-105.129745,Longmont,GMT-07
4648,9693-97948,US,40.188931,-105.129995,Longmont,GMT-07
4649,10677-99648,US,40.190611,-105.102599,Longmont,GMT-07
4650,16853-176086,US,40.186489,-105.07558,Longmont,GMT-07
4651,8663-94102,US,40.188285,-105.076528,Longmont,GMT-07
4652,19888-102509,US,40.071899,-105.200955,Boulder,GMT-07
4653,8677-94425,US,40.16269,-104.977467,Firestone,GMT-07
4654,14451-119784,US,40.087062,-104.985486,Frederick,GMT-07
4655,74348-82460,US,40.016549,-105.100976,Erie,GMT-07
4656,13426-105051,US,40.015787,-105.102386,Erie,GMT-07
4657,29706-253427,US,40.0042,-105.103485,Lafayette,GMT-07
4658,72892-94389,US,40.001634,-105.101773,Lafayette,GMT-07
4659,74298-75583,US,40.035269,-105.259768,Boulder,GMT-07
4660,74353-83166,US,40.11899,-104.940184,Firestone,GMT-07
4661,72937-94128,US,40.159271,-104.939446,Longmont,GMT-07
4662,16497-170104,US,39.988204,-105.123964,Louisville,GMT-07
4663,76166-88402,US,40.021884,-105.256527,Boulder,GMT-07
4664,5594-928,US,40.021985,-105.258972,Boulder,GMT-07
4665,10228-276892,US,39.987374,-105.096879,Lafayette,GMT-07
4666,246-193,US,40.01494,-105.252665,Boulder,GMT-07
4667,74497-79747,US,40.013312,-105.25955,Boulder,GMT-07
4668,74233-17734,US,39.998437,-105.234242,Boulder,GMT-07
4669,49349-233546,US,40.00197,-105.010114,Broomfield,GMT-07
4670,54602-284267,US,40.000585,-105.00634,Broomfield,GMT-07
4671,29237-244389,US,40.006646,-105.27181,Boulder,GMT-07
4672,21402-212484,US,40.007193,-105.275112,Boulder,GMT-07
4673,10857-103228,US,39.999904,-105.263122,Boulder,GMT-07
4674,5587-137175,US,39.965082,-105.164195,Louisville,GMT-07
4675,9946-98432,US,39.999619,-104.976923,Thornton,GMT-07
4676,47385-251104,US,39.955606,-105.165216,Superior,GMT-07
4677,72611-22321,US,39.956338,-105.173567,Superior,GMT-07
4678,74329-81960,US,39.956801,-105.035466,Broomfield,GMT-07
4679,56863-286359,US,39.940171,-105.127011,Broomfield,GMT-07
4680,76717-103835,US,39.958729,-104.99566,Westminster,GMT-07
4681,6834-82360,US,39.93358,-105.090131,Broomfield,GMT-07
4682,13233-105953,US,39.958803,-104.991375,Westminster,GMT-07
4683,74480-82282,US,39.930143,-105.148681,Superior,GMT-07
4684,10867-99865,US,39.928457,-105.147727,Superior,GMT-07
4685,1542-129324,US,39.944373,-105.014375,Broomfield,GMT-07
4686,56032-289877,US,39.956293,-104.981922,Thornton,GMT-07
4687,51494-266406,US,39.957828,-104.9778,Thornton,GMT-07
4688,47645-256144,US,39.922541,-105.091353,Broomfield,GMT-07
4689,10724-99651,US,39.94466,-104.992471,Westminster,GMT-07
4690,6187-149664,US,39.916853,-105.055524,Broomfield,GMT-07
4691,54769-286456,US,39.910762,-105.095786,Broomfield,GMT-07
4692,5647-2441,US,39.914442,-104.999551,Westminster,GMT-07
4693,11479-100284,US,39.944122,-104.940934,Thornton,GMT-07
4694,9554-97218,US,39.914507,-104.987777,Thornton,GMT-07
4695,72647-48379,US,39.916493,-104.974593,Thornton,GMT-07
4696,18537-92947,US,39.944585,-104.938137,Thornton,GMT-07
4697,50210-271889,US,39.912392,-104.981024,Northglenn,GMT-07
4698,73874-110989,US,39.914759,-104.943729,Thornton,GMT-07
4699,5358-911,US,39.912382,-105.052391,Westminster,GMT-07
4700,51960-277345,US,39.890949,-104.97809,Northglenn,GMT-07
4701,54555-286371,US,39.913578,-104.92218,Thornton,GMT-07
4702,17733-277344,US,39.884774,-104.993717,Northglenn,GMT-07
4703,21637-212584,US,39.883778,-104.975969,Thornton,GMT-07
4704,74109-24367,US,39.883631,-105.022998,Federal Heights,GMT-07
4705,8863-95109,US,39.880785,-104.983974,Denver,GMT-07
4706,19224-192844,US,39.883128,-105.027634,Westminster,GMT-07
4707,73172-21492,US,39.883519,-104.942332,Thornton,GMT-07
4708,74407-85001,US,39.872415,-104.976021,Thornton,GMT-07
4709,54608-285726,US,39.871044,-104.979106,Thornton,GMT-07
4710,9692-98012,US,39.886725,-105.076412,Westminster,GMT-07
4711,76246-94911,US,39.886543,-105.078687,Westminster,GMT-07
4712,29643-254412,US,39.867422,-105.053913,Westminster,GMT-07
4713,9599-97632,US,39.849447,-104.978954,Thornton,GMT-07
4714,11780-106321,US,39.880013,-105.096768,Westminster,GMT-07
4715,25969-242724,US,39.876693,-105.098161,Westminster,GMT-07
4716,79557-106066,US,32.263262,-109.84228,Willcox,GMT-07
4717,3923-145470,US,31.970835,-110.30955,Benson,GMT-07
4718,79759-136613,US,32.83768,-109.73538,Thatcher,GMT-07
4719,76536-99291,US,36.865472,-76.212445,Norfolk,GMT-05
4720,7819-166144,US,36.860899,-76.210749,Norfolk,GMT-05
4721,49981-230604,US,36.882609,-76.199121,Norfolk,GMT-05
4722,10092-93124,US,36.881684,-76.187158,Virginia Beach,GMT-05
4723,75931-105896,US,36.89744,-76.203327,Norfolk,GMT-05
4724,75932-105898,US,36.89818,-76.204179,Norfolk,GMT-05
4725,16360-168845,US,36.89903,-76.201846,Norfolk,GMT-05
4726,24102-227544,US,36.917595,-76.193703,Norfolk,GMT-05
4727,17020-170384,US,36.874699,-76.135131,Virginia Beach,GMT-05
4728,18276-174725,US,36.814193,-76.167449,Virginia Beach,GMT-05
4729,7867-227587,US,36.868339,-76.291739,Norfolk,GMT-05
4730,9731-94786,US,36.842897,-76.137345,Virginia Beach,GMT-05
4731,7478-247296,US,36.847562,-76.292036,Norfolk,GMT-05
4732,18114-165030,US,36.843608,-76.133196,Virginia Beach,GMT-05
4733,20263-189264,US,36.914482,-76.270663,Norfolk,GMT-05
4734,7542-4392,US,36.799507,-76.177877,Virginia Beach,GMT-05
4735,75407-104149,US,36.910245,-76.142011,Virginia Beach,GMT-05
4736,7911-79202,US,36.828675,-76.133862,Virginia Beach,GMT-05
4737,63312-295176,US,36.883668,-76.301509,Norfolk,GMT-05
4738,75164-79087,US,36.887072,-76.306272,Norfolk,GMT-05
4739,73889-105493,US,36.794071,-76.16864,Virginia Beach,GMT-05
4740,14417-120584,US,36.838056,-76.306637,Portsmouth,GMT-05
4741,49087-263924,US,36.915725,-76.307533,Norfolk,GMT-05
4742,55027-280279,US,36.77925,-76.256376,Chesapeake,GMT-05
4743,48943-265085,US,36.778239,-76.253739,Chesapeake,GMT-05
4744,7298-243147,US,36.773035,-76.234018,Chesapeake,GMT-05
4745,76392-90996,US,36.771437,-76.231857,Chesapeake,GMT-05
4746,59260-291217,US,36.955291,-76.252682,Norfolk,GMT-05
4747,22264-213204,US,36.815985,-76.109801,Virginia Beach,GMT-05
4748,19697-188584,US,36.813483,-76.111095,Virginia Beach,GMT-05
4749,7894-80480,US,36.841461,-76.093861,Virginia Beach,GMT-05
4750,58334-291212,US,36.764863,-76.202216,Chesapeake,GMT-05
4751,7766-40481,US,36.793092,-76.119657,Virginia Beach,GMT-05
4752,65179-299486,US,36.930329,-76.317489,Norfolk,GMT-05
4753,22592-221946,US,36.827734,-76.336801,Portsmouth,GMT-05
4754,8774-93123,US,36.763157,-76.250743,Chesapeake,GMT-05
4755,75408-104151,US,36.943658,-76.309637,Norfolk,GMT-05
4756,56269-289038,US,36.788412,-76.108944,Virginia Beach,GMT-05
4757,58454-291214,US,36.904862,-76.069346,Virginia Beach,GMT-05
4758,9678-93127,US,36.824422,-76.067785,Virginia Beach,GMT-05
4759,7720-58679,US,36.815646,-76.071625,Virginia Beach,GMT-05
4760,19499-197024,US,36.842072,-76.048602,Virginia Beach,GMT-05
4761,14418-115024,US,36.775538,-76.087872,Virginia Beach,GMT-05
4762,62898-297460,US,36.772544,-76.08923,Virginia Beach,GMT-05
4763,21598-212664,US,36.87951,-76.04229,Virginia Beach,GMT-05
4764,59537-292975,US,36.860528,-76.395954,Portsmouth,GMT-05
4765,57360-291129,US,36.716475,-76.187734,Chesapeake,GMT-05
4766,57357-291128,US,36.714955,-76.237613,Chesapeake,GMT-05
4767,62827-296625,US,36.848017,-76.022276,Virginia Beach,GMT-05
4768,76823-108029,US,36.846658,-76.021848,Virginia Beach,GMT-05
4769,3503-140887,US,42.745906,-73.809293,Albany,GMT-05
4770,11810-104532,US,42.726624,-73.795394,Albany,GMT-05
4771,23901-233644,US,42.771462,-73.82331,Latham,GMT-05
4772,76286-90379,US,42.756562,-73.770597,Latham,GMT-05
4773,13452-106976,US,42.750984,-73.764417,Latham,GMT-05
4774,21681-172907,US,42.753526,-73.757321,Latham,GMT-05
4775,7390-1054,US,42.728149,-73.76106,Latham,GMT-05
4776,15207-156777,US,42.706944,-73.823283,Albany,GMT-05
4777,22983-224625,US,42.708719,-73.775707,Albany,GMT-05
4778,48825-251936,US,42.685322,-73.824763,Albany,GMT-05
4779,11064-103915,US,42.68946,-73.850472,Albany,GMT-05
4780,56273-289107,US,42.774744,-73.889895,Schenectady,GMT-05
4781,7335-1053,US,42.68333,-73.840214,Albany,GMT-05
4782,11194-103976,US,42.678408,-73.830357,Albany,GMT-05
4783,19998-178064,US,42.698186,-73.891701,Guilderland,GMT-05
4784,75393-105057,US,42.664133,-73.78549,Albany,GMT-05
4785,10397-99993,US,42.783641,-73.913618,Schenectady,GMT-05
4786,7363-206104,US,42.816048,-73.890809,Niskayuna,GMT-05
4787,11275-103630,US,42.652296,-73.776193,Albany,GMT-05
4788,24606-238409,US,42.738931,-73.677363,Troy,GMT-05
4789,79349-94513,US,42.638935,-73.856669,Slingerlands,GMT-05
4790,19911-202866,US,42.856054,-73.770698,Clifton Park,GMT-05
4791,7664-233944,US,42.861188,-73.779332,Clifton Park,GMT-05
4792,24840-229888,US,42.86487,-73.778816,Clifton Park,GMT-05
4793,50425-273684,US,42.869868,-73.817801,Clifton Park,GMT-05
4794,10513-100481,US,42.646333,-73.697346,Rensselaer,GMT-05
4795,24895-234264,US,42.60121,-73.790613,Glenmont,GMT-05
4796,18117-171969,US,42.866585,-73.932728,Schenectady,GMT-05
4797,59050-293245,US,42.86966,-73.931716,Glenville,GMT-05
4798,24891-229886,US,42.872593,-73.930648,Scotia,GMT-05
4799,22262-214484,US,42.598713,-73.710834,East Greenbush,GMT-05
4800,52734-282856,US,42.972225,-73.799152,Malta,GMT-05
4801,21639-208889,US,42.973202,-73.795003,Malta,GMT-05
4802,75713-95585,US,42.896879,-74.097079,Pattersonville,GMT-05
4803,21640-208888,US,43.071446,-73.792467,Saratoga Springs,GMT-05
4804,7351-1334,US,43.080376,-73.78598,Saratoga Springs,GMT-05
4805,70085-136616,US,42.964616,-74.190665,Amsterdam,GMT-05
4806,19914-202828,US,43.101743,-73.745624,Saratoga Springs,GMT-05
4807,24841-229885,US,43.102621,-73.742368,Saratoga Springs,GMT-05
4808,25226-239308,US,42.899794,-73.210401,Bennington,GMT-05
4809,76550-98561,US,42.495277,-73.206379,Lanesborough,GMT-05
4810,3434-93573,US,42.468554,-73.196917,Pittsfield,GMT-05
4811,29501-252014,US,42.466892,-73.195426,Pittsfield,GMT-05
4812,64928-298043,US,43.325334,-73.666877,Queensbury,GMT-05
4813,76357-93244,US,43.326901,-73.676553,Queensbury,GMT-05
4814,9529-96687,US,43.329225,-73.674846,Queensbury,GMT-05
4815,62914-296388,US,43.366429,-73.699043,Lake George,GMT-05
4816,23351-221565,US,43.17432,-73.050298,Manchester,GMT-05
4817,3880-141945,US,39.442719,-77.992198,Martinsburg,GMT-05
4818,55147-288537,US,39.447063,-77.987471,Martinsburg,GMT-05
4819,22014-213825,US,39.450037,-77.982815,Martinsburg,GMT-05
4820,54207-285005,US,39.298166,-77.844293,Charles Town,GMT-05
4821,57278-289312,US,39.29682,-77.831357,Charles Town,GMT-05
4822,25331-237509,US,39.619873,-77.773109,Hagerstown,GMT-05
4823,76917-130764,US,39.221396,-78.137013,Winchester,GMT-05
4824,60459-294440,US,39.219076,-78.135478,Winchester,GMT-05
4825,22913-225806,US,39.6266,-77.76917,Hagerstown,GMT-05
4826,28123-249206,US,39.210998,-78.175656,Winchester,GMT-05
4827,10417-100402,US,39.186122,-78.131388,Winchester,GMT-05
4828,13293-106797,US,39.659203,-77.745326,Hagerstown,GMT-05
4829,54171-285831,US,39.19584,-78.192968,Winchester,GMT-05
4830,25833-242426,US,39.165754,-78.164255,Winchester,GMT-05
4831,20997-208844,US,39.155803,-78.169897,Winchester,GMT-05
4832,28027-249207,US,39.683848,-77.719448,Hagerstown,GMT-05
4833,79709-126864,US,39.438782,-77.525756,Middletown,GMT-05
4834,17324-116691,US,39.13652,-77.694618,Purcellville,GMT-05
4835,20388-205224,US,39.136391,-77.693234,Purcellville,GMT-05
4836,57684-290865,US,39.080043,-78.214576,Stephens City,GMT-05
4837,7618-32060,US,39.416445,-77.442316,Frederick,GMT-05
4838,7834-60479,US,39.426319,-77.416243,Frederick,GMT-05
4839,62764-296049,US,39.749225,-77.568075,Waynesboro,GMT-05
4840,13690-107820,US,39.415569,-77.410649,Frederick,GMT-05
4841,7744-54120,US,39.375918,-77.411571,Frederick,GMT-05
4842,52263-280926,US,39.381914,-77.397111,Frederick,GMT-05
4843,8836-243124,US,39.448784,-77.388153,Frederick,GMT-05
4844,7423-285895,US,39.10916,-77.552118,Leesburg,GMT-05
4845,76204-92541,US,39.116186,-77.535425,Leesburg,GMT-05
4846,7827-77522,US,39.112867,-77.535169,Leesburg,GMT-05
4847,11151-95949,US,38.964665,-78.189333,Front Royal,GMT-05
4848,76803-108019,US,38.963557,-78.192027,Front Royal,GMT-05
4849,20272-203026,US,39.325771,-77.349714,Urbana,GMT-05
4850,73721-107953,US,39.334776,-77.341633,Frederick,GMT-05
4851,11383-280760,US,39.081439,-77.497684,Leesburg,GMT-05
4852,79488-100521,US,39.080925,-77.495755,Leesburg,GMT-05
4853,59686-293664,US,39.910905,-77.649934,Chambersburg,GMT-05
4854,63028-296555,US,38.909542,-78.184505,Front Royal,GMT-05
4855,9376-294453,US,39.061453,-77.471917,Ashburn,GMT-05
4856,7688-36859,US,39.037099,-77.502416,Ashburn,GMT-05
4857,56175-289620,US,39.060511,-77.470896,Ashburn,GMT-05
4858,7915-280761,US,39.025613,-77.509357,Ashburn,GMT-05
4859,10292-250588,US,39.940723,-77.630946,Chambersburg,GMT-05
4860,76739-106436,US,39.942559,-77.631791,Chambersburg,GMT-05
4861,29478-253970,US,39.05208,-77.452556,Ashburn,GMT-05
4862,48894-264966,US,39.008218,-77.503373,Ashburn,GMT-05
4863,18533-187947,US,38.985853,-77.535377,Ashburn,GMT-05
4864,11310-249164,US,39.023024,-77.477443,Ashburn,GMT-05
4865,26094-223265,US,39.22812,-77.285837,Clarksburg,GMT-05
4866,8845-91062,US,39.999009,-78.237459,Breezewood,GMT-05
4867,3867-140227,US,42.4737,-92.4636,Cedar Falls,GMT-06
4868,27318-247145,US,42.511129,-92.436524,Cedar Falls,GMT-06
4869,8951-95343,US,42.512405,-92.435789,Cedar Falls,GMT-06
4870,22521-220886,US,42.45857,-92.327873,Waterloo,GMT-06
4871,11178-103545,US,42.460212,-92.326604,Waterloo,GMT-06
4872,72636-32303,US,42.46479,-92.32528,Waterloo,GMT-06
4873,20156-202945,US,42.039157,-92.910919,Marshalltown,GMT-06
4874,79323-95686,US,42.029713,-91.698657,Cedar Rapids,GMT-06
4875,3861-140189,US,30.481096,-90.461838,Hammond,GMT-06
4876,19445-189267,US,30.501243,-90.48748,Hammond,GMT-06
4877,3046-105150,US,30.514103,-90.467261,Hammond,GMT-06
4878,76144-79897,US,30.443409,-90.142359,Covington,GMT-06
4879,47389-249144,US,30.453666,-90.136479,Covington,GMT-06
4880,10032-95556,US,30.44311,-90.084388,Covington,GMT-06
4881,6318-7408,US,30.393226,-90.08509,Mandeville,GMT-06
4882,10830-102867,US,30.375269,-90.08776,Mandeville,GMT-06
4883,58143-291617,US,30.470276,-90.918183,Denham Springs,GMT-06
4884,13619-107453,US,30.457015,-90.956846,Denham Springs,GMT-06
4885,11514-103952,US,30.527292,-90.956617,Denham Springs,GMT-06
4886,52164-270033,US,30.439474,-91.008076,Baton Rouge,GMT-06
4887,76439-96940,US,30.441261,-91.022169,Baton Rouge,GMT-06
4888,29618-252809,US,30.361426,-91.013013,Baton Rouge,GMT-06
4889,64711-298566,US,30.538659,-91.02799,Baton Rouge,GMT-06
4890,6418-9172,US,30.021159,-90.257931,Kenner,GMT-06
4891,15777-157133,US,30.020123,-90.246796,Kenner,GMT-06
4892,61903-294717,US,30.272295,-90.984654,Prairieville,GMT-06
4893,8987-95555,US,30.211092,-90.949648,Gonzales,GMT-06
4894,11629-105704,US,30.349368,-91.026958,Baton Rouge,GMT-06
4895,8763-94640,US,30.417756,-91.051933,Baton Rouge,GMT-06
4896,13760-107636,US,30.00607,-90.230703,Kenner,GMT-06
4897,56942-289375,US,29.995492,-90.255281,Kenner,GMT-06
4898,56944-289376,US,29.994497,-90.253857,Kenner,GMT-06
4899,72654-48419,US,30.384621,-91.061158,Baton Rouge,GMT-06
4900,58184-291615,US,30.00655,-90.197889,Metairie,GMT-06
4901,47976-142664,US,30.003317,-90.184383,Metairie,GMT-06
4902,11875-105707,US,30.004295,-90.180162,Metairie,GMT-06
4903,55358-288778,US,30.432055,-91.082901,Baton Rouge,GMT-06
4904,55030-285844,US,30.369156,-91.073443,Baton Rouge,GMT-06
4905,28145-250210,US,30.007857,-90.15559,Metairie,GMT-06
4906,17959-186644,US,30.005593,-90.15728,Metairie,GMT-06
4907,8321-9212,US,30.379518,-91.096905,Baton Rouge,GMT-06
4908,6303-193386,US,30.001086,-90.130618,Metairie,GMT-06
4909,10201-235064,US,30.430135,-91.116485,Baton Rouge,GMT-06
4910,11725-105706,US,30.00415,-90.105472,New Orleans,GMT-06
4911,6304-1899,US,29.96409,-90.186843,Harahan,GMT-06
4912,13253-106320,US,29.951517,-90.214019,River Ridge,GMT-06
4913,55357-288777,US,30.355546,-91.111034,Baton Rouge,GMT-06
4914,8986-95553,US,30.308759,-89.826176,Slidell,GMT-06
4915,55356-288776,US,30.445183,-91.140564,Baton Rouge,GMT-06
4916,6331-10498,US,30.42037,-91.140357,Baton Rouge,GMT-06
4917,6285-1709,US,29.941775,-90.129701,New Orleans,GMT-06
4918,22647-212964,US,29.936014,-90.120582,New Orleans,GMT-06
4919,6395-231544,US,30.284457,-89.779629,Slidell,GMT-06
4920,55386-288864,US,29.96785,-90.056357,New Orleans,GMT-06
4921,49513-268144,US,29.935175,-90.110899,New Orleans,GMT-06
4922,55145-286544,US,29.942774,-90.095001,New Orleans,GMT-06
4923,50625-244164,US,30.448986,-91.187995,Baton Rouge,GMT-06
4924,16183-100139,US,29.949717,-90.07721,New Orleans,GMT-06
4925,3865-140229,US,42.989611,-88.259925,Waukesha,GMT-06
4926,29758-251827,US,42.988413,-88.222992,Waukesha,GMT-06
4927,9807-98204,US,43.024593,-88.241893,Waukesha,GMT-06
4928,47306-257628,US,43.04213,-88.256497,Waukesha,GMT-06
4929,57519-291305,US,43.023058,-88.201577,Waukesha,GMT-06
4930,2573-48859,US,43.031038,-88.178855,Brookfield,GMT-06
4931,15512-156754,US,43.034081,-88.177551,Waukesha,GMT-06
4932,2558-288527,US,43.083024,-88.228698,Pewaukee,GMT-06
4933,2245-214405,US,43.037282,-88.136229,Brookfield,GMT-06
4934,2695-214206,US,42.976899,-88.10811,New Berlin,GMT-06
4935,20339-204772,US,42.958051,-88.108807,New Berlin,GMT-06
4936,25049-238984,US,43.017321,-88.105356,Brookfield,GMT-06
4937,54999-282718,US,42.874989,-88.336039,Mukwonago,GMT-06
4938,47309-257626,US,43.090193,-88.148908,Brookfield,GMT-06
4939,19809-202244,US,42.91958,-88.108238,Muskego,GMT-06
4940,29477-251829,US,43.104638,-88.15718,Pewaukee,GMT-06
4941,51920-277605,US,42.853806,-88.325354,Mukwonago,GMT-06
4942,21356-212191,US,43.03563,-88.071394,Brookfield,GMT-06
4943,17381-177069,US,43.036229,-88.070196,Brookfield,GMT-06
4944,10928-103119,US,43.137108,-88.242641,Sussex,GMT-06
4945,54198-282714,US,42.996502,-88.050136,West Allis,GMT-06
4946,9281-95846,US,42.990322,-88.047809,West Allis,GMT-06
4947,76354-96445,US,42.996998,-88.044985,West Allis,GMT-06
4948,2473-17195,US,43.014667,-88.046145,West Allis,GMT-06
4949,2985-93510,US,43.031673,-88.047677,Wauwatosa,GMT-06
4950,2713-84645,US,42.939326,-88.047605,Hales Corners,GMT-06
4951,59445-293329,US,43.086823,-88.070548,Brookfield,GMT-06
4952,2351-257627,US,43.089209,-88.067056,Brookfield,GMT-06
4953,14410-108213,US,43.068353,-88.048158,Wauwatosa,GMT-06
4954,5113-144972,US,43.088086,-88.063658,Wauwatosa,GMT-06
4955,2706-214584,US,43.06405,-88.044612,Milwaukee,GMT-06
4956,76925-127271,US,42.905018,-88.039022,Franklin,GMT-06
4957,55437-286140,US,43.035568,-88.015677,Wauwatosa,GMT-06
4958,2456-17197,US,42.958445,-88.008703,Greenfield,GMT-06
4959,9682-93400,US,42.948442,-88.004671,Greendale,GMT-06
4960,2349-3349,US,43.050674,-88.007852,Milwaukee,GMT-06
4961,54197-282713,US,43.047425,-87.998048,Wauwatosa,GMT-06
4962,50043-272229,US,42.960072,-87.986101,Greenfield,GMT-06
4963,9681-97739,US,43.170538,-88.106453,Menomonee Falls,GMT-06
4964,76244-90367,US,43.015068,-87.970012,West Milwaukee,GMT-06
4965,59372-293578,US,42.959835,-87.968915,Greenfield,GMT-06
4966,76193-94394,US,43.190907,-88.132887,Menomonee Falls,GMT-06
4967,2632-220204,US,43.192591,-88.131865,Germantown,GMT-06
4968,27120-140230,US,42.989453,-87.950942,Milwaukee,GMT-06
4969,17854-178965,US,42.982685,-87.948811,Milwaukee,GMT-06
4970,9969-99198,US,42.925389,-87.950204,Franklin,GMT-06
4971,2363-3351,US,43.038858,-87.933443,Milwaukee,GMT-06
4972,3875-101566,US,33.132837,-117.227901,Vista,GMT-08
4973,25589-241487,US,33.131645,-117.229633,Vista,GMT-08
4974,60661-294490,US,33.131833,-117.211018,San Marcos,GMT-08
4975,14837-116964,US,33.146356,-117.241578,Vista,GMT-08
4976,5641-193444,US,33.131722,-117.206512,San Marcos,GMT-08
4977,10851-102216,US,33.130837,-117.260548,Carlsbad,GMT-08
4978,5948-42939,US,33.14926,-117.198201,San Marcos,GMT-08
4979,11600-105705,US,33.142498,-117.19152,San Marcos,GMT-08
4980,73528-53300,US,33.165924,-117.247734,Vista,GMT-08
4981,76750-107987,US,33.170235,-117.21476,Vista,GMT-08
4982,23262-220424,US,33.170782,-117.216643,Vista,GMT-08
4983,55324-289174,US,33.097973,-117.200574,San Marcos,GMT-08
4984,73691-106753,US,33.096882,-117.199692,San Marcos,GMT-08
4985,5869-31519,US,33.138708,-117.174707,San Marcos,GMT-08
4986,74508-25654,US,33.103397,-117.268567,Carlsbad,GMT-08
4987,52736-282866,US,33.172995,-117.253355,Oceanside,GMT-08
4988,28279-249624,US,33.130681,-117.166832,San Marcos,GMT-08
4989,22595-222546,US,33.08182,-117.233304,Carlsbad,GMT-08
4990,24844-237472,US,33.081116,-117.233902,Carlsbad,GMT-08
4991,5910-38079,US,33.13145,-117.165048,San Marcos,GMT-08
