,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode,d_share,now,log_votes,residuals
45314,2016,MISSISSIPPI,MS,CARROLL,28015.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1680,5528,20250821,TOTAL,0.30390738060781475,1,8.617581365447506,0.03041061785089616
45317,2016,MISSISSIPPI,MS,CHICKASAW,28017.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3649,7890,20250821,TOTAL,0.46248415716096325,1,8.97335141383992,0.17050403566575173
45320,2016,MISSISSIPPI,MS,CHOCTAW,28019.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1218,4065,20250821,TOTAL,0.2996309963099631,1,8.310169021981912,0.042105259361790104
45323,2016,MISSISSIPPI,MS,CLAIBORNE,28021.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3708,4272,20250821,TOTAL,0.8679775280898876,1,8.35983738064003,0.6078713656810315
45326,2016,MISSISSIPPI,MS,CLARKE,28023.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2585,7791,20250821,TOTAL,0.3317930945963291,1,8.960724500330858,0.040468980466549176
45329,2016,MISSISSIPPI,MS,CLAY,28025.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5722,10003,20250821,TOTAL,0.5720283914825552,1,9.21064032698518,0.26772037412848315
45332,2016,MISSISSIPPI,MS,COAHOMA,28027.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6378,8912,20250821,TOTAL,0.7156642728904847,1,9.095153962167066,0.4173561307928033
45335,2016,MISSISSIPPI,MS,COPIAH,28029.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6741,12982,20250821,TOTAL,0.5192574333692805,1,9.471319061593414,0.20140634630211735
45338,2016,MISSISSIPPI,MS,COVINGTON,28031.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3276,8811,20250821,TOTAL,0.3718079673135853,1,9.08375621986673,0.07409197332026413
45341,2016,MISSISSIPPI,MS,DESOTO,28033.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,20591,65695,20250821,TOTAL,0.313433290204734,1,11.092778098075922,-0.08865762870374289
45344,2016,MISSISSIPPI,MS,FORREST,28035.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,11716,28064,20250821,TOTAL,0.41747434435575825,1,10.242242895171909,0.05957137028934306
45347,2016,MISSISSIPPI,MS,FRANKLIN,28037.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1502,4290,20250821,TOTAL,0.35011655011655013,1,8.364042011922063,0.0897919440565233
45350,2016,MISSISSIPPI,MS,GEORGE,28039.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1027,9891,20250821,TOTAL,0.10383176625214842,1,9.199380531739841,-0.19989126977541877
45353,2016,MISSISSIPPI,MS,GREENE,28041.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,974,5369,20250821,TOTAL,0.1814118085304526,1,8.58839695042257,-0.0905687332435289
45356,2016,MISSISSIPPI,MS,GRENADA,28043.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4424,10513,20250821,TOTAL,0.4208123275944069,1,9.26036786557583,0.1139208101983934
45359,2016,MISSISSIPPI,MS,HANCOCK,28045.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3344,17637,20250821,TOTAL,0.18960140613483017,1,9.777754247070364,-0.14416994034933273
45362,2016,MISSISSIPPI,MS,HARRISON,28047.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,21169,63313,20250821,TOTAL,0.3343547138818252,1,11.055845958294505,-0.06581746568466029
45365,2016,MISSISSIPPI,MS,HINDS,28049.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,67594,94681,20250821,TOTAL,0.7139130342941034,1,11.458268625464836,0.2928337475797849
45368,2016,MISSISSIPPI,MS,HOLMES,28051.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6689,8076,20250821,TOTAL,0.8282565626547796,1,8.996651979432729,0.5350659044249468
45371,2016,MISSISSIPPI,MS,HUMPHREYS,28053.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3071,4253,20250821,TOTAL,0.7220785328003763,1,8.355379895253634,0.46220395059856617
45374,2016,MISSISSIPPI,MS,ISSAQUENA,28055.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,395,699,20250821,TOTAL,0.5650929899856938,1,6.54965074223381,0.39903164436822264
45377,2016,MISSISSIPPI,MS,ITAWAMBA,28057.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1117,9737,20250821,TOTAL,0.11471705864229229,1,9.183688340978756,-0.18819071934841244
45380,2016,MISSISSIPPI,MS,JACKSON,28059.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,14657,49567,20250821,TOTAL,0.29570076865656586,1,10.811080568707087,-0.09175508888420425
45383,2016,MISSISSIPPI,MS,JASPER,28061.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4368,8475,20250821,TOTAL,0.5153982300884956,1,9.044875932248651,0.21970218776659872
45386,2016,MISSISSIPPI,MS,JEFFERSON,28063.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3337,3860,20250821,TOTAL,0.8645077720207254,1,8.258422462458876,0.609670429521322
45389,2016,MISSISSIPPI,MS,JEFFERSON DAVIS,28065.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3720,6237,20250821,TOTAL,0.5964405964405964,1,8.738254576526122,0.31667448565804635
45392,2016,MISSISSIPPI,MS,JONES,28067.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7791,28352,20250821,TOTAL,0.2747954288939052,1,10.252452853404808,-0.0836379842063027
45395,2016,MISSISSIPPI,MS,KEMPER,28069.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2827,4639,20250821,TOTAL,0.6093985772795861,1,8.442254104751743,0.34501061013569106
45398,2016,MISSISSIPPI,MS,LAFAYETTE,28071.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7969,19643,20250821,TOTAL,0.4056915949702184,1,9.885476319734277,0.06632375231647503
45401,2016,MISSISSIPPI,MS,LAMAR,28073.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5190,24592,20250821,TOTAL,0.21104424202992844,1,10.110176465778377,-0.13999747094158516
45404,2016,MISSISSIPPI,MS,LAUDERDALE,28075.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,11269,29506,20250821,TOTAL,0.381922320883888,1,10.292348911477513,0.021416183683004297
45407,2016,MISSISSIPPI,MS,LAWRENCE,28077.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2195,6364,20250821,TOTAL,0.3449088623507228,1,8.758412389457677,0.06409549059306568
45410,2016,MISSISSIPPI,MS,LEAKE,28079.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3584,8449,20250821,TOTAL,0.424192212096106,1,9.041803370152845,0.12865579891589518
45413,2016,MISSISSIPPI,MS,LEE,28081.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10029,32913,20250821,TOTAL,0.30471242366238266,1,10.401622995485601,-0.061470841516660824
45416,2016,MISSISSIPPI,MS,LEFLORE,28083.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7787,11140,20250821,TOTAL,0.6990125673249551,1,9.318297513481275,0.38911142483920297
45419,2016,MISSISSIPPI,MS,LINCOLN,28085.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4458,15193,20250821,TOTAL,0.2934246034357928,1,9.628590074443766,-0.032597201101216056
45422,2016,MISSISSIPPI,MS,LOWNDES,28087.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,11819,25575,20250821,TOTAL,0.46213098729227764,1,10.149370590819828,0.10905301782067883
45425,2016,MISSISSIPPI,MS,MADISON,28089.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,20343,49802,20250821,TOTAL,0.4084775711818803,1,10.815810422848898,0.02077598303147077
45428,2016,MISSISSIPPI,MS,MARION,28091.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3677,11693,20250821,TOTAL,0.314461643718464,1,9.366745651140318,0.0020434700419170726
45431,2016,MISSISSIPPI,MS,MARSHALL,28093.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8023,14839,20250821,TOTAL,0.5406698564593302,1,9.605014129006127,0.21587289549498107
45434,2016,MISSISSIPPI,MS,MONROE,28095.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5524,15884,20250821,TOTAL,0.347771342231176,1,9.673067592251142,0.01943879253409181
45437,2016,MISSISSIPPI,MS,MONTGOMERY,28097.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2115,4996,20250821,TOTAL,0.4233386709367494,1,8.516392871245468,0.15509896466048478
45440,2016,MISSISSIPPI,MS,NESHOBA,28099.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2715,10553,20250821,TOTAL,0.2572728134179854,1,9.26416545867109,-0.049816000731475796
45443,2016,MISSISSIPPI,MS,NEWTON,28101.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2756,9438,20250821,TOTAL,0.29201101928374656,1,9.152499372286332,-0.009276394936527432
45446,2016,MISSISSIPPI,MS,NOXUBEE,28103.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4347,5574,20250821,TOTAL,0.7798708288482239,1,8.625868208041894,0.5059435388865225
45449,2016,MISSISSIPPI,MS,OKTIBBEHA,28105.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8859,18124,20250821,TOTAL,0.4887993820348709,1,9.804992305787028,0.1536129338217409
45452,2016,MISSISSIPPI,MS,PANOLA,28107.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7431,15064,20250821,TOTAL,0.49329527349973445,1,9.620063070336988,0.16771647330381795
45455,2016,MISSISSIPPI,MS,PEARL RIVER,28109.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3604,21883,20250821,TOTAL,0.164694054745693,1,9.99346535865436,-0.18028415380361276
45458,2016,MISSISSIPPI,MS,PERRY,28111.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1220,5432,20250821,TOTAL,0.22459499263622976,1,8.600062669238532,-0.047991619454209794
45461,2016,MISSISSIPPI,MS,PIKE,28113.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8043,16310,20250821,TOTAL,0.49313304721030043,1,9.69953369561506,0.16342550126187227
45464,2016,MISSISSIPPI,MS,PONTOTOC,28115.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2386,12984,20250821,TOTAL,0.18376463339494764,1,9.471473109194427,-0.1340944569234312
45467,2016,MISSISSIPPI,MS,PRENTISS,28117.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2067,9872,20250821,TOTAL,0.20938006482982172,1,9.197457746145169,-0.09424307651553784
45470,2016,MISSISSIPPI,MS,QUITMAN,28119.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2312,3365,20250821,TOTAL,0.687072808320951,1,8.121183242078828,0.4393654694705624
45473,2016,MISSISSIPPI,MS,RANKIN,28121.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,14110,62768,20250821,TOTAL,0.224796074432832,1,11.047200668449333,-0.17492695548115494
45476,2016,MISSISSIPPI,MS,SCOTT,28123.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4268,10522,20250821,TOTAL,0.40562630678578215,1,9.261223582290752,0.09869033224928786
45479,2016,MISSISSIPPI,MS,SHARKEY,28125.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1479,2190,20250821,TOTAL,0.6753424657534246,1,7.691656822810547,0.44995035813394973
45482,2016,MISSISSIPPI,MS,SIMPSON,28127.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3874,11419,20250821,TOTAL,0.3392591295209738,1,9.343033913701648,0.028072854233196554
45485,2016,MISSISSIPPI,MS,SMITH,28129.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1617,7627,20250821,TOTAL,0.21200996459944932,1,8.939449862164238,-0.07820886601633653
45488,2016,MISSISSIPPI,MS,STONE,28131.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1573,7045,20250821,TOTAL,0.22327892122072393,1,8.86007342433278,-0.06281605697286927
45491,2016,MISSISSIPPI,MS,SUNFLOWER,28133.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6725,9598,20250821,TOTAL,0.7006668055844968,1,9.169310022418191,0.39850602589004896
45494,2016,MISSISSIPPI,MS,TALLAHATCHIE,28135.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3337,5870,20250821,TOTAL,0.5684838160136286,1,8.677609912822142,0.29186838382212016
45497,2016,MISSISSIPPI,MS,TATE,28137.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3926,11627,20250821,TOTAL,0.33766233766233766,1,9.361085258668608,0.025538238951142378
45500,2016,MISSISSIPPI,MS,TIPPAH,28139.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1842,9235,20250821,TOTAL,0.19945858148348675,1,9.13075589263334,-0.10069919145174647
45503,2016,MISSISSIPPI,MS,TISHOMINGO,28141.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,999,8371,20250821,TOTAL,0.1193405805757974,1,9.032528630660057,-0.17571398108817693
45506,2016,MISSISSIPPI,MS,TUNICA,28143.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2667,3567,20250821,TOTAL,0.7476871320437343,1,8.17948018535889,0.49695108596838333
45509,2016,MISSISSIPPI,MS,UNION,28145.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2012,11496,20250821,TOTAL,0.17501739735560196,1,9.34975442775886,-0.136518029505745
45512,2016,MISSISSIPPI,MS,WALTHALL,28147.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2790,6919,20250821,TOTAL,0.4032374620609915,1,8.842026529498812,0.11808007609258914
45515,2016,MISSISSIPPI,MS,WARREN,28149.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9284,19416,20250821,TOTAL,0.4781623403378657,1,9.873852747406437,0.13939837835965074
45518,2016,MISSISSIPPI,MS,WASHINGTON,28151.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,11380,16825,20250821,TOTAL,0.6763744427934621,1,9.730621154512928,0.34505180682363495
45521,2016,MISSISSIPPI,MS,WAYNE,28153.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3524,9599,20250821,TOTAL,0.3671215751640796,1,9.169414205363537,0.064955382842116
45524,2016,MISSISSIPPI,MS,WEBSTER,28155.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1019,5069,20250821,TOTAL,0.20102584336160978,1,8.53089883847235,-0.06796749295549687
45527,2016,MISSISSIPPI,MS,WILKINSON,28157.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2857,4218,20250821,TOTAL,0.677335229966809,1,8.34711636103872,0.4178899640270917
45530,2016,MISSISSIPPI,MS,WINSTON,28159.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3850,8881,20250821,TOTAL,0.4335097398941561,1,9.091669442258505,0.13538262942572982
45533,2016,MISSISSIPPI,MS,YALOBUSHA,28161.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2582,6077,20250821,TOTAL,0.42488069771268716,1,8.712266432135355,0.14646475172868495
45536,2016,MISSISSIPPI,MS,YAZOO,28163.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5369,10070,20250821,TOTAL,0.533167825223436,1,9.217315985712608,0.22851298666945957
45539,2016,MISSOURI,MO,ADAIR,29001.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3500,10226,20250821,TOTAL,0.3422648151769998,1,9.232688775639945,0.036811312451266065
45542,2016,MISSOURI,MO,ANDREW,29003.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2045,9140,20250821,TOTAL,0.2237417943107221,1,9.120415664448196,-0.07587877166218965
45545,2016,MISSOURI,MO,ATCHISON,29005.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,541,2724,20250821,TOTAL,0.19860499265785608,1,7.909856667269403,-0.03812327442753399
45548,2016,MISSOURI,MO,AUDRAIN,29007.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2570,10061,20250821,TOTAL,0.25544180498956365,1,9.21642184229205,-0.04916658003725294
45551,2016,MISSOURI,MO,BARRY,29009.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2710,14605,20250821,TOTAL,0.18555289284491613,1,9.58911921482184,-0.1384182779712457
45554,2016,MISSOURI,MO,BARTON,29011.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,795,5939,20250821,TOTAL,0.13386091934669136,1,8.68929604801586,-0.14336164385549588
45557,2016,MISSOURI,MO,BATES,29013.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1618,8023,20250821,TOTAL,0.20167019818023182,1,8.990067695753655,-0.09117838606719322
45560,2016,MISSOURI,MO,BENTON,29015.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2025,9312,20250821,TOTAL,0.21746134020618557,1,9.139059169971219,-0.08312781376978734
45563,2016,MISSOURI,MO,BOLLINGER,29017.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,705,5676,20250821,TOTAL,0.12420718816067654,1,8.644002038279933,-0.1506622105904058
45566,2016,MISSOURI,MO,BOONE,29019.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,41125,83868,20250821,TOTAL,0.4903538894453188,1,11.33699941326513,0.07557491486555379
45569,2016,MISSOURI,MO,BUCHANAN,29021.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,12013,35659,20250821,TOTAL,0.3368854987520682,1,10.48175684839914,-0.03346096891458
45572,2016,MISSOURI,MO,BUTLER,29023.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3036,17259,20250821,TOTAL,0.17590822179732313,1,9.756089025531404,-0.15673754915382726
45575,2016,MISSOURI,MO,CALDWELL,29025.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,838,4312,20250821,TOTAL,0.19434137291280149,1,8.369157112588834,-0.06624897851009001
45578,2016,MISSOURI,MO,CALLAWAY,29027.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4989,19193,20250821,TOTAL,0.25993851925181055,1,9.862300908205878,-0.0782252888095814
45581,2016,MISSOURI,MO,CAMDEN,29029.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4768,22514,20250821,TOTAL,0.2117793373012348,1,10.02189261691475,-0.1346757555859939
45584,2016,MISSOURI,MO,CAPE GIRARDEAU,29031.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8492,37038,20250821,TOTAL,0.22927803877099195,1,10.51969969162195,-0.14303967741982787
45587,2016,MISSOURI,MO,CARROLL,29033.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,745,4361,20250821,TOTAL,0.1708323778949782,1,8.380456667842767,-0.09034502051032597
45590,2016,MISSOURI,MO,CARTER,29035.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,436,2844,20250821,TOTAL,0.15330520393811534,1,7.952966790923131,-0.08566276793508512
45593,2016,MISSOURI,MO,CASS,29037.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,14846,50990,20250821,TOTAL,0.2911551284565601,1,10.839384814049202,-0.0977712225190534
45596,2016,MISSOURI,MO,CEDAR,29039.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1011,6288,20250821,TOTAL,0.16078244274809161,1,8.746398334109042,-0.11940676152859314
45599,2016,MISSOURI,MO,CHARITON,29041.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,888,3969,20250821,TOTAL,0.2237339380196523,1,8.286269452783065,-0.03255014209656143
45602,2016,MISSOURI,MO,CHRISTIAN,29043.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8508,41531,20250821,TOTAL,0.20485902097228575,1,10.634195415313956,-0.17340710359232037
45605,2016,MISSOURI,MO,CLARK,29045.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,724,3215,20250821,TOTAL,0.22519440124416795,1,8.07558263667172,-0.020143844557968138
45608,2016,MISSOURI,MO,CLAY,29047.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,45304,110176,20250821,TOTAL,0.41119663084519315,1,11.60983436613825,-0.017756966733573853
45611,2016,MISSOURI,MO,CLINTON,29049.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2572,10208,20250821,TOTAL,0.2519592476489028,1,9.23092700558457,-0.05340272565186943
45614,2016,MISSOURI,MO,COLE,29051.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10913,37374,20250821,TOTAL,0.29199443463370256,1,10.5287305544822,-0.08079246292501657
45617,2016,MISSOURI,MO,COOPER,29053.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1932,7986,20250821,TOTAL,0.24192336589030805,1,8.985445287623167,-0.05068506990140326
45620,2016,MISSOURI,MO,CRAWFORD,29055.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1824,9696,20250821,TOTAL,0.18811881188118812,1,9.179468708309095,-0.11456974308967671
45623,2016,MISSOURI,MO,DADE,29057.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,637,3951,20250821,TOTAL,0.16122500632751202,1,8.281723990411392,-0.09482292290408761
45626,2016,MISSOURI,MO,DALLAS,29059.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1272,7453,20250821,TOTAL,0.17066952904870522,1,8.916371914881694,-0.1183503305449439
45629,2016,MISSOURI,MO,DAVIESS,29061.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,730,3593,20250821,TOTAL,0.20317283607013636,1,8.186742787113518,-0.04794052471793614
45632,2016,MISSOURI,MO,DEKALB,29063.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,824,4594,20250821,TOTAL,0.17936438833260776,1,8.432506383249043,-0.0845171544109492
45635,2016,MISSOURI,MO,DENT,29065.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,978,6791,20250821,TOTAL,0.14401413635694302,1,8.823353485113792,-0.14017312697279447
45638,2016,MISSOURI,MO,DOUGLAS,29067.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,984,6666,20250821,TOTAL,0.1476147614761476,1,8.804775258867686,-0.13560730531166737
45641,2016,MISSOURI,MO,DUNKLIN,29069.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2360,10578,20250821,TOTAL,0.22310455662696163,1,9.266531651625925,-0.08410718859392022
45644,2016,MISSOURI,MO,FRANKLIN,29071.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,12341,50113,20250821,TOTAL,0.24626344461516972,1,10.822035734451498,-0.14176156780360763
45647,2016,MISSOURI,MO,GASCONADE,29073.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1520,7445,20250821,TOTAL,0.20416386836803224,1,8.915297945118109,-0.08480019516154652
45650,2016,MISSOURI,MO,GENTRY,29075.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,605,3043,20250821,TOTAL,0.1988169569503779,1,8.02059914989697,-0.04366472598107227
45653,2016,MISSOURI,MO,GREENE,29077.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,42728,129231,20250821,TOTAL,0.330632742917721,1,11.769356779630597,-0.1066085393852112
45656,2016,MISSOURI,MO,GRUNDY,29079.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,780,4310,20250821,TOTAL,0.18097447795823665,1,8.368693183097793,-0.0795917708870181
45659,2016,MISSOURI,MO,HARRISON,29081.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,574,3689,20250821,TOTAL,0.1555977229601518,1,8.213110697596676,-0.09688553265420422
45662,2016,MISSOURI,MO,HENRY,29083.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2357,9866,20250821,TOTAL,0.23890127711331846,1,9.196849781793684,-0.06469027859615253
45665,2016,MISSOURI,MO,HICKORY,29085.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1016,4724,20250821,TOTAL,0.21507197290431837,1,8.460411177317253,-0.050259310540040986
45668,2016,MISSOURI,MO,HOLT,29087.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,347,2355,20250821,TOTAL,0.1473460721868365,1,7.764296006450518,-0.08181986657930487
45671,2016,MISSOURI,MO,HOWARD,29089.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1283,4868,20250821,TOTAL,0.2635579293344289,1,8.490438454107418,-0.003333364378795056
45674,2016,MISSOURI,MO,HOWELL,29091.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2881,17455,20250821,TOTAL,0.1650529934116299,1,9.767381419539136,-0.16817945247295626
45677,2016,MISSOURI,MO,IRON,29093.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,933,4269,20250821,TOTAL,0.21855235418130708,1,8.359134886757962,-0.04151731148901683
45680,2016,MISSOURI,MO,JACKSON,29095.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,71237,173275,20250821,TOTAL,0.41112105035348434,1,12.062635206786185,-0.04135695691776203
45683,2016,MISSOURI,MO,JASPER,29097.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10572,48326,20250821,TOTAL,0.2187642262964036,1,10.7857249970854,-0.16737433056541443
45686,2016,MISSOURI,MO,JEFFERSON,29099.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,31568,106238,20250821,TOTAL,0.29714414804495565,1,11.573437139231858,-0.12991850057666965
45689,2016,MISSOURI,MO,JOHNSON,29101.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5930,21132,20250821,TOTAL,0.28061707363240584,1,9.958543758284206,-0.06254684934037796
45692,2016,MISSOURI,MO,KANSAS CITY,2938000.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,97735,128601,20250821,TOTAL,0.7599863142588316,1,11.76446986680519,0.3229989222518445
45695,2016,MISSOURI,MO,KNOX,29103.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,379,1870,20250821,TOTAL,0.20267379679144384,1,7.533693709848633,-0.014511636608305484
45698,2016,MISSOURI,MO,LACLEDE,29105.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2553,16051,20250821,TOTAL,0.1590555105600897,1,9.683526431913219,-0.16982040833385054
45701,2016,MISSOURI,MO,LAFAYETTE,29107.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4053,15876,20250821,TOTAL,0.2552910052910053,1,9.672563813902956,-0.07301537155657634
45704,2016,MISSOURI,MO,LAWRENCE,29109.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2901,16715,20250821,TOTAL,0.173556685611726,1,9.7240617988542,-0.15742517146375595
45707,2016,MISSOURI,MO,LEWIS,29111.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,934,4456,20250821,TOTAL,0.20960502692998204,1,8.40200678160712,-0.052691966802015405
45710,2016,MISSOURI,MO,LINCOLN,29113.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5575,24962,20250821,TOTAL,0.22333947600352536,1,10.1251099474784,-0.12847807771321265
45713,2016,MISSOURI,MO,LINN,29115.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1240,5587,20250821,TOTAL,0.2219437981027385,1,8.628197749459149,-0.052104518769197194
45716,2016,MISSOURI,MO,LIVINGSTON,29117.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1265,6421,20250821,TOTAL,0.19700981155583241,1,8.76732914779405,-0.08426681348539528
