,PARID,PROPERTYZIP,SALEDATE,SALEPRICE,STORIES,YEARBLT,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,FINISHEDLIVINGAREA,LOGPRICE
86940,0023K00114000100,15212,4/24/17,118000.0,2.0,1890.0,5.0,2.0,1.0,0.0,952.0,5.071882007306125
320090,0830E00359000000,15101,8/1/91,80000.0,2.0,1970.0,10.0,4.0,2.0,1.0,2156.0,4.903089986991944
156186,0297D00067000000,15235,11/15/88,80000.0,1.5,1948.0,6.0,2.0,1.0,0.0,1695.0,4.903089986991944
164577,0242P00120000000,15034,4/11/18,91000.0,1.0,1946.0,7.0,3.0,1.0,0.0,1285.0,4.959041392321094
205411,0168M00191000000,15215,6/15/93,12000.0,2.0,1900.0,7.0,3.0,2.0,0.0,1659.0,4.079181246047625
324034,1356J00335000000,15044,7/20/18,130000.0,2.0,1977.0,5.0,2.0,1.0,1.0,1140.0,5.113943352306837
99534,0075B00137000000,15212,9/9/87,30000.0,2.0,1950.0,7.0,3.0,1.0,1.0,1680.0,4.477121254719663
120840,0879M00043000000,15025,6/13/16,31000.0,1.0,1955.0,5.0,3.0,1.0,1.0,813.0,4.491361693834273
219259,0280A00235000000,15229,3/6/15,62900.0,1.5,1900.0,6.0,3.0,1.0,0.0,1263.0,4.798650645445269
401773,0634G00158000000,15235,7/31/14,94000.0,2.0,1975.0,7.0,4.0,2.0,1.0,1664.0,4.973127853599698
41109,0085M00326000000,15208,10/6/00,172000.0,2.5,1900.0,6.0,3.0,1.0,1.0,2632.0,5.235528446907549
393836,0446C00287000000,15147,12/2/13,122000.0,1.0,1975.0,7.0,3.0,2.0,0.0,1473.0,5.086359830674748
380146,0169D00115000000,15215,4/22/15,173360.0,1.0,1966.0,8.0,3.0,1.0,2.0,1290.0,5.238948898311762
54309,0087N00214000000,15217,6/27/12,140625.0,2.0,1905.0,11.0,4.0,2.0,0.0,2458.0,5.148062535455438
352011,0140F00004000000,15228,10/29/15,264900.0,1.0,1954.0,7.0,3.0,2.0,1.0,1683.0,5.423081958297231
401229,0633M00082000000,15235,6/6/18,113500.0,1.0,1971.0,7.0,3.0,1.0,1.0,1311.0,5.054995861529141
205233,0168K00079000000,15215,4/4/18,118900.0,2.0,1880.0,7.0,3.0,1.0,1.0,1632.0,5.075181854618692
19790,0049L00184000000,15201,8/15/02,40000.0,2.0,1915.0,6.0,3.0,2.0,0.0,1440.0,4.6020599913279625
127991,0381G00084000000,15132,9/1/04,21000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1276.0,4.3222192947339195
75041,0062M00284000000,15226,11/18/09,83000.0,1.0,1950.0,6.0,3.0,1.0,0.0,875.0,4.919078092376074
276174,0743L00071000000,15146,10/23/95,35000.0,1.0,1940.0,3.0,1.0,1.0,0.0,484.0,4.544068044350276
245885,0315G00136000000,15236,7/20/83,90000.0,1.0,1960.0,8.0,4.0,2.0,1.0,3118.0,4.954242509439325
206828,0733A00312000000,15144,1/5/10,80000.0,1.5,1950.0,7.0,3.0,2.0,0.0,1289.0,4.903089986991944
248149,0462M00152000000,15131,11/18/94,61000.0,1.0,1955.0,6.0,2.0,1.0,1.0,1218.0,4.785329835010767
340239,2181R00050014000,15086,5/20/16,218965.0,2.0,2016.0,7.0,3.0,2.0,1.0,1576.0,5.340374701499331
258582,0772A00183000000,15102,7/3/06,159900.0,1.0,1957.0,8.0,3.0,1.0,1.0,1814.0,5.203848463746235
396288,0450B00268000000,15235,5/18/18,80000.0,1.5,1941.0,6.0,3.0,2.0,1.0,1795.0,4.903089986991944
273184,0545D00156000000,15146,12/4/80,27000.0,1.0,1919.0,5.0,2.0,1.0,0.0,500.0,4.431363764158987
188668,0179J00080000000,15120,6/5/95,25500.0,2.0,1900.0,5.0,2.0,1.0,0.0,1096.0,4.4065401804339555
358034,0251D00166000000,15234,6/21/18,559000.0,2.0,2011.0,8.0,4.0,3.0,1.0,2919.0,5.747411807886423
265292,0314G00126000000,15236,5/31/16,121500.0,1.0,1956.0,5.0,2.0,1.0,0.0,984.0,5.084576277934331
25534,0120S00041000000,15201,3/25/86,50000.0,2.0,1939.0,7.0,3.0,1.0,1.0,1296.0,4.698970004336019
255384,0566E00041000000,15102,4/26/05,111000.0,1.0,1949.0,7.0,3.0,2.0,1.0,1362.0,5.045322978786658
225109,0233G00297000000,15221,1/6/04,54000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1344.0,4.732393759822968
259320,0773L00214000000,15102,7/20/93,154000.0,2.0,1991.0,9.0,4.0,2.0,2.0,2480.0,5.187520720836463
358079,0251F00048000000,15228,5/10/16,627500.0,2.5,1930.0,10.0,4.0,3.0,2.0,3507.0,5.797613730153076
241744,0562A00250000000,15236,3/5/01,127000.0,2.0,1950.0,7.0,4.0,2.0,1.0,2024.0,5.103803720955957
111376,0014N00194000000,15210,8/3/88,17000.0,2.0,1915.0,6.0,3.0,1.0,0.0,1524.0,4.230448921378274
261806,0092P00138000000,15236,3/20/96,70000.0,1.0,1947.0,7.0,3.0,1.0,0.0,1128.0,4.845098040014257
339022,1821G00001000000,15005,12/30/86,56500.0,2.0,1988.0,9.0,4.0,4.0,1.0,3265.0,4.752048447819439
205337,0168K00040000000,15215,2/14/13,57000.0,1.0,1952.0,6.0,3.0,1.0,1.0,1122.0,4.7558748556724915
159887,0039A00045000000,15205,1/12/05,175000.0,2.0,1935.0,12.0,6.0,2.0,0.0,2936.0,5.243038048686294
207976,0178D00075000000,15218,9/20/96,7500.0,2.0,1920.0,13.0,5.0,3.0,0.0,2863.0,3.8750612633917
183198,0556H00148000000,15133,12/29/86,35000.0,1.0,1956.0,5.0,2.0,1.0,1.0,1125.0,4.544068044350276
35995,0174K00328000000,15208,2/20/15,5000.0,2.0,1930.0,6.0,3.0,1.0,1.0,1780.0,3.6989700043360187
270165,0880H00188000000,15025,1/21/09,235000.0,1.0,2006.0,6.0,2.0,1.0,1.0,1578.0,5.371067862271736
261483,0092R00017000000,15236,3/19/01,21900.0,2.0,2002.0,8.0,4.0,2.0,1.0,2160.0,4.3404441148401185
345742,0598B00315000000,15108,6/21/74,42000.0,1.0,1965.0,8.0,4.0,1.0,2.0,2240.0,4.623249290397901
221425,0175K00257000000,15221,8/27/98,20550.0,2.0,1920.0,6.0,3.0,1.0,0.0,1308.0,4.312811826212088
388321,0295E00132000000,15147,5/25/18,75000.0,2.0,1948.0,4.0,2.0,1.0,0.0,1100.0,4.8750612633917
24079,0081G00143000000,15201,12/5/17,51000.0,1.0,1960.0,8.0,4.0,2.0,1.0,1760.0,4.707570176097937
128918,0382L00091000000,15132,7/23/85,20600.0,2.0,1890.0,6.0,3.0,1.0,0.0,1360.0,4.313867220369153
212081,0374M00279000000,15145,11/27/91,32320.0,2.0,1910.0,4.0,2.0,1.0,0.0,1306.0,4.5094713521025485
303710,0702G00188000000,15046,4/6/89,22000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1148.0,4.342422680822207
152776,0190P00074000000,15234,10/7/11,87325.0,1.0,1957.0,6.0,3.0,1.0,0.0,1177.0,4.941138594309685
368757,1348R00801000000,15090,12/10/02,131000.0,2.0,1987.0,6.0,3.0,1.0,1.0,1456.0,5.117271295655764
211143,1223H00285000000,15084,7/20/10,49500.0,2.0,1920.0,9.0,4.0,2.0,0.0,2256.0,4.694605198933568
348349,0810G00026000000,15108,10/17/01,70500.0,1.0,1925.0,6.0,3.0,2.0,0.0,1006.0,4.848189116991398
169399,1272D00388000000,15037,7/8/80,44900.0,2.0,1900.0,6.0,3.0,1.0,0.0,1564.0,4.652246341003323
248847,0551P00203000000,15131,6/3/91,46000.0,1.0,1956.0,5.0,3.0,1.0,1.0,1200.0,4.662757831681574
376147,0457B00191000000,15137,7/7/09,5000.0,2.0,1900.0,6.0,2.0,1.0,0.0,1056.0,3.6989700043360187
176501,0037A00316000000,15220,7/29/15,204000.0,2.0,1962.0,7.0,4.0,2.0,1.0,1836.0,5.309630167425898
276137,0743S00166000000,15146,2/21/13,104000.0,1.0,1955.0,6.0,2.0,1.0,1.0,999.0,5.017033339298781
323292,1354N00216000000,15044,3/28/84,34000.0,1.5,1958.0,7.0,3.0,3.0,0.0,2195.0,4.531478917042255
350242,0097P00060000000,15226,12/30/14,175000.0,1.5,1946.0,5.0,2.0,1.0,0.0,1292.0,5.243038048686294
184389,0118P00066000000,15209,5/21/03,20000.0,2.0,1877.0,7.0,3.0,1.0,0.0,1550.0,4.301029995663981
356511,0193G00008000000,15228,4/29/02,340000.0,2.0,1958.0,8.0,4.0,2.0,0.0,2731.0,5.531478917042255
48945,0178A00070000000,15218,11/24/89,35500.0,2.0,1912.0,6.0,2.0,2.0,0.0,1460.0,4.550228353055094
360942,0614A00072000000,15101,3/16/11,246600.0,2.0,1965.0,9.0,4.0,2.0,1.0,2060.0,5.391993072259713
224848,0233H00053000000,15221,10/29/15,16000.0,2.0,1928.0,7.0,3.0,1.0,0.0,1690.0,4.204119982655925
85693,0022L00262000000,15233,4/3/87,4375.0,2.0,1900.0,7.0,3.0,1.0,0.0,1408.0,3.640978057358332
308919,1132K00227000000,15037,7/30/04,74900.0,1.5,1949.0,6.0,3.0,1.0,0.0,1428.0,4.874481817699467
106688,0071F00097000000,15204,10/29/97,53000.0,1.5,1949.0,6.0,4.0,1.0,1.0,1402.0,4.724275869600789
389545,0365D00301000000,15147,10/12/99,58900.0,1.0,1950.0,5.0,3.0,1.0,0.0,1008.0,4.770115294787102
231898,0237J00086000000,15122,2/12/16,18000.0,1.0,1950.0,6.0,3.0,1.0,1.0,1278.0,4.2552725051033065
112084,0033F00072000000,15210,6/28/12,15000.0,2.5,1902.0,6.0,3.0,1.0,0.0,2197.0,4.176091259055681
122104,1002D00101000000,15025,11/23/99,5000.0,2.0,1925.0,4.0,2.0,1.0,0.0,810.0,3.6989700043360187
312907,0801A00029000000,15126,9/30/14,274000.0,2.0,1990.0,8.0,4.0,2.0,1.0,2212.0,5.437750562820388
170432,0167J00252000000,15223,5/4/77,33000.0,1.5,1947.0,5.0,3.0,1.0,0.0,1275.0,4.518513939877887
213719,0544A00026000000,15145,9/9/16,58000.0,1.0,1948.0,5.0,2.0,1.0,0.0,1208.0,4.763427993562937
207624,0177R00098000000,15218,10/9/15,125000.0,2.0,1910.0,10.0,4.0,2.0,0.0,2376.0,5.096910013008056
14428,0084K00294020500,15206,8/5/15,172500.0,1.0,1900.0,4.0,2.0,1.0,0.0,800.0,5.236789099409293
58288,0032A00208000000,15210,12/2/11,25000.0,2.5,1900.0,8.0,3.0,3.0,0.0,2112.0,4.3979400086720375
367270,1205A00069000000,15090,3/25/11,236000.0,1.0,1934.0,8.0,3.0,3.0,0.0,2011.0,5.372912002970106
152114,0139K00186000000,15234,9/8/17,60000.0,1.0,1955.0,6.0,3.0,2.0,0.0,1364.0,4.778151250383644
102681,0114P00300000000,15212,2/19/16,62900.0,2.0,1920.0,6.0,3.0,1.0,0.0,1748.0,4.798650645445269
104379,0040D00278000000,15220,10/1/90,74000.0,1.0,1977.0,7.0,3.0,2.0,1.0,1386.0,4.869231719730976
186818,0131M00004000000,15120,1/27/93,32000.0,2.0,1959.0,5.0,2.0,2.0,0.0,1824.0,4.505149978319906
17544,0051E00208000B00,15224,5/7/90,13950.0,2.0,1900.0,4.0,2.0,1.0,0.0,943.0,4.144574207609616
240050,0388N00162000000,15236,7/16/13,120000.0,1.5,1938.0,6.0,3.0,1.0,1.0,1896.0,5.079181246047625
19500,0049F00314000000,15201,4/20/18,330000.0,2.0,1900.0,6.0,2.0,1.0,0.0,1823.0,5.518513939877887
346398,0599P00096000000,15108,5/9/16,212000.0,1.0,1966.0,7.0,4.0,2.0,1.0,2170.0,5.326335860928752
183743,0079C00239000000,15209,10/24/11,52000.0,2.0,1900.0,8.0,3.0,2.0,0.0,1775.0,4.7160033436347994
361211,0713K00152000000,15237,6/3/05,50000.0,2.0,2006.0,8.0,4.0,2.0,1.0,3168.0,4.698970004336019
243539,0246B00362000000,15227,11/19/09,82000.0,2.0,1978.0,6.0,3.0,1.0,1.0,1197.0,4.913813852383717
349706,0064L00012000000,15216,2/22/74,57000.0,2.0,1969.0,8.0,4.0,2.0,1.0,2242.0,4.7558748556724915
257765,0666F00181000000,15102,6/21/91,25000.0,1.0,1958.0,7.0,3.0,1.0,0.0,1000.0,4.3979400086720375
199184,0746B00152000000,15140,9/12/96,12000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1440.0,4.079181246047625
39984,0052R00146000000,15213,9/10/16,836000.0,1.0,1950.0,7.0,4.0,3.0,1.0,2463.0,5.922206277439017
141471,1367L00114000000,15014,5/22/00,57000.0,1.0,1946.0,5.0,2.0,2.0,0.0,1320.0,4.7558748556724915
271432,1006C00050051201,15025,10/18/89,26000.0,1.0,1985.0,3.0,1.0,1.0,0.0,716.0,4.414973347970818
288758,1103H00168000000,15239,11/26/75,27900.0,1.0,1969.0,7.0,3.0,2.0,0.0,962.0,4.445604203273597
384022,0426C00001000000,15237,6/7/17,276500.0,2.0,2012.0,6.0,3.0,2.0,2.0,2450.0,5.4416951356407175
269603,0768J00170000000,15025,8/28/14,167400.0,1.0,1978.0,5.0,3.0,1.0,1.0,1368.0,5.223755453657241
193152,0074S00059000000,15136,5/22/97,25000.0,1.0,1910.0,4.0,2.0,1.0,0.0,864.0,4.3979400086720375
44104,0087P00218000000,15217,5/24/89,84000.0,2.0,1930.0,7.0,3.0,1.0,0.0,1924.0,4.924279286061882
194407,0301P00235000000,15104,7/31/06,100000.0,2.0,2005.0,6.0,4.0,2.0,0.0,1524.0,5.0
37737,0175C00374000000,15208,1/13/04,45000.0,2.0,1910.0,15.0,6.0,3.0,0.0,3846.0,4.653212513775344
76526,0097C00070000000,15226,1/12/18,40000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1344.0,4.6020599913279625
230057,0133S00291000000,15122,3/21/00,38000.0,2.0,1950.0,5.0,2.0,1.0,0.0,1040.0,4.57978359661681
108021,0060D00084000000,15210,5/29/91,45000.0,2.0,1900.0,6.0,3.0,2.0,0.0,1616.0,4.653212513775344
312904,0801A00006000000,15126,12/19/05,218000.0,2.0,1990.0,7.0,4.0,2.0,1.0,2214.0,5.338456493604605
325006,0530E00019000000,15024,2/9/11,81000.0,1.0,1955.0,5.0,3.0,1.0,0.0,1064.0,4.9084850188786495
324216,1355S00346000000,15044,10/6/82,52000.0,1.0,1960.0,6.0,3.0,2.0,0.0,1272.0,4.7160033436347994
220333,0350R00281000000,15229,1/30/09,210000.0,2.0,1933.0,9.0,5.0,2.0,1.0,2464.0,5.3222192947339195
72594,0035N00149000000,15216,9/18/97,39500.0,2.0,1910.0,6.0,3.0,1.0,0.0,1008.0,4.596597095626461
358326,0251F00258000000,15228,9/23/05,355000.0,2.0,1940.0,8.0,4.0,4.0,1.0,2848.0,5.550228353055094
323186,1211M00324000000,15044,6/15/98,172000.0,2.0,1985.0,8.0,4.0,2.0,1.0,2030.0,5.235528446907549
257264,0665S00006000000,15102,3/7/01,272083.0,2.0,2001.0,8.0,4.0,2.0,1.0,2524.0,5.434701407502521
397029,0451D00137000000,15235,12/20/16,119000.0,1.0,1956.0,5.0,2.0,1.0,0.0,1216.0,5.075546961392531
365629,0943S00139000000,15237,10/27/10,255900.0,2.0,1993.0,8.0,4.0,2.0,2.0,2006.0,5.408070285887185
281098,1242P00014000000,15146,12/26/03,149900.0,1.0,1977.0,7.0,3.0,2.0,1.0,1891.0,5.175801632848279
11955,0026F00071000000,15213,9/21/15,379000.0,2.0,1900.0,10.0,4.0,2.0,0.0,1776.0,5.578639209968072
112082,0033F00064000000,15210,12/8/05,53000.0,2.5,1900.0,6.0,3.0,1.0,1.0,2180.0,4.724275869600789
314225,1319A00054000000,15026,5/19/16,296110.0,2.0,2016.0,7.0,3.0,2.0,1.0,2296.0,5.471453074297387
355167,0192A00044000000,15228,12/2/98,125000.0,1.0,1950.0,6.0,2.0,2.0,1.0,1533.0,5.096910013008056
343382,0418S00387000000,15108,12/21/12,120000.0,1.0,1945.0,5.0,3.0,1.0,0.0,1239.0,5.079181246047625
289334,1103S00236000000,15239,6/4/86,57000.0,1.0,1969.0,7.0,3.0,1.0,1.0,1271.0,4.7558748556724915
355313,0191E00106000000,15234,3/16/12,54000.0,2.0,1951.0,12.0,6.0,2.0,0.0,3024.0,4.732393759822968
73595,0061A00279000000,15226,5/6/94,93000.0,2.0,1950.0,8.0,4.0,1.0,0.0,1682.0,4.968482948553935
339898,1999K00030000000,15090,12/27/16,407990.0,2.0,2016.0,8.0,3.0,3.0,1.0,2896.0,5.610649518486835
61761,0014H00122000000,15210,7/2/12,44000.0,1.0,1900.0,5.0,3.0,1.0,0.0,840.0,4.643452676486188
207209,0177L00058000000,15218,11/13/17,115000.0,2.0,1924.0,5.0,2.0,1.0,1.0,1548.0,5.060697840353612
297475,1345G00702000000,15143,8/20/98,226000.0,2.0,1991.0,5.0,3.0,2.0,1.0,2350.0,5.354108439147401
156823,0371G00072000000,15235,4/20/18,156000.0,1.0,1956.0,7.0,3.0,2.0,1.0,1740.0,5.193124598354461
131163,0461B00389000000,15132,8/21/17,84900.0,2.0,1913.0,5.0,2.0,1.0,0.0,1992.0,4.928907690243952
197129,0362R00284000000,15139,2/14/14,148000.0,2.0,1900.0,4.0,2.0,1.0,0.0,1346.0,5.1702617153949575
110666,0137A00248000000,15227,7/30/15,69000.0,2.0,1928.0,6.0,3.0,1.0,1.0,1632.0,4.838849090737256
294705,0942P00015000000,15237,10/17/06,260000.0,2.0,1979.0,8.0,4.0,2.0,1.0,2220.0,5.414973347970818
134650,0169D00273000000,15215,6/24/17,419000.0,2.0,1970.0,7.0,3.0,2.0,0.0,2918.0,5.622214022966295
252026,0392A00030000000,15102,12/5/95,82000.0,1.5,1957.0,5.0,3.0,1.0,1.0,1480.0,4.913813852383717
89844,0047P00367000000,15212,9/15/03,45000.0,2.0,1900.0,8.0,2.0,2.0,0.0,2351.0,4.653212513775344
327789,1518L00162000000,15065,4/2/96,34000.0,2.0,1956.0,4.0,2.0,1.0,0.0,1090.0,4.531478917042255
240831,0471J00195000000,15236,1/10/17,217000.0,1.0,1954.0,7.0,3.0,2.0,1.0,1932.0,5.336459733848529
118010,0139S00175000000,15234,9/21/10,84000.0,1.0,1956.0,5.0,3.0,1.0,1.0,900.0,4.924279286061882
68669,0006M00030050500,15211,5/29/14,350000.0,1.0,1976.0,6.0,2.0,2.0,0.0,1234.0,5.544068044350276
8719,0010P00176000000,15219,10/22/10,5000.0,2.0,1957.0,5.0,2.0,1.0,0.0,1008.0,3.6989700043360187
367635,1072P00103000000,15090,4/2/08,215000.0,1.0,1950.0,7.0,3.0,2.0,0.0,1773.0,5.332438459915605
244377,0248E00086000000,15227,8/22/84,125000.0,2.0,1949.0,8.0,4.0,2.0,1.0,2416.0,5.096910013008056
13158,0052B00098020700,15213,3/8/05,84000.0,1.0,1969.0,3.0,1.0,1.0,0.0,856.0,4.924279286061882
196289,0492D00035000000,15071,8/15/17,167800.0,1.0,1969.0,6.0,3.0,2.0,0.0,1599.0,5.224791956492681
196097,0407A00284000000,15071,3/28/12,145000.0,2.0,1969.0,6.0,3.0,1.0,1.0,1568.0,5.161368002234975
107241,0033R00069000000,15210,11/4/09,10.0,2.0,1918.0,6.0,3.0,1.0,0.0,1284.0,1.0
172547,0299M00104000000,15221,1/8/14,16500.0,2.0,1860.0,5.0,3.0,1.0,0.0,1224.0,4.217483944213907
261642,0059S00154000000,15227,9/25/15,80000.0,1.5,1948.0,5.0,2.0,1.0,0.0,748.0,4.903089986991944
66124,0004A00208000000,15211,6/18/14,106500.0,2.0,1920.0,6.0,3.0,1.0,0.0,2005.0,5.027349607774757
253217,0475E00124000000,15102,5/21/14,124000.0,1.5,1925.0,5.0,2.0,1.0,0.0,1238.0,5.093421685162235
27611,0082P00309000000,15206,3/18/11,6918.0,2.0,1900.0,7.0,4.0,1.0,0.0,1140.0,3.839980557678343
344799,0596F00205304400,15108,4/15/16,34500.0,1.0,1983.0,4.0,1.0,1.0,0.0,778.0,4.537819095073274
56814,0013K00098000000,15210,4/29/09,6000.0,2.0,1902.0,7.0,4.0,2.0,0.0,1512.0,3.7781512503836434
338398,1498J00043000000,15090,1/23/92,173500.0,1.5,1986.0,8.0,4.0,2.0,1.0,2070.0,5.239299479126893
23605,0081G00263000000,15201,8/29/02,38000.0,2.0,1950.0,5.0,3.0,1.0,0.0,1088.0,4.57978359661681
393499,0446J00059000000,15147,5/18/18,150000.0,2.0,1954.0,7.0,3.0,2.0,1.0,1764.0,5.176091259055681
391307,0368K00064000000,15235,3/31/17,32000.0,2.0,1950.0,6.0,3.0,1.0,0.0,1144.0,4.505149978319906
368532,1352R00369000000,15044,6/13/84,46200.0,2.0,1985.0,9.0,4.0,3.0,1.0,4024.0,4.664641975556125
265378,0313B00132000000,15227,6/1/17,171000.0,2.0,1967.0,6.0,3.0,1.0,1.0,1428.0,5.232996110392154
243102,0189P00145000000,15227,12/1/97,35900.0,2.0,1998.0,7.0,3.0,2.0,1.0,2587.0,4.555094448578319
26894,0082F00208000000,15206,9/11/08,220000.0,2.0,1920.0,8.0,3.0,1.0,1.0,2080.0,5.342422680822207
298342,0422H00467000000,15143,11/21/12,129000.0,2.0,1978.0,5.0,2.0,1.0,1.0,1485.0,5.110589710299249
225037,0233G00265000000,15221,4/8/08,29000.0,2.0,1928.0,7.0,3.0,1.0,0.0,1690.0,4.4623979978989565
127603,0381G00137000000,15132,2/19/86,37500.0,2.0,1925.0,5.0,2.0,1.0,0.0,1000.0,4.574031267727719
309260,1132G00178000000,15037,2/24/00,14140.0,2.0,1915.0,5.0,2.0,1.0,0.0,1088.0,4.15044940946088
63295,0014F00250000000,15210,5/2/00,26900.0,2.0,1900.0,6.0,3.0,1.0,0.0,900.0,4.429752280002408
200862,0383L00088000000,15133,11/4/04,22500.0,2.0,1950.0,4.0,2.0,1.0,0.0,768.0,4.352182518111363
378093,0548A00089000000,15137,8/13/10,40000.0,1.0,1955.0,5.0,2.0,1.0,0.0,1160.0,4.6020599913279625
102431,0115A00097000000,15212,4/18/18,16000.0,2.0,1910.0,5.0,2.0,1.0,0.0,1232.0,4.204119982655925
86700,0023J00245000000,15212,1/9/06,366000.0,2.0,1880.0,7.0,3.0,3.0,1.0,1840.0,5.563481085394411
62402,0004R00306000000,15211,12/13/10,26500.0,2.0,1925.0,8.0,3.0,1.0,1.0,1996.0,4.423245873936808
362674,0717J00396070300,15101,5/19/16,174000.0,2.0,1973.0,6.0,3.0,2.0,1.0,1680.0,5.2405492482825995
320220,0830L00225000000,15101,6/30/94,89900.0,1.0,1950.0,7.0,4.0,2.0,0.0,1416.0,4.953759691733229
291013,1240R00092000000,15239,8/13/09,164900.0,2.0,1960.0,7.0,4.0,2.0,1.0,1768.0,5.217220655644518
194973,0374K00276000000,15104,3/1/83,35000.0,1.0,1930.0,7.0,3.0,1.0,0.0,1042.0,4.544068044350276
302372,0329F00008000000,15071,11/18/16,154900.0,1.0,1920.0,4.0,2.0,1.0,1.0,1152.0,5.190051417759206
161258,0069S00354000000,15205,7/31/85,45000.0,2.0,1927.0,6.0,3.0,1.0,1.0,1624.0,4.653212513775344
215400,0554K00398000000,15132,7/15/09,117500.0,1.0,1977.0,6.0,3.0,2.0,0.0,1340.0,5.0700378666077555
238568,0235C00210000000,15221,7/4/17,50000.0,1.0,1950.0,6.0,3.0,1.0,0.0,936.0,4.698970004336019
53540,0057C00291000000,15207,8/29/02,17000.0,2.0,1900.0,5.0,2.0,1.0,0.0,1762.0,4.230448921378274
364319,0826E00089000000,15237,2/3/94,148000.0,1.0,1950.0,6.0,2.0,1.0,0.0,1739.0,5.1702617153949575
131853,0464C00191000000,15132,2/13/13,11850.0,1.0,1973.0,6.0,2.0,2.0,0.0,760.0,4.073718350346122
153007,0191L00100000000,15234,9/11/17,237500.0,1.0,1950.0,7.0,3.0,2.0,0.0,2004.0,5.375663613960885
117625,0139F00075000000,15226,9/4/09,199425.0,2.0,2009.0,6.0,3.0,2.0,1.0,1704.0,5.299779600723267
141958,0236G00099000000,15104,9/17/02,10600.0,2.0,1910.0,5.0,3.0,1.0,0.0,1313.0,4.02530586526477
92416,0046P00038000A00,15214,3/28/13,5000.0,2.0,1910.0,4.0,2.0,1.0,0.0,784.0,3.6989700043360187
349983,0098E00246000000,15216,3/30/99,60000.0,2.0,1922.0,6.0,3.0,1.0,0.0,1800.0,4.778151250383644
102639,0114P00056000000,15212,9/5/12,99500.0,2.0,1900.0,6.0,3.0,1.0,0.0,1302.0,4.997823080745725
315169,1272D00314000000,15037,6/19/02,10.0,2.0,1904.0,6.0,3.0,1.0,0.0,1290.0,1.0
406886,2186L00002000000,15044,1/23/87,55000.0,1.0,1920.0,7.0,3.0,1.0,0.0,1671.0,4.740362689494244
145596,0137S00264000000,15227,5/2/95,47500.0,1.0,1951.0,7.0,3.0,1.0,0.0,947.0,4.676693609624866
404939,1825J00006000000,15090,12/10/07,263000.0,2.0,2003.0,8.0,4.0,2.0,1.0,2256.0,5.419955748489758
197623,0363C00021000000,15139,7/3/13,199000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1344.0,5.298853076409706
377685,0546E00310000000,15137,8/29/13,78000.0,1.0,1958.0,7.0,3.0,1.0,2.0,1672.0,4.892094602690481
312912,0591K00126000000,15108,12/2/11,114900.0,2.0,1977.0,6.0,3.0,1.0,1.0,1302.0,5.0603200286882855
87237,0023M00116000000,15212,5/6/16,281500.0,2.0,1900.0,4.0,2.0,2.0,1.0,1552.0,5.449478399187365
182152,0704L00344000000,15056,8/3/17,275000.0,2.0,1920.0,7.0,3.0,2.0,0.0,2088.0,5.439332693830263
152159,0104P00072000000,15106,5/22/96,130500.0,1.0,1992.0,7.0,3.0,2.0,0.0,1422.0,5.1156105116743
394995,0448F00331000000,15235,10/23/92,96000.0,1.0,1954.0,6.0,3.0,2.0,1.0,1394.0,4.982271233039568
243544,0190M00290000000,15236,8/14/13,285826.0,1.0,2013.0,6.0,2.0,2.0,1.0,2518.0,5.456101731603113
223450,0232K00122000000,15221,8/6/91,10000.0,2.0,1925.0,6.0,3.0,1.0,0.0,988.0,4.0
268995,0661H00364000000,15025,7/19/01,188000.0,2.0,1971.0,7.0,4.0,2.0,1.0,2151.0,5.27415784926368
42107,0086G00266000000,15217,8/2/07,620000.0,2.0,1912.0,10.0,5.0,2.0,1.0,2403.0,5.7923916894982534
225657,0233M00145000000,15221,7/8/05,9000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1428.0,3.9542425094393248
270588,0883P00019000000,15025,12/14/15,195000.0,2.0,1989.0,6.0,3.0,2.0,1.0,1504.0,5.290034611362518
383555,0348B00024000000,15237,2/1/83,69800.0,1.0,1976.0,7.0,3.0,2.0,1.0,1430.0,4.843855422623161
145106,0137P00204000000,15227,12/31/98,49000.0,1.0,1951.0,6.0,3.0,2.0,0.0,1116.0,4.690196080028514
306880,0997C00197000000,15135,6/20/18,112900.0,1.0,1950.0,7.0,3.0,1.0,1.0,900.0,5.052693941924968
67177,0004N00101000000,15211,12/28/04,1000.0,2.0,1885.0,4.0,2.0,1.0,0.0,932.0,3.0
264984,0313F00206000000,15236,11/3/16,30000.0,2.0,1910.0,4.0,2.0,1.0,0.0,1010.0,4.477121254719663
334473,0154G00394000000,15136,3/4/99,275000.0,2.0,1971.0,5.0,3.0,1.0,0.0,1044.0,5.439332693830263
221697,0176C00076000000,15221,6/17/03,63600.0,2.0,1910.0,7.0,3.0,1.0,0.0,2621.0,4.803457115648414
209860,0235E00310000000,15218,5/5/09,7500.0,2.0,1900.0,9.0,6.0,2.0,0.0,2049.0,3.8750612633917
