,PARID,PROPERTYZIP,SALEDATE,SALEPRICE,STORIES,YEARBLT,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,FINISHEDLIVINGAREA,LOGPRICE
259959,0774E00020000000,15102,7/1/05,172500.0,2.0,1982.0,8.0,4.0,2.0,1.0,1944.0,5.236789099409293
58578,0003F00058000000,15203,6/24/03,35000.0,2.0,1900.0,4.0,2.0,1.0,0.0,768.0,4.544068044350276
22037,0050M00088000000,15224,8/14/87,34000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1280.0,4.531478917042255
216635,0090G00009000000,15120,8/2/79,10000.0,2.0,1908.0,10.0,4.0,2.0,0.0,1466.0,4.0
207074,0177K00024000000,15218,4/30/18,275500.0,2.0,1923.0,6.0,3.0,1.0,0.0,1088.0,5.440121603187804
103957,0040C00171000000,15205,7/31/15,80000.0,1.0,1959.0,5.0,2.0,1.0,0.0,950.0,4.903089986991944
355560,0192J00136000000,15228,1/9/08,165025.0,2.0,1927.0,6.0,3.0,1.0,0.0,1529.0,5.217549741423623
60039,0012E00110001300,15203,12/19/03,220000.0,2.0,1997.0,5.0,2.0,1.0,1.0,868.0,5.342422680822207
244215,0247K00142000000,15227,7/3/91,87900.0,1.5,1954.0,8.0,4.0,1.0,1.0,1542.0,4.943988875073772
49991,0055B00255000000,15207,10/5/07,59900.0,2.0,1900.0,5.0,2.0,1.0,0.0,1364.0,4.7774268223893115
321793,1077L00303000000,15101,7/1/98,164000.0,2.0,1980.0,7.0,3.0,2.0,1.0,2268.0,5.214843848047698
151747,0104K00056000000,15106,12/21/78,13500.0,1.0,1979.0,7.0,3.0,2.0,1.0,1807.0,4.1303337684950066
167382,0177G00135000000,15218,6/4/84,150000.0,2.0,1935.0,10.0,6.0,4.0,1.0,5260.0,5.176091259055681
365082,0943E00187000000,15237,12/30/16,310000.0,1.0,1950.0,6.0,2.0,1.0,1.0,1428.0,5.491361693834273
227406,0546F00338000000,15148,2/13/15,3500.0,2.0,1892.0,7.0,3.0,2.0,0.0,2133.0,3.5440680443502757
143710,1824L00355000000,15015,5/29/15,402500.0,1.0,1955.0,7.0,3.0,3.0,0.0,2058.0,5.6047658847038875
389826,0365L00326000000,15147,7/27/99,87000.0,1.5,1956.0,6.0,3.0,1.0,0.0,1318.0,4.939519252618618
98368,0163G00042000000,15214,6/17/11,112900.0,1.0,1946.0,6.0,3.0,1.0,1.0,1024.0,5.052693941924968
106478,0071B00186000000,15204,8/18/03,58000.0,1.0,1951.0,5.0,3.0,1.0,0.0,975.0,4.763427993562937
239792,0388R00076000000,15236,7/2/92,75900.0,1.5,1952.0,6.0,3.0,2.0,0.0,1265.0,4.88024177589548
177231,0037S00092000000,15220,9/8/15,180000.0,1.0,1965.0,8.0,3.0,2.0,0.0,1666.0,5.2552725051033065
363605,0825K00062000000,15237,7/2/14,230000.0,2.0,1950.0,7.0,3.0,1.0,1.0,1638.0,5.361727836017593
240765,0471P00298000000,15236,3/2/84,76500.0,1.0,1960.0,8.0,4.0,2.0,1.0,2672.0,4.883661435153617
249504,0551J00258000000,15131,2/27/91,62000.0,2.0,1948.0,7.0,3.0,2.0,0.0,1800.0,4.7923916894982534
105101,0041F00110000000,15204,6/4/97,46800.0,1.0,1920.0,4.0,2.0,1.0,0.0,727.0,4.670245853074124
318557,0717S00282000000,15101,2/6/07,296400.0,2.0,1970.0,9.0,4.0,2.0,1.0,2745.0,5.471878199307291
121757,1002D00110000000,15025,3/11/16,12000.0,2.0,1925.0,4.0,2.0,1.0,0.0,810.0,4.079181246047625
254063,0476N00079000000,15102,8/16/06,85900.0,1.0,1950.0,6.0,3.0,1.0,0.0,693.0,4.933993163831242
227809,0170D00150000000,15215,8/9/02,345000.0,1.0,2003.0,8.0,4.0,3.0,1.0,5236.0,5.537819095073274
333954,0110B00155000000,15136,7/7/77,39000.0,1.0,1960.0,6.0,2.0,1.0,1.0,1248.0,4.5910646070264995
106291,0068M00101000000,15205,5/2/16,68224.0,1.5,1948.0,6.0,2.0,1.0,0.0,1102.0,4.83393717867444
271604,1006M00012000000,15025,5/31/01,162000.0,2.0,1982.0,7.0,4.0,1.0,1.0,1880.0,5.209515014542631
396620,0450N00606058400,15235,9/15/03,152800.0,1.5,2003.0,5.0,2.0,2.0,0.0,1625.0,5.184123354239671
37501,0174R00038000000,15208,12/28/79,21900.0,2.0,1930.0,7.0,3.0,2.0,0.0,1935.0,4.3404441148401185
298512,0423A00107000000,15143,12/7/09,319000.0,1.5,2003.0,7.0,3.0,2.0,1.0,2438.0,5.503790683057181
283063,0736C00039000000,15239,1/20/98,145833.0,2.0,1995.0,6.0,3.0,2.0,1.0,2429.0,5.163855809964434
23103,0080H00071000A00,15201,1/28/13,61000.0,2.0,1900.0,5.0,2.0,1.0,0.0,1274.0,4.785329835010767
214373,0364D00238000000,15147,11/21/16,110000.0,2.0,1984.0,5.0,3.0,1.0,1.0,2118.0,5.041392685158225
308785,1132J00198000000,15037,5/10/99,92900.0,2.0,1972.0,9.0,4.0,1.0,0.0,1352.0,4.968015713993641
271832,1274N00110000000,15025,9/19/84,3850.0,1.5,1980.0,6.0,3.0,2.0,0.0,1904.0,3.5854607295085006
198236,0363R00149000000,15139,3/12/18,2000.0,2.0,1910.0,6.0,3.0,1.0,0.0,860.0,3.3010299956639813
393196,0445S00011000000,15147,6/17/96,63600.0,1.0,1956.0,6.0,3.0,1.0,0.0,944.0,4.803457115648414
135240,0170N00054002200,15215,4/3/15,130000.0,1.0,1972.0,4.0,2.0,1.0,0.0,1537.0,5.113943352306837
72809,0035N00302000000,15216,1/23/01,59760.0,2.0,1930.0,6.0,3.0,1.0,0.0,1478.0,4.776410588807343
347254,0699H00328000000,15108,1/29/74,39000.0,2.0,1967.0,8.0,4.0,2.0,1.0,2503.0,4.5910646070264995
129373,0382M00043000000,15132,10/31/95,50355.0,1.0,1995.0,6.0,3.0,1.0,0.0,1481.0,4.7020426003036935
278307,0859M00213000000,15146,10/31/91,115000.0,2.0,1968.0,5.0,3.0,1.0,2.0,1960.0,5.060697840353612
131210,0461E00343000000,15132,5/20/10,29997.0,2.0,1920.0,7.0,3.0,1.0,0.0,1344.0,4.477077823099855
160026,0040A00104000000,15205,10/28/03,43000.0,1.0,1900.0,6.0,2.0,1.0,0.0,1281.0,4.633468455579586
202451,0236F00233000000,15104,7/15/08,47700.0,2.0,1930.0,5.0,2.0,1.0,0.0,1512.0,4.678518379040114
26313,0121K00204000000,15206,8/29/89,48900.0,2.0,1926.0,7.0,4.0,1.0,0.0,1536.0,4.68930885912362
210877,1223H00370000000,15084,8/5/05,10000.0,2.0,1900.0,7.0,3.0,2.0,0.0,1586.0,4.0
405916,2184N00020000000,15090,7/14/08,502500.0,2.0,2007.0,9.0,4.0,3.0,1.0,3445.0,5.701136066092526
30284,0124G00232000000,15206,6/26/13,35000.0,3.0,1920.0,9.0,3.0,2.0,0.0,2986.0,4.544068044350276
2729,0002F00175101000,15219,3/1/17,110000.0,1.0,1967.0,3.0,1.0,1.0,0.0,514.0,5.041392685158225
75966,0096K00307000000,15226,3/24/16,153000.0,2.0,1935.0,6.0,3.0,1.0,1.0,1872.0,5.184691430817598
169692,0276N00113000000,15202,8/19/14,10000.0,2.0,1925.0,6.0,3.0,1.0,0.0,1218.0,4.0
296316,1200E00092000000,15143,8/12/92,32000.0,1.0,1940.0,4.0,1.0,1.0,0.0,864.0,4.505149978319906
292722,0939E00113000000,15143,11/22/99,120000.0,1.0,1955.0,6.0,3.0,2.0,0.0,1440.0,5.079181246047625
252889,0473A00002000000,15102,6/23/09,272194.0,2.0,2009.0,8.0,4.0,2.0,2.0,1994.0,5.434878547775432
368939,0273E00240000000,15225,10/29/99,35000.0,2.0,1886.0,7.0,3.0,1.0,1.0,1248.0,4.544068044350276
293,0001G00224160400,15222,4/26/17,593900.0,1.0,2015.0,4.0,2.0,2.0,0.0,1304.0,5.773713325277021
322744,1211H00161000000,15044,9/29/78,32000.0,2.0,1930.0,8.0,4.0,1.0,1.0,1872.0,4.505149978319906
348137,0809K00313000000,15108,6/30/99,149900.0,2.0,1983.0,7.0,4.0,2.0,1.0,2080.0,5.175801632848279
74711,0062E00200000000,15216,12/21/95,43000.0,1.0,1953.0,5.0,2.0,1.0,0.0,900.0,4.633468455579586
380353,0222S00115000000,15215,11/18/16,80000.0,2.0,1949.0,6.0,3.0,1.0,1.0,2152.0,4.903089986991944
54440,0087N00119000000,15217,5/15/18,194300.0,2.0,1930.0,7.0,3.0,1.0,0.0,1299.0,5.2884728005997825
293351,0609A00209000000,15237,11/17/88,157150.0,2.0,1988.0,7.0,3.0,2.0,1.0,2168.0,5.196314385353599
127979,0381J00263000000,15132,7/25/05,27100.0,1.5,1906.0,6.0,2.0,1.0,1.0,1603.0,4.432969290874405
399541,0539K00034000000,15235,4/6/77,46000.0,1.0,1962.0,7.0,3.0,1.0,1.0,1515.0,4.662757831681574
360869,0614B00243000000,15101,8/13/15,279000.0,2.0,1974.0,8.0,4.0,2.0,1.0,1840.0,5.445604203273597
302406,0262L00015000000,15106,1/7/08,165000.0,1.0,1955.0,6.0,3.0,1.0,1.0,1302.0,5.217483944213907
83829,0042S00283000000,15204,3/7/06,50600.0,2.0,1955.0,5.0,2.0,1.0,0.0,1136.0,4.704150516839799
311511,2019M00263000000,15065,11/29/85,22000.0,2.0,1987.0,6.0,3.0,1.0,1.0,1989.0,4.342422680822207
152259,0190G00275000000,15234,10/19/15,18000.0,1.0,1918.0,5.0,1.0,1.0,0.0,675.0,4.2552725051033065
309157,1268B00025000000,15037,8/3/99,112000.0,2.0,1986.0,7.0,3.0,2.0,1.0,1488.0,5.049218022670182
330944,0722M00027000000,15238,3/21/94,210150.0,2.0,1994.0,8.0,4.0,2.0,1.0,3276.0,5.322529394341456
396879,0451C00257000000,15235,12/12/06,132000.0,1.0,1957.0,9.0,4.0,2.0,1.0,1710.0,5.12057393120585
68932,0006L00017000000,15211,1/15/15,70000.0,2.0,1910.0,4.0,2.0,1.0,0.0,1552.0,4.845098040014257
207701,0178B00080000000,15218,1/15/04,130000.0,2.0,1984.0,10.0,4.0,2.0,1.0,2240.0,5.113943352306837
180932,0070L00297000000,15205,11/15/84,60000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1606.0,4.778151250383644
387723,0230G00274000000,15147,4/24/18,90000.0,1.0,1955.0,7.0,4.0,1.0,1.0,1210.0,4.954242509439325
339726,1999N00030000000,15090,1/30/12,348600.0,2.0,2012.0,6.0,3.0,2.0,1.0,2356.0,5.5423273827739745
52911,0056K00067000000,15207,10/26/12,3099.0,2.0,1910.0,5.0,3.0,1.0,0.0,1008.0,3.491221576239283
169249,0275L00081000000,15202,5/17/06,88000.0,1.0,1926.0,5.0,2.0,1.0,0.0,900.0,4.944482672150168
361870,0714K00356000000,15237,11/1/17,150000.0,2.0,1966.0,10.0,4.0,2.0,0.0,1824.0,5.176091259055681
163341,0098F00069000000,15216,2/28/17,86300.0,2.0,1930.0,6.0,3.0,1.0,0.0,1380.0,4.93601079571521
176191,0274E00147000000,15143,5/11/05,25900.0,2.0,1940.0,5.0,2.0,1.0,0.0,1452.0,4.413299764081252
197753,0363M00123000000,15139,8/27/10,118000.0,2.0,1910.0,7.0,4.0,2.0,1.0,2040.0,5.071882007306125
217418,0132A00156000000,15120,3/28/17,109000.0,1.0,1955.0,6.0,3.0,1.0,0.0,900.0,5.037426497940624
367382,1206A00009000000,15090,5/29/01,184000.0,1.0,1997.0,6.0,3.0,2.0,0.0,2421.0,5.264817823009537
263651,0136J00214000000,15227,12/3/91,71000.0,1.0,1955.0,7.0,3.0,1.0,1.0,1163.0,4.8512583487190755
66219,0004B00197000000,15211,3/29/18,195000.0,2.0,1930.0,5.0,2.0,2.0,0.0,1248.0,5.290034611362518
334436,0154E00047000000,15136,1/3/06,172000.0,2.0,1976.0,8.0,4.0,1.0,2.0,1780.0,5.235528446907549
391890,0368R00105000000,15235,5/26/93,32000.0,1.0,1951.0,6.0,3.0,1.0,1.0,1317.0,4.505149978319906
36640,0174K00387000A00,15208,1/17/06,2100000.0,2.0,1930.0,6.0,3.0,1.0,1.0,832.0,6.3222192947339195
331959,0722S00001000000,15238,11/9/05,260000.0,2.0,1994.0,8.0,4.0,2.0,1.0,2394.0,5.414973347970818
353706,0141N00258000000,15228,6/30/86,66000.0,2.0,1959.0,8.0,3.0,1.0,1.0,1576.0,4.819543935541868
22257,0080C00082000000,15201,1/11/18,301500.0,3.0,1900.0,8.0,3.0,2.0,1.0,1680.0,5.47928731647617
293899,0712E00024000000,15237,8/14/12,465000.0,2.0,1992.0,9.0,4.0,4.0,1.0,3220.0,5.6674529528899535
162180,0063H00151000000,15216,9/24/15,103000.0,2.0,1930.0,5.0,2.0,1.0,0.0,1161.0,5.012837224705172
367109,1071S00379000000,15090,10/24/75,41900.0,2.0,1900.0,5.0,3.0,1.0,1.0,1290.0,4.622214022966295
331754,0725R00219000000,15051,8/15/88,10000.0,1.0,1920.0,5.0,2.0,1.0,0.0,920.0,4.0
5351,0028L00377000000,15213,4/13/87,30300.0,3.0,1910.0,9.0,5.0,2.0,0.0,2198.0,4.481442628502305
23718,0081D00116000000,15201,5/2/85,48900.0,2.0,1950.0,6.0,3.0,2.0,1.0,1418.0,4.68930885912362
134751,0169S00068000000,15215,9/28/11,222000.0,2.0,1925.0,6.0,3.0,1.0,0.0,1500.0,5.346352974450639
288863,1103G00020000000,15239,9/15/08,141400.0,1.0,1970.0,6.0,3.0,2.0,0.0,1378.0,5.15044940946088
385529,0821J00010000000,15143,3/23/09,85000.0,2.0,2009.0,9.0,4.0,2.0,1.0,2791.0,4.929418925714293
40181,0052S00321000000,15217,1/30/18,1300000.0,2.0,1925.0,12.0,6.0,3.0,1.0,4262.0,6.113943352306837
191708,0072H00063000000,15136,7/19/06,3000.0,2.0,1921.0,6.0,3.0,1.0,0.0,1358.0,3.4771212547196626
269616,0880G00234000000,15025,5/11/05,55000.0,1.0,1952.0,5.0,2.0,1.0,0.0,748.0,4.740362689494244
235848,0310C00086000000,15122,11/14/05,74665.0,1.0,1950.0,7.0,3.0,1.0,1.0,1089.0,4.873117069433049
247776,0461M00201000000,15131,6/28/12,25000.0,2.0,1900.0,6.0,2.0,1.0,1.0,1260.0,4.3979400086720375
201131,0383S00007000000,15133,7/5/12,79500.0,2.0,1970.0,8.0,4.0,2.0,0.0,1942.0,4.9003671286564705
97266,0162H00011000000,15214,8/31/89,20000.0,2.0,1930.0,5.0,2.0,1.0,0.0,1384.0,4.301029995663981
23851,0081D00214000000,15201,6/22/04,101500.0,2.0,1935.0,6.0,3.0,1.0,0.0,1268.0,5.006466042249231
350574,0098A00322000000,15216,8/2/12,445416.0,2.0,1927.0,10.0,4.0,2.0,1.0,4025.0,5.6487658134768814
299722,0147K00049000000,15106,12/13/78,38400.0,1.0,1955.0,5.0,2.0,1.0,0.0,824.0,4.5843312243675305
295478,1068B00005000000,15090,9/19/17,435000.0,2.0,1988.0,8.0,4.0,2.0,1.0,3654.0,5.638489256954637
405367,1826H00012000000,15090,10/25/15,219000.0,2.0,2017.0,12.0,5.0,4.0,1.0,9455.0,5.3404441148401185
298059,0422H00529000000,15143,4/11/01,240000.0,2.0,1978.0,7.0,3.0,3.0,2.0,2606.0,5.380211241711606
220407,0350M00313000000,15229,9/22/99,164500.0,2.0,1939.0,6.0,2.0,1.0,0.0,1436.0,5.216165902285993
327305,1368L00332000000,15065,12/19/07,20700.0,2.0,1900.0,8.0,3.0,1.0,0.0,1734.0,4.315970345456917
172444,0299P00144000000,15221,8/15/78,44500.0,1.5,1920.0,6.0,3.0,1.0,0.0,1494.0,4.648360010980932
385565,0821N00085000100,15143,8/2/13,145000.0,1.0,2004.0,6.0,3.0,2.0,0.0,1531.0,5.161368002234975
344724,0596D00004000000,15108,8/30/91,80000.0,2.0,1987.0,5.0,3.0,2.0,1.0,1240.0,4.903089986991944
349516,0926B00251000000,15108,9/26/77,49000.0,2.0,1975.0,8.0,4.0,1.0,1.0,1536.0,4.690196080028514
132358,0308N00036000000,15132,7/7/06,32000.0,1.0,1926.0,4.0,2.0,2.0,0.0,860.0,4.505149978319906
218206,0279D00296000000,15229,10/9/07,114393.0,2.0,1905.0,6.0,3.0,1.0,0.0,1454.0,5.058399449680904
170946,0221H00146000000,15223,1/24/13,84000.0,2.0,1955.0,6.0,3.0,1.0,1.0,1150.0,4.924279286061882
49987,0055B00252000000,15207,4/23/15,170000.0,2.0,1897.0,5.0,2.0,1.0,0.0,1266.0,5.230448921378274
362166,0714R00006000000,15237,8/9/11,178000.0,1.0,1968.0,7.0,3.0,1.0,2.0,1446.0,5.250420002308894
175196,0467L00324000000,15045,4/1/17,119900.0,1.0,1958.0,6.0,3.0,2.0,0.0,2228.0,5.078819183098848
49697,0054P00130000000,15207,12/14/16,42000.0,2.0,1925.0,6.0,3.0,1.0,1.0,1853.0,4.623249290397901
67899,0004R00184000000,15211,9/30/10,15455.0,2.0,1950.0,5.0,2.0,1.0,1.0,728.0,4.189069009399324
375655,0377H00020000000,15137,6/18/15,51500.0,1.0,1958.0,6.0,3.0,1.0,1.0,1080.0,4.711807229041191
129009,0382H00066000000,15132,11/13/12,10100.0,2.0,1900.0,7.0,3.0,1.0,0.0,1556.0,4.004321373782642
378077,0547D00201000000,15137,9/1/95,50000.0,1.5,1930.0,5.0,2.0,2.0,0.0,1190.0,4.698970004336019
148935,0322M00250000000,15017,2/5/98,98500.0,2.0,1948.0,7.0,3.0,2.0,0.0,1536.0,4.993436230497612
153898,0250A00094000000,15234,7/8/09,119900.0,2.0,1925.0,8.0,4.0,1.0,1.0,1637.0,5.078819183098848
294882,0941D00379000000,15237,3/21/88,44900.0,2.0,1988.0,9.0,4.0,2.0,1.0,3268.0,4.652246341003323
78383,0019C00162000000,15220,8/19/04,76500.0,2.0,1900.0,6.0,3.0,1.0,1.0,1616.0,4.883661435153617
364359,0826M00144000000,15237,8/7/96,117000.0,1.0,1957.0,7.0,3.0,2.0,1.0,1458.0,5.068185861746161
173502,0373E00213000000,15221,11/12/13,51000.0,1.0,1950.0,5.0,1.0,1.0,0.0,864.0,4.707570176097937
272907,0544L00003000200,15146,10/25/96,68000.0,2.0,1985.0,5.0,2.0,1.0,1.0,986.0,4.832508912706237
358308,0251G00084000000,15228,7/18/17,265000.0,2.0,1953.0,6.0,3.0,2.0,0.0,1661.0,5.423245873936808
218547,0279J00045000000,15229,10/29/14,101000.0,1.0,1953.0,6.0,3.0,1.0,0.0,1092.0,5.004321373782642
210758,1223D00186000000,15084,9/28/17,3012.0,2.0,1915.0,8.0,3.0,1.0,0.0,2160.0,3.478854967528663
245433,0314K00011000000,15236,6/9/11,121000.0,1.0,1951.0,6.0,3.0,2.0,0.0,1134.0,5.08278537031645
62487,0004S00173000000,15211,9/23/09,39000.0,2.0,1938.0,6.0,3.0,1.0,0.0,1095.0,4.5910646070264995
324821,0045E00278000000,15212,10/30/09,36000.0,2.0,1924.0,6.0,2.0,1.0,0.0,1092.0,4.556302500767287
240537,0471C00070000000,15236,9/18/78,52000.0,1.5,1946.0,6.0,3.0,1.0,0.0,1306.0,4.7160033436347994
191689,0072E00040000000,15136,12/10/12,65000.0,1.0,1950.0,4.0,2.0,1.0,0.0,805.0,4.812913356642856
372914,0691S00036000000,15126,1/30/18,162500.0,2.0,2002.0,7.0,3.0,2.0,1.0,1344.0,5.210853365314893
246841,0390D00052000000,15236,2/1/16,45000.0,1.0,1950.0,6.0,3.0,1.0,0.0,1266.0,4.653212513775344
135972,0160A00154050400,15202,2/10/16,58900.0,1.0,1968.0,4.0,1.0,1.0,0.0,760.0,4.770115294787102
329422,1679J00142000000,15065,9/16/96,51300.0,2.0,1949.0,6.0,3.0,2.0,0.0,2176.0,4.710117365111817
337159,0815P00186000000,15143,9/17/03,158000.0,1.0,1973.0,7.0,3.0,2.0,1.0,1522.0,5.198657086954422
25036,0120M00154000000,15201,11/26/14,156000.0,1.0,1950.0,7.0,2.0,1.0,0.0,1320.0,5.193124598354461
351611,0100S00180000000,15243,8/4/06,285000.0,2.0,1983.0,9.0,4.0,2.0,1.0,2309.0,5.45484486000851
389725,0365H00228000000,15147,11/20/12,51000.0,1.0,1950.0,6.0,3.0,1.0,0.0,1163.0,4.707570176097937
174168,0467F00071000000,15045,12/6/90,38300.0,2.0,1946.0,6.0,3.0,1.0,0.0,1232.0,4.583198773968623
66193,0004A00237000000,15211,4/27/09,199000.0,2.0,1960.0,10.0,4.0,2.0,0.0,3071.0,5.298853076409706
171822,0234H00020000000,15221,5/22/85,71000.0,2.0,1940.0,7.0,3.0,1.0,2.0,1474.0,4.8512583487190755
242749,0189F00227000000,15227,7/3/17,110900.0,2.0,1982.0,4.0,2.0,1.0,1.0,992.0,5.04493154614916
163517,0098H00216000000,15216,6/8/16,80000.0,2.0,1935.0,6.0,3.0,1.0,0.0,1456.0,4.903089986991944
109268,0094K00216000000,15227,7/1/99,50000.0,2.0,1900.0,7.0,3.0,1.0,1.0,1972.0,4.698970004336019
173890,0373R00157000000,15221,6/6/02,82900.0,1.0,1960.0,6.0,3.0,1.0,1.0,1540.0,4.918554530550273
97092,0116C00090000000,15214,3/24/03,18000.0,2.0,2004.0,7.0,3.0,2.0,1.0,1800.0,4.2552725051033065
324605,1356P00056000000,15044,5/31/91,180000.0,2.0,1987.0,8.0,4.0,2.0,2.0,2242.0,5.2552725051033065
230814,0182L00086000000,15122,1/30/15,103000.0,1.0,1950.0,6.0,3.0,1.0,0.0,1120.0,5.012837224705172
220860,0175M00177000000,15221,12/16/16,15000.0,2.5,1915.0,9.0,5.0,1.0,1.0,2295.0,4.176091259055681
156976,0341B00007000000,15108,7/21/18,68000.0,1.0,1910.0,10.0,4.0,2.0,0.0,874.0,4.832508912706237
241275,0472D00188000000,15236,7/27/99,60000.0,1.5,1948.0,5.0,2.0,1.0,1.0,1827.0,4.778151250383644
406299,2375M00016000000,15044,4/26/06,330000.0,2.0,1993.0,9.0,4.0,2.0,1.0,2852.0,5.518513939877887
305679,0652A00242000000,15135,4/18/16,164900.0,1.0,2000.0,6.0,3.0,2.0,1.0,1904.0,5.217220655644518
109820,0095C00217000000,15210,6/20/16,20500.0,2.0,1922.0,5.0,2.0,1.0,0.0,1220.0,4.311753861055754
229862,0509J00194000000,15143,3/25/93,275000.0,2.0,1994.0,9.0,5.0,4.0,1.0,5110.0,5.439332693830263
117497,0139H00085000000,15234,7/17/17,105000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1326.0,5.021189299069938
346795,0698C00184008200,15108,9/2/15,44000.0,1.0,1967.0,3.0,1.0,1.0,0.0,594.0,4.643452676486188
85992,0022R00125000000,15233,6/16/94,45750.0,3.0,1987.0,8.0,4.0,2.0,0.0,2024.0,4.660391098402467
385131,0514L00201000000,15237,4/4/11,448000.0,2.0,2008.0,10.0,5.0,3.0,1.0,2914.0,5.6512780139981444
187542,0133B00047000000,15120,8/13/87,42000.0,2.0,1940.0,6.0,3.0,1.0,0.0,1320.0,4.623249290397901
21283,0050G00031000000,15224,7/17/17,74500.0,2.0,1910.0,4.0,2.0,1.0,0.0,840.0,4.872156272748293
50538,0055D00185000000,15217,6/12/14,110000.0,1.0,1950.0,6.0,3.0,1.0,0.0,1209.0,5.041392685158225
165856,0547G00287000000,15035,8/9/17,60000.0,1.0,1954.0,6.0,3.0,1.0,1.0,1234.0,4.778151250383644
117297,0138J00039000000,15234,6/18/87,36900.0,2.0,1935.0,6.0,3.0,1.0,0.0,1144.0,4.567026366159061
245706,0249S00128000000,15236,2/13/03,73000.0,1.0,1943.0,5.0,2.0,1.0,0.0,819.0,4.863322860120456
75682,0096A00090000000,15226,6/3/13,120000.0,2.0,1930.0,7.0,4.0,1.0,1.0,1603.0,5.079181246047625
219551,0280J00030000000,15229,1/28/87,54500.0,2.0,1924.0,10.0,4.0,2.0,0.0,2587.0,4.7363965022766426
159482,0419H00336000000,15108,1/14/02,76000.0,2.0,1910.0,5.0,2.0,1.0,0.0,1040.0,4.880813592280791
305493,0652C00104000000,15135,8/3/78,37000.0,1.0,1949.0,5.0,2.0,1.0,0.0,1163.0,4.568201724066995
360251,0613A00081000000,15237,7/31/18,193000.0,2.0,1950.0,6.0,3.0,1.0,0.0,1144.0,5.285557309007774
214737,0364H00341000000,15147,9/14/89,48000.0,2.0,1900.0,6.0,3.0,1.0,1.0,1850.0,4.681241237375588
201392,0383S00230000000,15133,11/23/99,40000.0,2.0,1910.0,6.0,3.0,1.0,0.0,2576.0,4.6020599913279625
223009,0232J00225000000,15221,1/23/18,27500.0,2.0,1920.0,7.0,4.0,1.0,1.0,1718.0,4.439332693830263
132944,0464E00024000000,15132,10/29/99,14000.0,2.0,1897.0,6.0,3.0,1.0,0.0,1710.0,4.146128035678238
29223,0083M00016000000,15206,9/15/17,155000.0,2.0,1920.0,14.0,6.0,4.0,0.0,4257.0,5.190331698170292
151098,0103P00066000000,15106,5/5/11,107000.0,1.5,1910.0,6.0,3.0,1.0,0.0,1788.0,5.02938377768521
236570,0311N00330000000,15122,10/23/03,94795.0,1.0,1953.0,5.0,3.0,1.0,1.0,1100.0,4.976785430906884
50210,0054R00143000000,15207,12/23/15,10.0,2.0,1906.0,6.0,3.0,1.0,0.0,1670.0,1.0
30535,0124F00081000000,15206,3/31/03,15900.0,2.0,1900.0,6.0,3.0,0.0,2.0,1052.0,4.201397124320452
355018,0192B00227000000,15228,1/5/99,300000.0,2.0,1925.0,7.0,4.0,3.0,1.0,2040.0,5.477121254719663
265503,0314S00093000000,15236,4/10/07,119900.0,2.0,1950.0,6.0,2.0,2.0,0.0,1475.0,5.078819183098848
28889,0083J00023000000,15206,2/22/00,20000.0,2.0,1900.0,6.0,3.0,1.0,0.0,1954.0,4.301029995663981
367728,1206G00184000000,15090,8/20/90,185000.0,2.0,1982.0,8.0,4.0,3.0,1.0,2454.0,5.267171728403014
258823,0772C00018000000,15102,10/3/07,170000.0,1.0,1969.0,7.0,3.0,2.0,0.0,1786.0,5.230448921378274
304877,0841A00004000000,15030,1/7/91,16000.0,2.0,1905.0,6.0,2.0,1.0,0.0,1312.0,4.204119982655925
397675,0535L00347000000,15147,9/19/88,39000.0,2.0,1935.0,5.0,2.0,1.0,0.0,1469.0,4.5910646070264995
324588,1356N00071000000,15044,12/13/05,184900.0,2.0,1977.0,7.0,3.0,2.0,1.0,1816.0,5.266936911159173
345532,0597L00235000000,15108,7/3/02,115000.0,1.0,1965.0,7.0,4.0,1.0,2.0,1350.0,5.060697840353612
169403,1272F00181000000,15037,9/19/08,53000.0,1.0,1950.0,3.0,1.0,1.0,0.0,630.0,4.724275869600789
196168,0493S00019000000,15071,3/18/76,30900.0,1.0,1970.0,6.0,3.0,2.0,0.0,1527.0,4.489958479424835
247737,0462H00203000000,15131,2/13/17,119900.0,1.5,1947.0,9.0,4.0,2.0,1.0,1476.0,5.078819183098848
23153,0080H00176000000,15201,12/17/10,2000.0,2.0,1900.0,5.0,2.0,1.0,0.0,992.0,3.3010299956639813
103062,0115P00058000000,15212,2/28/18,145000.0,2.0,1929.0,6.0,3.0,1.0,0.0,1216.0,5.161368002234975
197962,0363K00273000000,15139,9/26/17,365000.0,2.0,2014.0,6.0,3.0,2.0,1.0,2475.0,5.562292864456475
160628,0068C00228000000,15205,6/16/87,51000.0,2.0,1900.0,7.0,3.0,1.0,1.0,1815.0,4.707570176097937
13465,0052C00149000000,15232,7/7/92,140000.0,2.0,1910.0,8.0,4.0,2.0,0.0,2834.0,5.146128035678238
297388,1204G00388000000,15090,5/25/01,21000.0,2.0,2002.0,8.0,4.0,2.0,1.0,3410.0,4.3222192947339195
