PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
USA,f,1943,76,0.07421,0.07156,0.5,41095,2941,39625,324008,7.88
USA,f,1943,77,0.08071,0.07758,0.5,38155,2960,36675,284383,7.45
USA,f,1943,78,0.08037,0.07726,0.5,35195,2719,33835,247709,7.04
USA,f,1943,79,0.09448,0.09022,0.5,32476,2930,31011,213873,6.59
USA,f,1943,80,0.10650,0.10112,0.5,29545,2988,28052,182863,6.19
USA,f,1943,81,0.11721,0.11072,0.5,26558,2941,25088,154811,5.83
USA,f,1943,82,0.12800,0.12030,0.5,23617,2841,22197,129724,5.49
USA,f,1943,83,0.13915,0.13010,0.5,20776,2703,19425,107527,5.18
USA,f,1943,84,0.15068,0.14012,0.5,18073,2532,16807,88102,4.87
USA,f,1943,85,0.16213,0.14997,0.5,15541,2331,14375,71295,4.59
USA,f,1943,86,0.17552,0.16136,0.5,13210,2132,12144,56920,4.31
USA,f,1943,87,0.19211,0.17528,0.5,11079,1942,10108,44775,4.04
USA,f,1943,88,0.21160,0.19136,0.5,9137,1748,8263,34668,3.79
USA,f,1943,89,0.23280,0.20853,0.5,7388,1541,6618,26405,3.57
USA,f,1943,90,0.25389,0.22529,0.5,5848,1317,5189,19787,3.38
USA,f,1943,91,0.27272,0.24000,0.5,4530,1087,3987,14598,3.22
USA,f,1943,92,0.28777,0.25158,0.5,3443,866,3010,10611,3.08
USA,f,1943,93,0.29812,0.25945,0.5,2577,669,2243,7602,2.95
USA,f,1943,94,0.30498,0.26463,0.5,1908,505,1656,5359,2.81
USA,f,1943,95,0.33700,0.28840,0.5,1403,405,1201,3703,2.64
USA,f,1943,96,0.35867,0.30413,0.5,999,304,847,2502,2.51
USA,f,1943,97,0.38094,0.31999,0.5,695,222,584,1656,2.38
USA,f,1943,98,0.40372,0.33592,0.5,473,159,393,1072,2.27
USA,f,1943,99,0.42693,0.35183,0.5,314,110,259,679,2.16
USA,f,1943,100,0.45046,0.36765,0.5,203,75,166,420,2.07
USA,f,1943,101,0.47421,0.38332,0.5,129,49,104,254,1.98
USA,f,1943,102,0.49808,0.39877,0.5,79,32,64,150,1.89
USA,f,1943,103,0.52196,0.41393,0.5,48,20,38,87,1.82
USA,f,1943,104,0.54574,0.42875,0.5,28,12,22,49,1.75
USA,f,1943,105,0.56931,0.44316,0.5,16,7,12,27,1.68
USA,f,1943,106,0.59258,0.45713,0.5,9,4,7,14,1.63
USA,f,1943,107,0.61543,0.47062,0.5,5,2,4,8,1.57
USA,f,1943,108,0.63779,0.48358,0.5,3,1,2,4,1.53
USA,f,1943,109,0.65957,0.49599,0.5,1,1,1,2,1.49
USA,f,1943,110+,0.68069,1.00000,1.47,1,1,1,1,1.47
USA,f,1944,0,0.03520,0.03418,0.15,100000,3418,97100,6799555,68.00
